accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.871313793162796
0.5,1,1.1059217828867485,1.8481969195108239
0.5,500,1.352556632769054,1.8335549203172217
0.5,1000,0.7646434008817046,1.7686823448782398
0.5,1500,0.552579228389284,1.7551809084105987
0.5,2000,0.6340590172010633,1.7553398000018963
0.5,2500,0.8770061657677659,1.7934112761295704
0.5,3000,0.6762932682334553,1.7724545369126454
0.5,3500,0.6867602384888142,1.7318201264393138
0.5,4000,0.7743269667733484,1.7927136329338147
0.5,4500,1.4025312213847,1.7982436207766674
0.5,5000,0.8016975571178362,1.7366018678753
