timestamp,config_id,hidden,epoch,seconds,relaxation,sweeps,minit,digits,target_scale,target_off,target_on,input_low,input_high,skip_scale,pixel_copy_scale,beta,lr,train_accuracy,train_mse,validation_accuracy,validation_mse
2026-05-19T09:56:11,1,7840,0,0.0,392500,50.0,1,0-1-2-3-4-5-6-7-8-9,0.2,-0.2,0.2,-1.0,1.0,0.0,0.8,0.1,0.003,0.10546875,9.556407,0.1171875,9.660054
2026-05-19T10:03:35,1,7840,1,240.376152,392500,50.0,1,0-1-2-3-4-5-6-7-8-9,0.2,-0.2,0.2,-1.0,1.0,0.0,0.8,0.1,0.003,0.08984375,11.181164,0.09765625,11.156057
