best_accuracy,best_epoch,best_mse,nn,outdir
0.75,0,1.3300455246979772,1,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_signal_xor_20260512_160220/NN1
