accuracy,epoch,grad_norm,margin,mean_1,mean_2,mean_3,mean_4,mse,response_norm,std_1,std_2,std_3,std_4
0.5,0,0.0,0.38233857195679666,-0.5276466081990736,-0.49069806371224106,0.42848125548798677,0.38233857195679666,1.170698011687352,0.0,0.6149595106323607,0.7099609878362863,0.5994039097332595,0.7527406712455043
0.5,1,0.7911544358959405,0.28886069024169064,-0.6570584303521271,-0.6752049879675583,0.445202292040222,0.28886069024169064,1.223220761877911,0.25960511073659154,0.5061785864252313,0.31039638235988265,0.592042102315669,0.7080730070221856
0.5,50,0.4877936121549183,0.39926218676868347,-0.5834608353787097,-0.5080854603628585,0.39926218676868347,0.41417445699144073,1.2021504866185593,0.2539162439956848,0.6521716716123148,0.5986165639472348,0.5899984014120669,0.7528875120331139
0.5,100,1.0698629928581909,0.42565659372370757,-0.5976636190807848,-0.42565659372370757,0.5456503850766941,0.4450975194866627,1.1222779250116297,0.255030129298245,0.4902133633403328,0.6084238219017793,0.5353243741947991,0.6798811454227369
0.5,150,0.9682632036338995,0.3284095177070866,-0.6570398960916655,-0.48987956429562524,0.4257525472417658,0.3284095177070866,1.1079486831781582,0.24775039134318919,0.6308570315836239,0.43636468704873127,0.6110737892199929,0.7085988784267219
0.5,200,0.5071747311336725,0.3074652864695745,-0.6802204540447037,-0.4246126512107874,0.3074652864695745,0.36697397381754193,1.1200005846350987,0.2616952031422256,0.3996485106226649,0.5710269511444398,0.6627108132693896,0.7890941965443032
0.5,250,0.5289294325259077,0.33999810528543295,-0.538139023977875,-0.47357481145356517,0.33999810528543295,0.6040283895317357,1.348311965393278,0.24330188678847042,0.6302033393444891,0.5192412493162761,0.5454835707205317,0.6177468899508431
0.5,300,0.6442871005418388,0.39438845169398173,-0.6413646012636212,-0.5637052907395189,0.39438845169398173,0.3980699225169406,1.2237896103004253,0.2842774367326638,0.6159872930055099,0.42189923715628164,0.56956463593661,0.8016986706040147
0.5,350,0.7432818826948531,0.42235005769321665,-0.6506169458589287,-0.5629997338740909,0.45043368465037775,0.42235005769321665,1.2225348770495696,0.26740006264261545,0.5060904879264503,0.3306194454915986,0.39234935649434277,0.6494628701525453
0.5,400,0.7975430365299508,0.307469929732201,-0.6173329898863034,-0.519463566599345,0.307469929732201,0.47627776846922376,1.278549379688438,0.2715471397312291,0.6137970388108058,0.5345181597915207,0.6262345641912175,0.6863720334797937
0.5,450,0.9940617770689881,0.2361209166845556,-0.6612367707453705,-0.5987612627352219,0.46724929669732224,0.2361209166845556,1.1206540833130774,0.28504748511992,0.5245159202811237,0.5327341311455721,0.44065878158524446,0.78531262618108
0.5,500,0.7512470131855499,0.3204677342739624,-0.6530288074656677,-0.3204677342739624,0.3704254743852856,0.4007622788186402,1.0556307726928726,0.2585847012183712,0.6401778559185101,0.5397737649698707,0.5498264838737994,0.6381460302895297
0.5,550,0.6500385332327574,0.33522098161594344,-0.7076851927812746,-0.33522098161594344,0.4411835660973865,0.45166295799476125,1.0719660416701244,0.253788221140883,0.4213303904103136,0.6807987834889658,0.49373321335142073,0.6371988842089061
0.5,600,0.8957837289614676,0.3003257180002714,-0.6644275000176383,-0.6356739750506711,0.3003257180002714,0.42262419971191456,1.325360492475069,0.2677085559651521,0.5266571490089585,0.336105526872171,0.6892708219805272,0.5843989643516053
0.5,650,0.37657619921565827,0.23531612938338894,-0.6224153520353815,-0.3903471022594467,0.23531612938338894,0.4249767822378846,1.1727338707595107,0.23876013047679542,0.6037259227888685,0.5993966463540835,0.6575653892562909,0.7364768571560125
0.5,700,0.6919394180792313,0.3303997908069409,-0.6734129293561949,-0.37902422467083263,0.3303997908069409,0.5234415210094477,1.194401358756915,0.2613960299901619,0.4901228992202356,0.6628592404521678,0.5514141768406233,0.6087121007116856
0.5,750,0.565812721651591,0.35411358659959924,-0.683140578875844,-0.7409647370558116,0.35411358659959924,0.432775397724631,1.4003431769417882,0.24974671483941827,0.37220094826511324,0.17018234074173783,0.5989944307808936,0.6043603057879388
0.5,800,0.6367921757789111,0.3225765725536346,-0.628457198821504,-0.5734813159598512,0.3225765725536346,0.4706791551316279,1.3089217955435422,0.25832154509434957,0.6063245766454058,0.32146442854990426,0.6314694089990429,0.6018562170766139
