config,epoch,score_10,response_norm,score_11,std_11,mse,grad_norm,score_00,std_01,std_00,min_margin,score_01,accuracy,std_10,param_delta
push_T020_b075_lr0025_J012,0,0.22916666666666666,0.0,-0.14583333333333334,0.1754910295407585,1.0119900173611112,0.0,0.13541666666666666,0.13750823427254683,0.208242733923381,0.13541666666666666,-0.19791666666666666,0.5,0.1458980187804412,0.0
push_T020_b075_lr0025_J012,1,0.203125,1.0072722471366036,-0.11458333333333333,0.2269740296706377,1.0427449544270833,2.6760901205552354,0.11979166666666667,0.142660886802194,0.21644097079938382,0.11458333333333333,-0.22395833333333334,0.5,0.16407058727479357,0.08703445149703859
push_T020_b075_lr0025_J012,100,0.625,0.6311314220965838,-0.6197916666666666,0.31163830472362425,0.32865397135416663,1.9452131417062415,-0.3854166666666667,0.3296473054864741,0.7022060218350804,0.19270833333333334,0.19270833333333334,1.0,0.38306543884143684,3.402390036985493
push_T020_b075_lr0025_J012,200,0.6510416666666666,0.4372197073744525,-0.328125,0.6529744859853455,0.30739339192708337,1.7504959614666666,-0.5885416666666666,0.2328832356552856,0.5296624831102281,0.3020833333333333,0.3020833333333333,1.0,0.4282471329548605,4.793146761936069
push_T020_b075_lr0025_J012,300,0.5729166666666666,0.3918553919454998,-0.734375,0.04222899529326101,0.2573649088541667,1.7928774978291804,-0.5052083333333334,0.2847259043004519,0.5786969605082173,0.2708333333333333,0.2708333333333333,1.0,0.4233610769181259,5.682787315942058
push_T020_b075_lr0025_J012,400,0.765625,0.3282254908616539,-0.6875,0.1427600601800402,0.21666802300347227,0.7551903733496605,-0.5729166666666666,0.2138755563948073,0.5685563653497427,0.2708333333333333,0.2708333333333333,1.0,0.26404179716888365,6.440400916086365
push_T020_b075_lr0025_J012,500,0.6979166666666666,0.40225640212326114,-0.703125,0.20460891911793264,0.23080783420138887,1.2943520472507553,-0.53125,0.3191768596775512,0.4976166020227778,0.2760416666666667,0.2760416666666667,1.0,0.33157370702214284,7.0649011543096245
push_T020_b075_lr0025_J012,600,0.6979166666666666,0.3980895120321756,-0.7239583333333334,0.08225066626750978,0.19507514105902776,1.1479147761629922,-0.6666666666666666,0.24077170617153837,0.5169237322154364,0.2916666666666667,0.2916666666666667,1.0,0.40532573231336094,7.711063365454184
push_T020_b075_lr0025_J012,700,0.7916666666666666,0.22922333769198522,-0.6354166666666666,0.33361627484368866,0.16618516710069442,0.5496210815947048,-0.6979166666666666,0.04483009389729827,0.38820354551913,0.3697916666666667,0.3697916666666667,1.0,0.28710196138634103,8.232080955553142
push_T020_b075_lr0025_J012,800,0.7864583333333334,0.2906719316244218,-0.671875,0.2411828302526854,0.1917724609375,1.2101279776214668,-0.5416666666666666,0.03529123141082999,0.562248333395304,0.3645833333333333,0.3645833333333333,1.0,0.21955725789131555,8.803583858422293
push_T020_b075_lr0025_J012,900,0.859375,0.21319809236979217,-0.703125,0.15556916887464503,0.1548122829861111,0.7113904616234945,-0.6822916666666666,0.04222899529326101,0.36299472737417177,0.359375,0.359375,1.0,0.04222899529326101,9.305967559665271
push_T020_b075_lr0025_J012,1000,0.8385416666666666,0.20559915892461633,-0.5885416666666666,0.39952275651208463,0.2025417751736111,0.917140029293964,-0.7395833333333334,0.26302139385074436,0.3684512730059569,0.2604166666666667,0.2604166666666667,1.0,0.11348701483531885,9.728535208878634
push_T020_b075_lr0025_J012,1100,0.6822916666666666,0.26115593424018,-0.75,0.0,0.1876763237847222,0.6757197808427854,-0.6614583333333334,0.13290238326779874,0.4491525333207036,0.3125,0.3125,1.0,0.3847980248487981,10.254104649721292
push_T020_b075_lr0025_J012,1200,0.796875,0.17400016167588392,-0.7239583333333334,0.07352874573440896,0.15068901909722218,1.0116508785149152,-0.703125,0.025515518153991435,0.33136021546242445,0.3697916666666667,0.3697916666666667,1.0,0.2575292828432121,10.73685258508351
push_T020_b075_lr0025_J012,1300,0.6770833333333334,0.1966099286501166,-0.7395833333333334,0.035291231410829994,0.17740885416666666,0.1976423537605237,-0.71875,0.20824273392338108,0.4222899529326101,0.3229166666666667,0.3229166666666667,1.0,0.38113935790590764,11.20985681787423
push_T020_b075_lr0025_J012,1400,0.7708333333333334,0.1812385356347771,-0.6875,0.12225241173045644,0.16895887586805552,0.6312190586476298,-0.703125,0.11348701483531883,0.3880212132815959,0.3385416666666667,0.3385416666666667,1.0,0.3185110286353032,11.596892409632318
push_T020_b075_lr0025_J012,1500,0.8072916666666666,0.19416069467525182,-0.71875,0.06645119163389937,0.13920084635416666,0.8312473893025,-0.7916666666666666,0.025515518153991428,0.33106109598586536,0.3697916666666667,0.3697916666666667,1.0,0.17280913803501768,11.9698460940145
push_T020_b075_lr0025_J012,1600,0.8489583333333334,0.13104273352928839,-0.7239583333333334,0.11045340515414147,0.16506618923611108,0.6461692674696174,-0.8072916666666666,0.3170412782295853,0.16058303531781948,0.2760416666666667,0.2760416666666667,1.0,0.06362217221300645,12.406677279847425
push_T020_b075_lr0025_J012,1700,0.71875,0.1577813477174957,-0.7083333333333334,0.08774551477037923,0.18169487847222224,0.8328123371377782,-0.65625,0.13626753310935857,0.49350399760505886,0.3333333333333333,0.3333333333333333,1.0,0.4190601544450131,12.82296848249678
push_T020_b075_lr0025_J012,1800,0.8229166666666666,0.2420799981079585,-0.734375,0.04222899529326101,0.13355848524305552,0.5376453291901642,-0.8125,0.025515518153991425,0.1276884796138123,0.3697916666666667,0.3697916666666667,1.0,0.10371277924976333,13.286857677271648
push_T020_b075_lr0025_J012,1900,0.84375,0.15920488595323481,-0.6875,0.2052305172662957,0.17835828993055558,0.4723243353647764,-0.6770833333333334,0.2299476153324957,0.39685699063326674,0.3020833333333333,0.3020833333333333,1.0,0.06645119163389937,13.641602088088474
push_T020_b075_lr0025_J012,2000,0.7239583333333334,0.19841328403597985,-0.6875,0.2807211210901078,0.1633639865451389,0.6312190586476297,-0.8125,0.15925551431765164,0.1843024451936214,0.3333333333333333,0.3333333333333333,1.0,0.4120784517083112,14.11071254145704
