beta,lr,temp,weight_decay,stepsize,positive_target_weight,negative_target_weight,project_output_bias_prior,adaptive,adaptive_w_norm,adaptive_w_input_norm,adaptive_gain,adaptive_max,status,best_epoch,best_test_accuracy,best_test_loss,final_epoch,final_test_accuracy,final_test_loss,outdir
0.050,0.00025,0.00005,0.001,0.5,9.0,0.50,true,false,2.0,3.0,0.001,0.004,done,3,0.5,37.353634,4,0.488,37.365223,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\experiments\current\symmetric_nudge_target_weight_grid_v5_20260609\b0p050_lr0p00025_T0p00005_wd0p001_step0p5_pos9p0_neg0p50_priortrue_adaptivefalse
