resume_checkpoint,beta,lr,temp,weight_decay,stepsize,sweeps,nudge_temp_schedule,nudge_temp_peak,positive_target_weight,negative_target_weight,reset_opt_state,status,best_epoch,best_test_accuracy,best_test_loss,final_epoch,final_test_accuracy,final_test_loss,outdir
ext/IsingLearning/experiments/MNIST/baseline_new_nudge/experiments/current/symmetric_nudge_resume_from_0p689_20260610/cont_lr0p00012_reset_s500/best_checkpoint.bin,0.015,0.00009,0.00005,0.001,0.5,500,fixed,0.00005,9.0,0.50,true,done,17,0.714,11.59143,24,0.702,11.617376,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\experiments\current\symmetric_nudge_beta_relax_from_0p714_20260610\b0p015_lr0p00009_s500_fixed
ext/IsingLearning/experiments/MNIST/baseline_new_nudge/experiments/current/symmetric_nudge_resume_from_0p689_20260610/cont_lr0p00012_reset_s500/best_checkpoint.bin,0.025,0.00015,0.00005,0.001,0.5,500,fixed,0.00005,9.0,0.50,true,done,17,0.714,11.59143,20,0.681,11.996668,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\experiments\current\symmetric_nudge_beta_relax_from_0p714_20260610\b0p025_lr0p00015_s500_fixed
ext/IsingLearning/experiments/MNIST/baseline_new_nudge/experiments/current/symmetric_nudge_resume_from_0p689_20260610/cont_lr0p00012_reset_s500/best_checkpoint.bin,0.020,0.00012,0.00005,0.001,0.5,350,fixed,0.00005,9.0,0.50,true,done,17,0.714,11.59143,21,0.686,11.903536,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\experiments\current\symmetric_nudge_beta_relax_from_0p714_20260610\b0p020_lr0p00012_s350_fixed
ext/IsingLearning/experiments/MNIST/baseline_new_nudge/experiments/current/symmetric_nudge_resume_from_0p689_20260610/cont_lr0p00012_reset_s500/best_checkpoint.bin,0.020,0.00012,0.00005,0.001,0.5,750,fixed,0.00005,9.0,0.50,true,done,17,0.714,11.59143,22,0.651,12.796486,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\experiments\current\symmetric_nudge_beta_relax_from_0p714_20260610\b0p020_lr0p00012_s750_fixed
ext/IsingLearning/experiments/MNIST/baseline_new_nudge/experiments/current/symmetric_nudge_resume_from_0p689_20260610/cont_lr0p00012_reset_s500/best_checkpoint.bin,0.025,0.00015,0.00005,0.001,0.5,500,reverse_anneal,0.00010,9.0,0.50,true,done,21,0.724,11.124498,24,0.629,13.174868,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\experiments\current\symmetric_nudge_beta_relax_from_0p714_20260610\b0p025_lr0p00015_s500_reverseT
