config,side,hidden_side,code_side,code_stride,relaxation,nudged_relaxation,temp,stepsize,best_epoch,best_mse,best_accuracy,best_min_margin,final_mse,final_accuracy,graph
lgv_4x4_global4,4,4,4,1,1000,1000,0.001,0.05,150,0.9267721300671786,0.75,0.08950864957594186,0.9268853579198562,0.75,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/langevin_checkerboard_xor/runs/langevin_checkerboard_xor_20260510_032151/lgv_4x4_global4/lgv_4x4_global4_best_graph.jld2
