name,best_mse,best_acc,best_epoch,run_dir,height,width,nn,temp,stepsize,beta,lr,gradient_mode,minit,free,nudged,output_repeats,input_scale,hidden_scale,output_scale,output_internal_scale
4x4_nn5_out2_T0.002_eta0.12_b0.5_lr0.003_gmplus_free_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,0.9619117829640406,0.609375,2100,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_012616/01_4x4_nn5_out2_T0.002_eta0.12_b0.5_lr0.003_gmplus_free_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,4,4,5,0.002,0.12,0.5,0.003,plus_free,4,1000,1000,1,0.4,0.2,0.4,0.0
4x4_nn5_out2_T0.0015_eta0.12_b0.5_lr0.003_gmplus_free_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,0.9891369250725046,0.5859375,1800,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_012616/02_4x4_nn5_out2_T0.0015_eta0.12_b0.5_lr0.003_gmplus_free_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,4,4,5,0.0015,0.12,0.5,0.003,plus_free,4,1000,1000,1,0.4,0.2,0.4,0.0
4x4_nn5_out2_T0.001_eta0.1_b0.5_lr0.003_gmplus_free_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,1.0229937110335554,0.5078125,3000,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_012616/03_4x4_nn5_out2_T0.001_eta0.1_b0.5_lr0.003_gmplus_free_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,4,4,5,0.001,0.1,0.5,0.003,plus_free,4,1000,1000,1,0.4,0.2,0.4,0.0
4x4_nn5_out2_T0.0007_eta0.1_b0.5_lr0.002_gmplus_free_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,0.9913851450332407,0.5546875,2100,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_012616/04_4x4_nn5_out2_T0.0007_eta0.1_b0.5_lr0.002_gmplus_free_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,4,4,5,0.0007,0.1,0.5,0.002,plus_free,4,1000,1000,1,0.4,0.2,0.4,0.0
4x4_nn5_out2_T0.0005_eta0.08_b0.5_lr0.002_gmplus_free_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,1.054367312192888,0.5390625,2700,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_012616/05_4x4_nn5_out2_T0.0005_eta0.08_b0.5_lr0.002_gmplus_free_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,4,4,5,0.0005,0.08,0.5,0.002,plus_free,4,1000,1000,1,0.4,0.2,0.4,0.0
4x4_nn5_out2_T0.001_eta0.1_b0.25_lr0.005_gmplus_free_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,1.6050721532821128,0.5078125,300,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_012616/06_4x4_nn5_out2_T0.001_eta0.1_b0.25_lr0.005_gmplus_free_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,4,4,5,0.001,0.1,0.25,0.005,plus_free,4,1000,1000,1,0.4,0.2,0.4,0.0
4x4_nn5_out2_T0.001_eta0.1_b1.0_lr0.003_gmplus_free_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,1.0153618074289297,0.5390625,2700,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_012616/07_4x4_nn5_out2_T0.001_eta0.1_b1.0_lr0.003_gmplus_free_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,4,4,5,0.001,0.1,1.0,0.003,plus_free,4,1000,1000,1,0.4,0.2,0.4,0.0
