kind,config_id,stepsize,beta,sweeps,nsamples,metric,value
free,10,0.5,0.05,1.0,32,state_rms_to_final,0.3995378911495209
free,10,0.5,0.05,1.0,32,hidden_rms_to_final,1.0040984228253365
free,10,0.5,0.05,1.0,32,output_rms_to_final,0.8580483682453632
free,10,0.5,0.05,1.0,32,output_mse_to_target,14.89522123336792
free,10,0.5,0.05,1.0,32,score_margin,0.6016942970454693
free,10,0.5,0.05,2.0,32,state_rms_to_final,0.3851063493639231
free,10,0.5,0.05,2.0,32,hidden_rms_to_final,0.9610228072851896
free,10,0.5,0.05,2.0,32,output_rms_to_final,0.8502498734742403
free,10,0.5,0.05,2.0,32,output_mse_to_target,14.936938017606735
free,10,0.5,0.05,2.0,32,score_margin,0.5905118845403194
free,10,0.5,0.05,5.0,32,state_rms_to_final,0.345224441960454
free,10,0.5,0.05,5.0,32,hidden_rms_to_final,0.842058090493083
free,10,0.5,0.05,5.0,32,output_rms_to_final,0.8241198230534792
free,10,0.5,0.05,5.0,32,output_mse_to_target,15.262464821338654
free,10,0.5,0.05,5.0,32,score_margin,0.5601528342813253
free,10,0.5,0.05,10.0,32,state_rms_to_final,0.2908227564767003
free,10,0.5,0.05,10.0,32,hidden_rms_to_final,0.6820997688919306
free,10,0.5,0.05,10.0,32,output_rms_to_final,0.7709683086723089
free,10,0.5,0.05,10.0,32,output_mse_to_target,16.115675687789917
free,10,0.5,0.05,10.0,32,score_margin,0.4892586003988981
free,10,0.5,0.05,20.0,32,state_rms_to_final,0.2163929301314056
free,10,0.5,0.05,20.0,32,hidden_rms_to_final,0.4738404219970107
free,10,0.5,0.05,20.0,32,output_rms_to_final,0.6531012747436762
free,10,0.5,0.05,20.0,32,output_mse_to_target,18.645983397960663
free,10,0.5,0.05,20.0,32,score_margin,0.566343042999506
free,10,0.5,0.05,50.0,32,state_rms_to_final,0.10649602976627648
free,10,0.5,0.05,50.0,32,hidden_rms_to_final,0.21686650812625885
free,10,0.5,0.05,50.0,32,output_rms_to_final,0.35138924419879913
free,10,0.5,0.05,50.0,32,output_mse_to_target,26.306894958019257
free,10,0.5,0.05,50.0,32,score_margin,0.7473008343949914
free,10,0.5,0.05,100.0,32,state_rms_to_final,0.0
free,10,0.5,0.05,100.0,32,hidden_rms_to_final,0.0
free,10,0.5,0.05,100.0,32,output_rms_to_final,0.0
free,10,0.5,0.05,100.0,32,output_mse_to_target,31.788768470287323
free,10,0.5,0.05,100.0,32,score_margin,0.6960734762251377
nudged,10,0.5,0.05,1.0,32,plus_loss_delta,-0.5835748314857483
nudged,10,0.5,0.05,1.0,32,minus_loss_delta,0.41163814067840576
nudged,10,0.5,0.05,1.0,32,plusminus_target_dot,0.4960903418250382
nudged,10,0.5,0.05,1.0,32,plus_target_cos,0.2906269724480808
nudged,10,0.5,0.05,1.0,32,minus_target_cos,-0.1698201718972996
nudged,10,0.5,0.05,1.0,32,plus_output_rms,0.029765392479021102
nudged,10,0.5,0.05,1.0,32,plus_hidden_rms,0.026416565931867808
nudged,10,0.5,0.05,1.0,32,plusminus_output_rms,0.0419030116754584
nudged,10,0.5,0.05,1.0,32,plus_improves_fraction,0.96875
nudged,10,0.5,0.05,1.0,32,minus_worsens_fraction,0.90625
nudged,10,0.5,0.05,2.0,32,plus_loss_delta,-1.0865861773490906
nudged,10,0.5,0.05,2.0,32,minus_loss_delta,0.7446398138999939
nudged,10,0.5,0.05,2.0,32,plusminus_target_dot,0.9207766819745302
nudged,10,0.5,0.05,2.0,32,plus_target_cos,0.37908132281154394
nudged,10,0.5,0.05,2.0,32,minus_target_cos,-0.23792733733716886
nudged,10,0.5,0.05,2.0,32,plus_output_rms,0.04248794633895159
nudged,10,0.5,0.05,2.0,32,plus_hidden_rms,0.03137069405056536
nudged,10,0.5,0.05,2.0,32,plusminus_output_rms,0.05773124983534217
nudged,10,0.5,0.05,2.0,32,plus_improves_fraction,1.0
nudged,10,0.5,0.05,2.0,32,minus_worsens_fraction,0.96875
nudged,10,0.5,0.05,5.0,32,plus_loss_delta,-2.3413801789283752
nudged,10,0.5,0.05,5.0,32,minus_loss_delta,1.5370301604270935
nudged,10,0.5,0.05,5.0,32,plusminus_target_dot,1.9481080994009972
nudged,10,0.5,0.05,5.0,32,plus_target_cos,0.5033979173749685
nudged,10,0.5,0.05,5.0,32,minus_target_cos,-0.2799019733865862
nudged,10,0.5,0.05,5.0,32,plus_output_rms,0.07041366153862327
nudged,10,0.5,0.05,5.0,32,plus_hidden_rms,0.03954926779260859
nudged,10,0.5,0.05,5.0,32,plusminus_output_rms,0.1032945653423667
nudged,10,0.5,0.05,5.0,32,plus_improves_fraction,1.0
nudged,10,0.5,0.05,5.0,32,minus_worsens_fraction,1.0
nudged,10,0.5,0.05,10.0,32,plus_loss_delta,-3.813879907131195
nudged,10,0.5,0.05,10.0,32,minus_loss_delta,2.489754319190979
nudged,10,0.5,0.05,10.0,32,plusminus_target_dot,3.1871789433062077
nudged,10,0.5,0.05,10.0,32,plus_target_cos,0.5308981481939554
nudged,10,0.5,0.05,10.0,32,minus_target_cos,-0.26591816172003746
nudged,10,0.5,0.05,10.0,32,plus_output_rms,0.11396673251874745
nudged,10,0.5,0.05,10.0,32,plus_hidden_rms,0.051325918873772025
nudged,10,0.5,0.05,10.0,32,plusminus_output_rms,0.16557055921293795
nudged,10,0.5,0.05,10.0,32,plus_improves_fraction,1.0
nudged,10,0.5,0.05,10.0,32,minus_worsens_fraction,0.96875
nudged,10,0.5,0.05,20.0,32,plus_loss_delta,-5.653653621673584
nudged,10,0.5,0.05,20.0,32,minus_loss_delta,3.7477301955223083
nudged,10,0.5,0.05,20.0,32,plusminus_target_dot,4.820286251604557
nudged,10,0.5,0.05,20.0,32,plus_target_cos,0.5366988591849804
nudged,10,0.5,0.05,20.0,32,minus_target_cos,-0.22923264291603118
nudged,10,0.5,0.05,20.0,32,plus_output_rms,0.18077527126297355
nudged,10,0.5,0.05,20.0,32,plus_hidden_rms,0.07400534849148244
nudged,10,0.5,0.05,20.0,32,plusminus_output_rms,0.2515544220805168
nudged,10,0.5,0.05,20.0,32,plus_improves_fraction,1.0
nudged,10,0.5,0.05,20.0,32,minus_worsens_fraction,1.0
nudged,10,0.5,0.05,50.0,32,plus_loss_delta,-8.369289875030518
nudged,10,0.5,0.05,50.0,32,minus_loss_delta,5.605356872081757
nudged,10,0.5,0.05,50.0,32,plusminus_target_dot,7.625494971871376
nudged,10,0.5,0.05,50.0,32,plus_target_cos,0.5517973592504859
nudged,10,0.5,0.05,50.0,32,minus_target_cos,-0.16658099432243034
nudged,10,0.5,0.05,50.0,32,plus_output_rms,0.31053591379895806
nudged,10,0.5,0.05,50.0,32,plus_hidden_rms,0.1280787456780672
nudged,10,0.5,0.05,50.0,32,plusminus_output_rms,0.39825229719281197
nudged,10,0.5,0.05,50.0,32,plus_improves_fraction,1.0
nudged,10,0.5,0.05,50.0,32,minus_worsens_fraction,1.0
nudged,10,0.5,0.05,100.0,32,plus_loss_delta,-8.900174140930176
nudged,10,0.5,0.05,100.0,32,minus_loss_delta,6.873518884181976
nudged,10,0.5,0.05,100.0,32,plusminus_target_dot,9.252410367131233
nudged,10,0.5,0.05,100.0,32,plus_target_cos,0.5349437212571502
nudged,10,0.5,0.05,100.0,32,minus_target_cos,-0.133882546928362
nudged,10,0.5,0.05,100.0,32,plus_output_rms,0.4058400373905897
nudged,10,0.5,0.05,100.0,32,plus_hidden_rms,0.19707189430482686
nudged,10,0.5,0.05,100.0,32,plusminus_output_rms,0.49557189270853996
nudged,10,0.5,0.05,100.0,32,plus_improves_fraction,1.0
nudged,10,0.5,0.05,100.0,32,minus_worsens_fraction,1.0
