kind,config_id,stepsize,beta,sweeps,nsamples,metric,value
free,6,0.1,0.2,1.0,32,state_rms_to_final,0.29069918487221
free,6,0.1,0.2,1.0,32,hidden_rms_to_final,0.788409136235714
free,6,0.1,0.2,1.0,32,output_rms_to_final,0.35775504168123007
free,6,0.1,0.2,1.0,32,output_mse_to_target,14.681445747613907
free,6,0.1,0.2,1.0,32,score_margin,0.7054357994347811
free,6,0.1,0.2,2.0,32,state_rms_to_final,0.28653705958276987
free,6,0.1,0.2,2.0,32,hidden_rms_to_final,0.7767631579190493
free,6,0.1,0.2,2.0,32,output_rms_to_final,0.35502299293875694
free,6,0.1,0.2,2.0,32,output_mse_to_target,14.685418903827667
free,6,0.1,0.2,2.0,32,score_margin,0.7056754361838102
free,6,0.1,0.2,5.0,32,state_rms_to_final,0.2748566446825862
free,6,0.1,0.2,5.0,32,hidden_rms_to_final,0.744143171235919
free,6,0.1,0.2,5.0,32,output_rms_to_final,0.3466522078961134
free,6,0.1,0.2,5.0,32,output_mse_to_target,14.764181971549988
free,6,0.1,0.2,5.0,32,score_margin,0.6892652455717325
free,6,0.1,0.2,10.0,32,state_rms_to_final,0.2556056072935462
free,6,0.1,0.2,10.0,32,hidden_rms_to_final,0.6903424598276615
free,6,0.1,0.2,10.0,32,output_rms_to_final,0.33274601120501757
free,6,0.1,0.2,10.0,32,output_mse_to_target,14.831583082675934
free,6,0.1,0.2,10.0,32,score_margin,0.7173452731221914
free,6,0.1,0.2,20.0,32,state_rms_to_final,0.2192655559629202
free,6,0.1,0.2,20.0,32,hidden_rms_to_final,0.5891214217990637
free,6,0.1,0.2,20.0,32,output_rms_to_final,0.30363811552524567
free,6,0.1,0.2,20.0,32,output_mse_to_target,14.963796943426132
free,6,0.1,0.2,20.0,32,score_margin,0.6413830108940601
free,6,0.1,0.2,50.0,32,state_rms_to_final,0.12372866226360202
free,6,0.1,0.2,50.0,32,hidden_rms_to_final,0.3258610889315605
free,6,0.1,0.2,50.0,32,output_rms_to_final,0.20517740538343787
free,6,0.1,0.2,50.0,32,output_mse_to_target,15.928263783454895
free,6,0.1,0.2,50.0,32,score_margin,0.6507613658905029
free,6,0.1,0.2,100.0,32,state_rms_to_final,0.0
free,6,0.1,0.2,100.0,32,hidden_rms_to_final,0.0
free,6,0.1,0.2,100.0,32,output_rms_to_final,0.0
free,6,0.1,0.2,100.0,32,output_mse_to_target,18.777764081954956
free,6,0.1,0.2,100.0,32,score_margin,0.668328907340765
nudged,6,0.1,0.2,1.0,32,plus_loss_delta,-0.5805169641971588
nudged,6,0.1,0.2,1.0,32,minus_loss_delta,0.5660158395767212
nudged,6,0.1,0.2,1.0,32,plusminus_target_dot,0.5729380659759045
nudged,6,0.1,0.2,1.0,32,plus_target_cos,0.5963874338194728
nudged,6,0.1,0.2,1.0,32,minus_target_cos,-0.5409215968102217
nudged,6,0.1,0.2,1.0,32,plus_output_rms,0.018044975702650845
nudged,6,0.1,0.2,1.0,32,plus_hidden_rms,0.014183347404468805
nudged,6,0.1,0.2,1.0,32,plusminus_output_rms,0.029408957343548536
nudged,6,0.1,0.2,1.0,32,plus_improves_fraction,1.0
nudged,6,0.1,0.2,1.0,32,minus_worsens_fraction,1.0
nudged,6,0.1,0.2,2.0,32,plus_loss_delta,-1.1694608926773071
nudged,6,0.1,0.2,2.0,32,minus_loss_delta,1.073587030172348
nudged,6,0.1,0.2,2.0,32,plusminus_target_dot,1.1203462686389685
nudged,6,0.1,0.2,2.0,32,plus_target_cos,0.7304985634982586
nudged,6,0.1,0.2,2.0,32,minus_target_cos,-0.6072468487545848
nudged,6,0.1,0.2,2.0,32,plus_output_rms,0.03007323993369937
nudged,6,0.1,0.2,2.0,32,plus_hidden_rms,0.019691780384164304
nudged,6,0.1,0.2,2.0,32,plusminus_output_rms,0.0514818299561739
nudged,6,0.1,0.2,2.0,32,plus_improves_fraction,1.0
nudged,6,0.1,0.2,2.0,32,minus_worsens_fraction,1.0
nudged,6,0.1,0.2,5.0,32,plus_loss_delta,-2.6979310512542725
nudged,6,0.1,0.2,5.0,32,minus_loss_delta,2.4397115409374237
nudged,6,0.1,0.2,5.0,32,plusminus_target_dot,2.565235212445259
nudged,6,0.1,0.2,5.0,32,plus_target_cos,0.8120055254548788
nudged,6,0.1,0.2,5.0,32,minus_target_cos,-0.6325602130964398
nudged,6,0.1,0.2,5.0,32,plus_output_rms,0.0640213203150779
nudged,6,0.1,0.2,5.0,32,plus_hidden_rms,0.03436324489302933
nudged,6,0.1,0.2,5.0,32,plusminus_output_rms,0.11154514597728848
nudged,6,0.1,0.2,5.0,32,plus_improves_fraction,1.0
nudged,6,0.1,0.2,5.0,32,minus_worsens_fraction,1.0
nudged,6,0.1,0.2,10.0,32,plus_loss_delta,-4.842199444770813
nudged,6,0.1,0.2,10.0,32,minus_loss_delta,4.714622437953949
nudged,6,0.1,0.2,10.0,32,plusminus_target_dot,4.742923438549042
nudged,6,0.1,0.2,10.0,32,plus_target_cos,0.8638217225670815
