config_id,sample_idx,stepsize,beta,phase,steps,sweeps,free_loss,plus_loss,minus_loss,plus_loss_delta,minus_loss_delta,plus_target_dot,minus_target_dot,plusminus_target_dot,plus_target_cos,minus_target_cos,plusminus_target_cos,plus_output_rms,minus_output_rms,plusminus_output_rms,plus_hidden_rms,minus_hidden_rms,plusminus_hidden_rms
1,3,0.05,0.05,nudged,800,5.0,17.590324,17.29059,18.14693,-0.29973412,0.5566063,0.15962775,-0.26444972,0.42407748,0.27239126,-0.37880707,0.50760734,0.022092676,0.026318315,0.03149563,0.030146834,0.027891777,0.028210334
1,3,0.05,0.05,nudged,1600,10.0,17.590324,17.258339,18.643486,-0.33198547,1.0531616,0.18566401,-0.49316552,0.6788295,0.22318248,-0.4548502,0.54433244,0.03136178,0.04087496,0.04701426,0.051821113,0.04913162,0.037866626
1,3,0.05,0.05,nudged,3200,20.0,17.590324,16.934227,19.617977,-0.6560974,2.0276527,0.38511962,-0.9226354,1.307755,0.27178922,-0.51511145,0.62607014,0.053419087,0.06752459,0.078747444,0.09576468,0.10029242,0.053297933
1,3,0.05,0.05,nudged,8000,50.0,17.590324,15.469577,21.515871,-2.1207476,3.9255466,1.3150574,-1.6063643,2.9214215,0.43933195,-0.45364696,0.7567694,0.112845704,0.13349319,0.14553374,0.21356869,0.20829476,0.08479364
1,3,0.05,0.05,nudged,16000,100.0,17.590324,14.313586,24.80847,-3.2767382,7.2181454,2.6864285,-2.6181011,5.3045297,0.44241554,-0.4434084,0.7302408,0.22891696,0.22259507,0.2738507,0.29980052,0.30670834,0.110211514
1,4,0.05,0.05,nudged,160,1.0,18.767712,18.67326,18.878757,-0.094451904,0.11104584,0.049438197,-0.05343475,0.10287294,0.17151651,-0.19085841,0.24007562,0.010520128,0.010218256,0.015639303,0.010901122,0.011517471,0.01316446
1,4,0.05,0.05,nudged,320,2.0,18.767712,18.636219,18.920475,-0.13149261,0.15276337,0.068818815,-0.07304696,0.14186576,0.20266432,-0.20646252,0.28864768,0.012393508,0.012912944,0.017937992,0.0153173115,0.01621479,0.016796917
1,4,0.05,0.05,nudged,800,5.0,18.767712,18.606674,19.330866,-0.16103745,0.5631542,0.09081945,-0.27157438,0.36239386,0.14604735,-0.4431862,0.42053258,0.022696009,0.022364896,0.0314518,0.029548347,0.032793347,0.025738655
1,4,0.05,0.05,nudged,1600,10.0,18.767712,18.330341,19.636065,-0.4373703,0.8683529,0.2531877,-0.4078751,0.6610627,0.22247817,-0.4105043,0.4870583,0.041535508,0.03626384,0.04953658,0.0558494,0.05858539,0.036295343
1,4,0.05,0.05,nudged,3200,20.0,18.767712,17.553528,20.452734,-1.2141838,1.6850224,0.7077539,-0.78280663,1.4905607,0.36410505,-0.5229136,0.6529919,0.07094469,0.054637257,0.083311744,0.101373,0.105699256,0.058723114
1,4,0.05,0.05,nudged,8000,50.0,18.767712,16.576235,21.804535,-2.1914768,3.0368233,1.4026788,-1.1836923,2.5863712,0.4132469,-0.333947,0.68635875,0.12388336,0.12936762,0.13753209,0.22289434,0.22121035,0.07834715
1,4,0.05,0.05,nudged,16000,100.0,18.767712,16.299686,25.602737,-2.4680252,6.835026,2.0831656,-2.3049605,4.388126,0.36898628,-0.35668296,0.69775283,0.20605251,0.23585519,0.22953124,0.32857558,0.33611643,0.093064345
1,5,0.05,0.05,nudged,160,1.0,20.705105,20.649302,20.729628,-0.0558033,0.024522781,0.030020453,-0.010883537,0.040903986,0.10134759,-0.045589637,0.12876798,0.010292836,0.008295359,0.011037964,0.010652109,0.010749676,0.013990755
1,5,0.05,0.05,nudged,320,2.0,20.705105,20.638454,20.889374,-0.06665039,0.18426895,0.037533246,-0.08915663,0.12668987,0.08993425,-0.25395468,0.26753613,0.014501812,0.012199126,0.016454726,0.014499955,0.016943304,0.018130802
1,5,0.05,0.05,nudged,800,5.0,20.705105,20.28663,21.155355,-0.4184742,0.45025063,0.21903472,-0.21368968,0.43272445,0.34389028,-0.3105665,0.5167327,0.022132186,0.023908934,0.029098913,0.030703494,0.028794166,0.026616113
1,5,0.05,0.05,nudged,1600,10.0,20.705105,20.199305,22.057648,-0.50580025,1.3525429,0.2709768,-0.63868064,0.9096574,0.31321135,-0.5119172,0.612516,0.030062556,0.04335262,0.051604994,0.052813847,0.05389314,0.03774255
1,5,0.05,0.05,nudged,3200,20.0,20.705105,19.197351,22.579107,-1.5077534,1.8740025,0.819727,-0.8495691,1.669296,0.4964098,-0.44649455,0.6811901,0.05737995,0.06611711,0.0851523,0.09516646,0.09471233,0.053172268
1,5,0.05,0.05,nudged,8000,50.0,20.705105,18.0351,24.868166,-2.670004,4.163061,1.5962768,-1.739729,3.3360057,0.48529598,-0.4624252,0.67361975,0.11429646,0.13072884,0.17208509,0.18065861,0.1816735,0.07307131
1,5,0.05,0.05,nudged,16000,100.0,20.705105,17.615791,27.212147,-3.0893135,6.507042,2.4731941,-2.385694,4.8588886,0.39884576,-0.3979652,0.64683604,0.21546885,0.2083056,0.26102015,0.3048724,0.31548524,0.10118143
1,6,0.05,0.05,nudged,160,1.0,18.684927,18.640545,18.802998,-0.044382095,0.1180706,0.024609357,-0.05739922,0.08200858,0.08183505,-0.23204416,0.1918316,0.010999811,0.009048147,0.015637359,0.010927847,0.010478918,0.013766044
1,6,0.05,0.05,nudged,320,2.0,18.684927,18.651978,19.031116,-0.032949448,0.3461895,0.021241108,-0.16858718,0.18982829,0.050327525,-0.4106451,0.3006552,0.015438172,0.015016966,0.023094924,0.015876168,0.016382491,0.0187633
1,6,0.05,0.05,nudged,800,5.0,18.684927,18.391788,19.311914,-0.2931385,0.62698746,0.15648207,-0.3012178,0.45769984,0.25707072,-0.44468543,0.50674355,0.022265697,0.024777187,0.033038232,0.028981766,0.029225115,0.028082581
1,6,0.05,0.05,nudged,1600,10.0,18.684927,18.018692,19.656288,-0.66623497,0.97136116,0.36358345,-0.45133224,0.8149157,0.34074056,-0.39835232,0.5151972,0.039030537,0.0414432,0.057858005,0.046838664,0.049326852,0.033818018
1,6,0.05,0.05,nudged,3200,20.0,18.684927,17.676243,20.527905,-1.0086842,1.8429775,0.5988227,-0.828479,1.4273019,0.31868592,-0.44437757,0.6170561,0.06873211,0.06819518,0.08460879,0.08650168,0.08782853,0.04542656
1,6,0.05,0.05,nudged,8000,50.0,18.684927,16.405205,22.353136,-2.2797222,3.668209,1.4725014,-1.4401815,2.9126828,0.4176443,-0.37536174,0.6612547,0.12896547,0.14034325,0.16111971,0.19423652,0.19926178,0.079361305
1,6,0.05,0.05,nudged,16000,100.0,18.684927,15.721174,24.55401,-2.9637527,5.8690834,2.4678366,-1.6983675,4.1662045,0.40656075,-0.24987961,0.63998836,0.22203185,0.24861374,0.2381183,0.3266297,0.32599157,0.1175592
1,7,0.05,0.05,nudged,160,1.0,14.404157,14.316429,14.563331,-0.08772755,0.15917397,0.04555511,-0.07791896,0.12347408,0.20638108,-0.35554987,0.43186122,0.00919588,0.009129956,0.011911259,0.010379162,0.010666812,0.012391874
1,7,0.05,0.05,nudged,320,2.0,14.404157,14.365079,14.586607,-0.03907776,0.1824503,0.022877343,-0.088370994,0.11124834,0.07377776,-0.30822033,0.26123098,0.012918325,0.0119446805,0.01774169,0.015518555,0.015762432,0.01670815
1,7,0.05,0.05,nudged,800,5.0,14.404157,14.43483,14.760159,0.030673027,0.35600185,-0.0055890656,-0.1654754,0.15988635,-0.0105474135,-0.27546847,0.25454062,0.022075946,0.025025778,0.026168592,0.030110355,0.027984133,0.029137395
1,7,0.05,0.05,nudged,1600,10.0,14.404157,14.22233,15.141923,-0.18182659,0.73776627,0.114628226,-0.33822653,0.45285472,0.13868254,-0.35990673,0.5016579,0.034434665,0.03915108,0.037607744,0.051640656,0.048676256,0.036003392
1,7,0.05,0.05,nudged,3200,20.0,14.404157,14.3737955,15.804028,-0.030361176,1.3998709,0.08283295,-0.606651,0.689484,0.05933395,-0.37006462,0.49688795,0.058160204,0.06829477,0.057808515,0.09144464,0.09000815,0.05125551
1,7,0.05,0.05,nudged,8000,50.0,14.404157,14.244073,17.71122,-0.16008377,3.307063,0.33916873,-1.3138951,1.6530639,0.124137044,-0.42004436,0.5868558,0.113825746,0.13031416,0.11735032,0.19585615,0.1899176,0.07311646
1,7,0.05,0.05,nudged,16000,100.0,14.404157,13.559865,19.721064,-0.8442917,5.316907,1.0845685,-1.7388953,2.8234637,0.24827361,-0.33785084,0.6089517,0.18199208,0.21442455,0.19316366,0.31866786,0.30083877,0.10187954
1,8,0.05,0.05,nudged,160,1.0,19.281548,19.07665,19.385641,-0.20489693,0.10409355,0.104378514,-0.050303705,0.15468222,0.38273078,-0.1940585,0.40479714,0.0098201195,0.009333969,0.013759479,0.0100398185,0.009034979,0.013051932
1,8,0.05,0.05,nudged,320,2.0,19.281548,19.130217,19.478058,-0.15133095,0.19651031,0.08097908,-0.095183715,0.17616278,0.17889571,-0.2765875,0.32556581,0.016299414,0.01239165,0.019483833,0.016273642,0.0150959855,0.017979693
1,8,0.05,0.05,nudged,800,5.0,19.281548,19.011341,20.051996,-0.27020645,0.7704487,0.14953488,-0.37162152,0.52115643,0.20043851,-0.5130963,0.51109314,0.026863365,0.026079604,0.036716994,0.026882006,0.025916232,0.023413355
1,8,0.05,0.05,nudged,1600,10.0,19.281548,18.722242,21.025478,-0.5593052,1.7439308,0.31401366,-0.82458544,1.138599,0.27279732,-0.6100338,0.6533107,0.04144837,0.04867218,0.06275525,0.04784627,0.049729858,0.034460608
1,8,0.05,0.05,nudged,3200,20.0,19.281548,18.129412,22.315746,-1.1521358,3.0341988,0.668961,-1.3871932,2.0561543,0.35344625,-0.6197741,0.7841808,0.06815167,0.08059397,0.09441445,0.087946214,0.08820259,0.05210889
1,8,0.05,0.05,nudged,8000,50.0,19.281548,17.469542,25.761553,-1.812006,6.4800053,1.1642705,-2.788582,3.9528527,0.36892042,-0.66835445,0.82854146,0.11363713,0.15023656,0.17178904,0.19863643,0.20055671,0.08542329
1,8,0.05,0.05,nudged,16000,100.0,19.281548,15.927986,28.24576,-3.3535614,8.964212,2.5318234,-3.4704776,6.002301,0.44091377,-0.5556394,0.8128923,0.20676583,0.22490299,0.26587886,0.32599497,0.33526638,0.09739494
1,9,0.05,0.05,nudged,160,1.0,16.761269,16.740948,16.865553,-0.020320892,0.10428429,0.012465529,-0.049795292,0.062260825,0.04484728,-0.17753921,0.1868989,0.010734731,0.010832048,0.012865441,0.01089719,0.012453691,0.013992284
1,9,0.05,0.05,nudged,320,2.0,16.761269,16.797895,17.029013,0.036626816,0.26774406,-0.014203136,-0.12914822,0.114945084,-0.038265537,-0.32454586,0.2553978,0.014334845,0.0153684085,0.017381601,0.016914409,0.016695676,0.020554079
1,9,0.05,0.05,nudged,800,5.0,16.761269,16.559294,17.367716,-0.20197487,0.6064472,0.11265249,-0.29316226,0.4058147,0.18014765,-0.5047815,0.51902163,0.024150645,0.022429582,0.03019666,0.031132085,0.029547796,0.02900247
1,9,0.05,0.05,nudged,1600,10.0,16.761269,16.327374,17.728113,-0.4338951,0.96684456,0.25008437,-0.45885095,0.7089353,0.23728278,-0.50558275,0.51168436,0.040703982,0.03505064,0.053508285,0.05212583,0.048883628,0.03858065
1,9,0.05,0.05,nudged,3200,20.0,16.761269,15.50895,18.267294,-1.2523184,1.5060253,0.6924763,-0.6786642,1.3711405,0.46443462,-0.42988303,0.63928026,0.05758334,0.060970705,0.08283372,0.09264223,0.08733874,0.04564434
1,9,0.05,0.05,nudged,8000,50.0,16.761269,15.228711,20.495987,-1.5325575,3.7347183,1.0913148,-1.540147,2.6314619,0.33061025,-0.46502814,0.6839125,0.12748243,0.12790853,0.14859805,0.18012074,0.16680509,0.076733686
1,9,0.05,0.05,nudged,16000,100.0,16.761269,13.32533,23.418234,-3.4359388,6.6569653,2.6524456,-2.3925629,5.045008,0.473908,-0.42714527,0.76149774,0.21615686,0.2163238,0.25586438,0.29200116,0.26661816,0.1100502
1,10,0.05,0.05,nudged,160,1.0,15.569174,15.556505,15.65086,-0.01266861,0.08168602,0.008866508,-0.0386609,0.047527403,0.031572074,-0.14830327,0.13398512,0.011253477,0.010446202,0.014214275,0.01106327,0.010761412,0.012851094
1,10,0.05,0.05,nudged,320,2.0,15.569174,15.611882,15.758213,0.042708397,0.18903923,-0.016107142,-0.09067967,0.07457253,-0.03984634,-0.26225904,0.15874025,0.01619822,0.013855323,0.018824741,0.017453454,0.014794686,0.01728512
1,10,0.05,0.05,nudged,800,5.0,15.569174,15.412993,16.188152,-0.15618038,0.6189785,0.090251416,-0.295449,0.38570043,0.14665769,-0.44683328,0.49658188,0.024659619,0.026495628,0.031124074,0.030582406,0.026967091,0.027425485
1,10,0.05,0.05,nudged,1600,10.0,15.569174,15.350149,16.685099,-0.21902466,1.1159248,0.13605897,-0.5177392,0.65379816,0.14964794,-0.46261668,0.51019645,0.036432892,0.044846337,0.051350363,0.04991709,0.046983358,0.03558616
1,10,0.05,0.05,nudged,3200,20.0,15.569174,15.233292,17.328913,-0.3358822,1.7597389,0.21399401,-0.7807775,0.9947716,0.17870088,-0.44448996,0.54560906,0.04798573,0.07038863,0.073059894,0.08309596,0.08499271,0.047874533
1,10,0.05,0.05,nudged,8000,50.0,15.569174,15.070086,19.94315,-0.4990883,4.3739758,0.494253,-1.7322762,2.2265291,0.17905101,-0.46036413,0.6325716,0.11061392,0.15078317,0.14104441,0.17395453,0.18965876,0.07801187
1,10,0.05,0.05,nudged,16000,100.0,15.569174,15.209565,23.34834,-0.35960865,7.7791653,0.8439285,-2.654709,3.4986377,0.18558078,-0.42811266,0.59889966,0.18222581,0.24848267,0.2340896,0.31030825,0.31067985,0.09975062
1,11,0.05,0.05,nudged,160,1.0,17.044657,17.035704,17.125427,-0.0089530945,0.08077049,0.006482194,-0.039244242,0.04572644,0.02478923,-0.19896103,0.15010104,0.010014628,0.007554118,0.011667009,0.01147178,0.009769682,0.014083332
1,11,0.05,0.05,nudged,320,2.0,17.044657,17.00973,17.270187,-0.03492737,0.22553062,0.019620541,-0.10992862,0.12954918,0.072363265,-0.35342443,0.3194,0.010384097,0.011912148,0.015533723,0.017000396,0.015205802,0.01801114
1,11,0.05,0.05,nudged,800,5.0,17.044657,17.078697,17.725674,0.03404045,0.6810169,-0.0077660615,-0.32496715,0.31720108,-0.01382565,-0.44646075,0.4102751,0.021512512,0.027876101,0.029609792,0.02959003,0.027895672,0.029125335
1,11,0.05,0.05,nudged,1600,10.0,17.044657,16.702305,18.087065,-0.3423519,1.042408,0.19080526,-0.48309726,0.6739025,0.2332537,-0.4238629,0.52032727,0.03132836,0.043650072,0.049601674,0.05005128,0.047394484,0.040193133
1,11,0.05,0.05,nudged,3200,20.0,17.044657,16.486908,18.611347,-0.5577488,1.5666904,0.34645125,-0.7001591,1.0466102,0.22826044,-0.41578075,0.578806,0.05812826,0.06449235,0.069251284,0.0934116,0.091173455,0.05867444
1,11,0.05,0.05,nudged,8000,50.0,17.044657,14.730077,21.335175,-2.31458,4.290518,1.5076537,-1.8066986,3.3143523,0.43624735,-0.5318113,0.8370335,0.13235632,0.13010801,0.15164626,0.20788638,0.20743719,0.08892908
1,11,0.05,0.05,nudged,16000,100.0,17.044657,13.588787,25.537445,-3.4558697,8.492788,2.9405134,-2.869012,5.809525,0.45736092,-0.4186933,0.8022562,0.24622943,0.26242927,0.27733415,0.35187954,0.3594272,0.09486217
1,12,0.05,0.05,nudged,160,1.0,14.955144,14.969222,15.01223,0.01407814,0.05708599,-0.003605268,-0.02661604,0.023010766,-0.011250438,-0.1108573,0.059588272,0.013102157,0.009816436,0.01578865,0.011611156,0.010484915,0.014459393
1,12,0.05,0.05,nudged,320,2.0,14.955144,14.936628,15.166622,-0.018515587,0.21147823,0.015301062,-0.101038516,0.11633957,0.035990626,-0.26948246,0.19129066,0.017382285,0.0153296115,0.024866141,0.015800579,0.015988233,0.019594887
1,12,0.05,0.05,nudged,800,5.0,14.955144,14.73984,15.348954,-0.21530437,0.39381027,0.117979586,-0.18191303,0.2998926,0.21228328,-0.2716603,0.37000248,0.022723004,0.02737867,0.033138726,0.026193716,0.031924713,0.027668374
1,12,0.05,0.05,nudged,1600,10.0,14.955144,14.852424,15.9507,-0.10272026,0.9955559,0.074347615,-0.45243627,0.5267839,0.08966303,-0.3885049,0.4317682,0.033902235,0.047614105,0.04988345,0.043267433,0.053820044,0.03927167
1,12,0.05,0.05,nudged,3200,20.0,14.955144,14.5126705,16.481102,-0.4424734,1.5259581,0.28389543,-0.6878232,0.97171855,0.20737635,-0.45876002,0.5480729,0.055972394,0.061300773,0.0724898,0.08299764,0.089293875,0.048234496
1,12,0.05,0.05,nudged,8000,50.0,14.955144,14.940305,19.204248,-0.014839172,4.2491045,0.2603839,-1.6743362,1.9347202,0.0946617,-0.4562701,0.6337479,0.11246425,0.15003596,0.124817744,0.19811867,0.20985207,0.06916681
1,12,0.05,0.05,nudged,16000,100.0,14.955144,15.087839,23.44352,0.1326952,8.488376,0.9891409,-2.806242,3.7953827,0.17604399,-0.42790136,0.65388346,0.22972682,0.26813662,0.23731758,0.32282582,0.3191593,0.07885266
1,13,0.05,0.05,nudged,160,1.0,20.955885,20.963966,21.02506,0.008081436,0.06917572,-0.0019561327,-0.032844815,0.030888692,-0.006617787,-0.12157552,0.09270284,0.010209455,0.009331204,0.011508624,0.009888926,0.011580185,0.01408114
1,13,0.05,0.05,nudged,320,2.0,20.955885,20.787107,21.068737,-0.16877747,0.1128521,0.090398386,-0.053144526,0.14354292,0.18012162,-0.14330904,0.24859874,0.01733452,0.01280861,0.01994343,0.016283551,0.018180087,0.02007586
1,13,0.05,0.05,nudged,800,5.0,20.955885,20.601643,21.341265,-0.35424232,0.3853798,0.19256091,-0.18466307,0.37722403,0.23936729,-0.31836516,0.4303479,0.027785636,0.02003418,0.030275872,0.03041858,0.03058955,0.02977645
1,13,0.05,0.05,nudged,1600,10.0,20.955885,20.272608,21.747015,-0.68327713,0.79113007,0.38055122,-0.37125668,0.7518079,0.297987,-0.36780474,0.624332,0.04410957,0.03486374,0.041591853,0.049326766,0.05384244,0.04061452
1,13,0.05,0.05,nudged,3200,20.0,20.955885,19.861021,22.572226,-1.0948639,1.6163406,0.6305032,-0.72065276,1.351156,0.33790615,-0.37628177,0.6533574,0.06444781,0.06615001,0.07142852,0.0870126,0.09228256,0.051048238
1,13,0.05,0.05,nudged,8000,50.0,20.955885,20.311892,25.108734,-0.6439934,4.152849,0.5438437,-1.7677712,2.311615,0.17835262,-0.49149773,0.66805315,0.10532018,0.12422859,0.11951474,0.18379249,0.18681715,0.07415316
1,13,0.05,0.05,nudged,16000,100.0,20.955885,21.349854,28.15959,0.39396858,7.203705,0.5072467,-2.667459,3.1747057,0.09336705,-0.4262507,0.6447456,0.1876474,0.21614721,0.1700717,0.3204995,0.32920364,0.09879076
1,14,0.05,0.05,nudged,160,1.0,15.779215,15.688516,15.929014,-0.090699196,0.14979935,0.04805258,-0.073303446,0.12135603,0.16453484,-0.3266317,0.28330693,0.011624818,0.008932918,0.01705028,0.011870408,0.010112033,0.013068807
1,14,0.05,0.05,nudged,320,2.0,15.779215,15.7181635,15.958859,-0.06105137,0.17964458,0.03617784,-0.08596961,0.122147456,0.08566223,-0.24654256,0.22694881,0.016810497,0.01387971,0.021423172,0.014839514,0.015284858,0.01820826
1,14,0.05,0.05,nudged,800,5.0,15.779215,15.638367,16.416395,-0.14084816,0.6371803,0.07988714,-0.30395272,0.38383988,0.14618728,-0.4472282,0.4446143,0.021751767,0.0270523,0.03436323,0.028679356,0.026962072,0.024236348
1,14,0.05,0.05,nudged,1600,10.0,15.779215,15.624129,16.929941,-0.15508556,1.1507263,0.10566211,-0.5412847,0.6469468,0.112165466,-0.5219483,0.4794135,0.037496213,0.04127866,0.05371377,0.050917257,0.04613869,0.035394743
1,14,0.05,0.05,nudged,3200,20.0,15.779215,15.259552,18.205194,-0.51966286,2.4259796,0.32694894,-1.0975368,1.4244857,0.22464873,-0.57498854,0.7375472,0.057929963,0.07597789,0.07687684,0.0875065,0.081842035,0.047941048
1,14,0.05,0.05,nudged,8000,50.0,15.779215,15.221092,19.968012,-0.55812263,4.188797,0.5285,-1.737256,2.2657561,0.18836747,-0.5174716,0.6327673,0.111677684,0.13363019,0.14252676,0.18856333,0.18018332,0.08613708
1,14,0.05,0.05,nudged,16000,100.0,15.779215,14.776763,22.865957,-1.0024519,7.0867424,1.4301767,-2.4927807,3.9229574,0.26414096,-0.43292195,0.64877295,0.21551688,0.22919321,0.24068451,0.32726496,0.33524263,0.1183702
1,15,0.05,0.05,nudged,160,1.0,12.911413,12.901812,13.031681,-0.009601593,0.12026787,0.0061112433,-0.058523845,0.06463508,0.03323344,-0.2870371,0.2729955,0.008091656,0.008971765,0.010418278,0.009888427,0.009504294,0.011289463
1,15,0.05,0.05,nudged,320,2.0,12.911413,12.95107,13.196335,0.03965664,0.28492165,-0.015805725,-0.13916168,0.12335593,-0.049037296,-0.4767698,0.3667923,0.014183096,0.012843815,0.014798678,0.015452878,0.013640943,0.016563807
1,15,0.05,0.05,nudged,800,5.0,12.911413,12.848898,13.44138,-0.06251526,0.52996635,0.04344613,-0.25443855,0.2978847,0.0774426,-0.4876129,0.38650578,0.0246862,0.022961004,0.033913713,0.029706502,0.028254123,0.02717045
1,15,0.05,0.05,nudged,1600,10.0,12.911413,12.670827,14.09861,-0.24058628,1.1871967,0.15536277,-0.55435455,0.70971733,0.1632604,-0.550681,0.48367995,0.041874457,0.044296626,0.06456698,0.04814498,0.04922098,0.03398521
1,15,0.05,0.05,nudged,3200,20.0,12.911413,12.421626,14.732432,-0.4897871,1.8210192,0.3287562,-0.8088412,1.1375974,0.22340195,-0.49919304,0.58252054,0.06475452,0.071298085,0.0859331,0.08873257,0.0899386,0.052003626
1,15,0.05,0.05,nudged,8000,50.0,12.911413,12.420777,18.147823,-0.49063587,5.23641,0.45733267,-2.0882292,2.5455618,0.19545484,-0.56447923,0.69223803,0.10296008,0.1627846,0.16181222,0.17306085,0.17675109,0.07613676
1,15,0.05,0.05,nudged,16000,100.0,12.911413,12.164936,22.672394,-0.7464771,9.760981,1.0528646,-3.168191,4.2210555,0.25132498,-0.4764524,0.7086148,0.18434013,0.29260042,0.26211625,0.2787984,0.27337086,0.111601025
1,16,0.05,0.05,nudged,160,1.0,15.160304,15.126253,15.2948675,-0.03405094,0.13456345,0.01857806,-0.06524509,0.08382315,0.08561924,-0.26253614,0.26071614,0.008811401,0.010091943,0.01305606,0.009962337,0.011715311,0.013524159
1,16,0.05,0.05,nudged,320,2.0,15.160304,15.053373,15.506388,-0.10693073,0.34608364,0.058226623,-0.16831508,0.22654173,0.15324609,-0.44461885,0.42043746,0.015429371,0.015372738,0.021880783,0.013890587,0.017136522,0.017795144
1,16,0.05,0.05,nudged,800,5.0,15.160304,14.826076,15.786879,-0.33422852,0.6265745,0.1832293,-0.3005098,0.48373914,0.26212332,-0.4828044,0.49717775,0.028386073,0.025275717,0.039510775,0.030569153,0.031581257,0.027084753
1,16,0.05,0.05,nudged,1600,10.0,15.160304,14.724413,16.082691,-0.43589115,0.9223871,0.25196868,-0.43153107,0.6834997,0.24807754,-0.45503262,0.50670105,0.041245364,0.03851107,0.05477754,0.057471097,0.05498515,0.037639827
