kind,config_id,stepsize,beta,sweeps,nsamples,metric,value
free,11,0.5,0.1,1.0,32,state_rms_to_final,0.4038360891863704
free,11,0.5,0.1,1.0,32,hidden_rms_to_final,0.995239770039916
free,11,0.5,0.1,1.0,32,output_rms_to_final,0.9339527040719986
free,11,0.5,0.1,1.0,32,output_mse_to_target,15.625754535198212
free,11,0.5,0.1,1.0,32,score_margin,0.6220835717394948
free,11,0.5,0.1,2.0,32,state_rms_to_final,0.3890152806416154
free,11,0.5,0.1,2.0,32,hidden_rms_to_final,0.9503500387072563
free,11,0.5,0.1,2.0,32,output_rms_to_final,0.9258762262761593
free,11,0.5,0.1,2.0,32,output_mse_to_target,15.630461007356644
free,11,0.5,0.1,2.0,32,score_margin,0.6224696263670921
free,11,0.5,0.1,5.0,32,state_rms_to_final,0.3493640888482332
free,11,0.5,0.1,5.0,32,hidden_rms_to_final,0.8313011415302753
free,11,0.5,0.1,5.0,32,output_rms_to_final,0.8962610512971878
free,11,0.5,0.1,5.0,32,output_mse_to_target,15.859974145889282
free,11,0.5,0.1,5.0,32,score_margin,0.6850572936236858
free,11,0.5,0.1,10.0,32,state_rms_to_final,0.2963458877056837
free,11,0.5,0.1,10.0,32,hidden_rms_to_final,0.67458226531744
free,11,0.5,0.1,10.0,32,output_rms_to_final,0.8386367205530405
free,11,0.5,0.1,10.0,32,output_mse_to_target,16.79109787940979
free,11,0.5,0.1,10.0,32,score_margin,0.7435563430190086
free,11,0.5,0.1,20.0,32,state_rms_to_final,0.225585853215307
free,11,0.5,0.1,20.0,32,hidden_rms_to_final,0.481993873603642
free,11,0.5,0.1,20.0,32,output_rms_to_final,0.7064845655113459
free,11,0.5,0.1,20.0,32,output_mse_to_target,19.06015095114708
free,11,0.5,0.1,20.0,32,score_margin,0.7290649618953466
free,11,0.5,0.1,50.0,32,state_rms_to_final,0.11112725827842951
free,11,0.5,0.1,50.0,32,hidden_rms_to_final,0.22519382275640965
free,11,0.5,0.1,50.0,32,output_rms_to_final,0.3687788676470518
free,11,0.5,0.1,50.0,32,output_mse_to_target,27.56971561908722
free,11,0.5,0.1,50.0,32,score_margin,0.7735737152397633
free,11,0.5,0.1,100.0,32,state_rms_to_final,0.0
free,11,0.5,0.1,100.0,32,hidden_rms_to_final,0.0
free,11,0.5,0.1,100.0,32,output_rms_to_final,0.0
free,11,0.5,0.1,100.0,32,output_mse_to_target,33.58341509103775
free,11,0.5,0.1,100.0,32,score_margin,0.6110141668468714
nudged,11,0.5,0.1,1.0,32,plus_loss_delta,-1.4863762259483337
nudged,11,0.5,0.1,1.0,32,minus_loss_delta,0.6599605083465576
nudged,11,0.5,0.1,1.0,32,plusminus_target_dot,1.076893825083971
nudged,11,0.5,0.1,1.0,32,plus_target_cos,0.5658774729818106
nudged,11,0.5,0.1,1.0,32,minus_target_cos,-0.24022216477897018
nudged,11,0.5,0.1,1.0,32,plus_output_rms,0.03690780617762357
nudged,11,0.5,0.1,1.0,32,plus_hidden_rms,0.027556787885259837
nudged,11,0.5,0.1,1.0,32,plusminus_output_rms,0.053490420687012374
nudged,11,0.5,0.1,1.0,32,plus_improves_fraction,1.0
nudged,11,0.5,0.1,1.0,32,minus_worsens_fraction,1.0
nudged,11,0.5,0.1,2.0,32,plus_loss_delta,-2.8098519444465637
