kind,config_id,stepsize,beta,sweeps,nsamples,metric,value
free,4,0.1,0.05,1.0,32,state_rms_to_final,0.2954046307131648
free,4,0.1,0.05,1.0,32,hidden_rms_to_final,0.7997839841991663
free,4,0.1,0.05,1.0,32,output_rms_to_final,0.3726848317310214
free,4,0.1,0.05,1.0,32,output_mse_to_target,15.543273776769638
free,4,0.1,0.05,1.0,32,score_margin,0.5622885972261429
free,4,0.1,0.05,2.0,32,state_rms_to_final,0.2909171134233475
free,4,0.1,0.05,2.0,32,hidden_rms_to_final,0.7873163912445307
free,4,0.1,0.05,2.0,32,output_rms_to_final,0.3690725062042475
free,4,0.1,0.05,2.0,32,output_mse_to_target,15.526621401309967
free,4,0.1,0.05,2.0,32,score_margin,0.5614248085767031
free,4,0.1,0.05,5.0,32,state_rms_to_final,0.2783156163059175
free,4,0.1,0.05,5.0,32,hidden_rms_to_final,0.7521693129092455
free,4,0.1,0.05,5.0,32,output_rms_to_final,0.3596477573737502
free,4,0.1,0.05,5.0,32,output_mse_to_target,15.541582226753235
free,4,0.1,0.05,5.0,32,score_margin,0.5575595665723085
free,4,0.1,0.05,10.0,32,state_rms_to_final,0.25773943588137627
free,4,0.1,0.05,10.0,32,hidden_rms_to_final,0.6948117148131132
free,4,0.1,0.05,10.0,32,output_rms_to_final,0.34390480257570744
free,4,0.1,0.05,10.0,32,output_mse_to_target,15.622420936822891
free,4,0.1,0.05,10.0,32,score_margin,0.5231067761778831
free,4,0.1,0.05,20.0,32,state_rms_to_final,0.21898782206699252
free,4,0.1,0.05,20.0,32,hidden_rms_to_final,0.586969081312418
free,4,0.1,0.05,20.0,32,output_rms_to_final,0.3118074187077582
free,4,0.1,0.05,20.0,32,output_mse_to_target,15.739347845315933
free,4,0.1,0.05,20.0,32,score_margin,0.5552271492779255
free,4,0.1,0.05,50.0,32,state_rms_to_final,0.12087962194345891
free,4,0.1,0.05,50.0,32,hidden_rms_to_final,0.31634121015667915
free,4,0.1,0.05,50.0,32,output_rms_to_final,0.21027078945189714
free,4,0.1,0.05,50.0,32,output_mse_to_target,16.644619584083557
free,4,0.1,0.05,50.0,32,score_margin,0.5225553922355175
free,4,0.1,0.05,100.0,32,state_rms_to_final,0.0
free,4,0.1,0.05,100.0,32,hidden_rms_to_final,0.0
free,4,0.1,0.05,100.0,32,output_rms_to_final,0.0
free,4,0.1,0.05,100.0,32,output_mse_to_target,19.06429722905159
free,4,0.1,0.05,100.0,32,score_margin,0.5535624474287033
nudged,4,0.1,0.05,1.0,32,plus_loss_delta,-0.05623745918273926
nudged,4,0.1,0.05,1.0,32,minus_loss_delta,0.22282075881958008
nudged,4,0.1,0.05,1.0,32,plusminus_target_dot,0.139477214863291
nudged,4,0.1,0.05,1.0,32,plus_target_cos,0.07997880355833331
nudged,4,0.1,0.05,1.0,32,minus_target_cos,-0.2600842886022292
nudged,4,0.1,0.05,1.0,32,plus_output_rms,0.014471607748419046
nudged,4,0.1,0.05,1.0,32,plus_hidden_rms,0.0137570523947943
nudged,4,0.1,0.05,1.0,32,plusminus_output_rms,0.01994693241431378
nudged,4,0.1,0.05,1.0,32,plus_improves_fraction,0.65625
nudged,4,0.1,0.05,1.0,32,minus_worsens_fraction,1.0
nudged,4,0.1,0.05,2.0,32,plus_loss_delta,-0.1342167854309082
nudged,4,0.1,0.05,2.0,32,minus_loss_delta,0.4072437882423401
nudged,4,0.1,0.05,2.0,32,plusminus_target_dot,0.2695432953769341
nudged,4,0.1,0.05,2.0,32,plus_target_cos,0.13248807164927712
nudged,4,0.1,0.05,2.0,32,minus_target_cos,-0.30715988448355347
nudged,4,0.1,0.05,2.0,32,plus_output_rms,0.020761873049195856
nudged,4,0.1,0.05,2.0,32,plus_hidden_rms,0.018915860331617296
nudged,4,0.1,0.05,2.0,32,plusminus_output_rms,0.028789839358069003
nudged,4,0.1,0.05,2.0,32,plus_improves_fraction,0.8125
nudged,4,0.1,0.05,2.0,32,minus_worsens_fraction,0.96875
nudged,4,0.1,0.05,5.0,32,plus_loss_delta,-0.33800482749938965
nudged,4,0.1,0.05,5.0,32,minus_loss_delta,0.8885515928268433
nudged,4,0.1,0.05,5.0,32,plusminus_target_dot,0.6077146527823061
nudged,4,0.1,0.05,5.0,32,plus_target_cos,0.19714218119042926
nudged,4,0.1,0.05,5.0,32,minus_target_cos,-0.37493951292708516
nudged,4,0.1,0.05,5.0,32,plus_output_rms,0.03595797542948276
nudged,4,0.1,0.05,5.0,32,plus_hidden_rms,0.03358530590776354
nudged,4,0.1,0.05,5.0,32,plusminus_output_rms,0.04787815851159394
nudged,4,0.1,0.05,5.0,32,plus_improves_fraction,0.84375
nudged,4,0.1,0.05,5.0,32,minus_worsens_fraction,1.0
nudged,4,0.1,0.05,10.0,32,plus_loss_delta,-0.6074821949005127
nudged,4,0.1,0.05,10.0,32,minus_loss_delta,1.7693314254283905
nudged,4,0.1,0.05,10.0,32,plusminus_target_dot,1.1647822987288237
nudged,4,0.1,0.05,10.0,32,plus_target_cos,0.22915459051728249
nudged,4,0.1,0.05,10.0,32,minus_target_cos,-0.4249714086763561
nudged,4,0.1,0.05,10.0,32,plus_output_rms,0.057537655578926206
nudged,4,0.1,0.05,10.0,32,plus_hidden_rms,0.057192709180526435
nudged,4,0.1,0.05,10.0,32,plusminus_output_rms,0.07573997566942126
nudged,4,0.1,0.05,10.0,32,plus_improves_fraction,0.9375
nudged,4,0.1,0.05,10.0,32,minus_worsens_fraction,1.0
nudged,4,0.1,0.05,20.0,32,plus_loss_delta,-1.0824731588363647
nudged,4,0.1,0.05,20.0,32,minus_loss_delta,3.2556635439395905
nudged,4,0.1,0.05,20.0,32,plusminus_target_dot,2.0764854960143566
nudged,4,0.1,0.05,20.0,32,plus_target_cos,0.27190256799804047
nudged,4,0.1,0.05,20.0,32,minus_target_cos,-0.41625122679397464
nudged,4,0.1,0.05,20.0,32,plus_output_rms,0.09487671521492302
nudged,4,0.1,0.05,20.0,32,plus_hidden_rms,0.09748694393783808
nudged,4,0.1,0.05,20.0,32,plusminus_output_rms,0.11881997180171311
nudged,4,0.1,0.05,20.0,32,plus_improves_fraction,0.96875
nudged,4,0.1,0.05,20.0,32,minus_worsens_fraction,1.0
nudged,4,0.1,0.05,50.0,32,plus_loss_delta,-1.8099764585494995
nudged,4,0.1,0.05,50.0,32,minus_loss_delta,7.36809429526329
nudged,4,0.1,0.05,50.0,32,plusminus_target_dot,4.154646702110767
nudged,4,0.1,0.05,50.0,32,plus_target_cos,0.3096762269269675
nudged,4,0.1,0.05,50.0,32,minus_target_cos,-0.362267489079386
nudged,4,0.1,0.05,50.0,32,plus_output_rms,0.1970685049891472
nudged,4,0.1,0.05,50.0,32,plus_hidden_rms,0.18882788065820932
nudged,4,0.1,0.05,50.0,32,plusminus_output_rms,0.2316943691112101
nudged,4,0.1,0.05,50.0,32,plus_improves_fraction,0.9375
nudged,4,0.1,0.05,50.0,32,minus_worsens_fraction,1.0
nudged,4,0.1,0.05,100.0,32,plus_loss_delta,-1.8794508278369904
nudged,4,0.1,0.05,100.0,32,minus_loss_delta,12.517192333936691
nudged,4,0.1,0.05,100.0,32,plusminus_target_dot,6.29400061070919
nudged,4,0.1,0.05,100.0,32,plus_target_cos,0.34525698190554976
nudged,4,0.1,0.05,100.0,32,minus_target_cos,-0.28089114162139595
nudged,4,0.1,0.05,100.0,32,plus_output_rms,0.3365019313059747
nudged,4,0.1,0.05,100.0,32,plus_hidden_rms,0.28419501800090075
nudged,4,0.1,0.05,100.0,32,plusminus_output_rms,0.3626455878838897
nudged,4,0.1,0.05,100.0,32,plus_improves_fraction,0.8125
nudged,4,0.1,0.05,100.0,32,minus_worsens_fraction,1.0
