kind,config_id,stepsize,beta,sweeps,nsamples,metric,value
free,1,0.05,0.05,1.0,32,state_rms_to_final,0.19475257210433483
free,1,0.05,0.05,1.0,32,hidden_rms_to_final,0.5347685143351555
free,1,0.05,0.05,1.0,32,output_rms_to_final,0.19184963358566165
free,1,0.05,0.05,1.0,32,output_mse_to_target,15.707146406173706
free,1,0.05,0.05,1.0,32,score_margin,0.6096578352153301
free,1,0.05,0.05,2.0,32,state_rms_to_final,0.192501206882298
free,1,0.05,0.05,2.0,32,hidden_rms_to_final,0.528514844365418
free,1,0.05,0.05,2.0,32,output_rms_to_final,0.19020325457677245
free,1,0.05,0.05,2.0,32,output_mse_to_target,15.703991383314133
free,1,0.05,0.05,2.0,32,score_margin,0.6054368894547224
free,1,0.05,0.05,5.0,32,state_rms_to_final,0.1860525286756456
free,1,0.05,0.05,5.0,32,hidden_rms_to_final,0.5105824368074536
free,1,0.05,0.05,5.0,32,output_rms_to_final,0.18566056014969945
free,1,0.05,0.05,5.0,32,output_mse_to_target,15.70070630311966
free,1,0.05,0.05,5.0,32,score_margin,0.6138780079782009
free,1,0.05,0.05,10.0,32,state_rms_to_final,0.17531958688050508
free,1,0.05,0.05,10.0,32,hidden_rms_to_final,0.48077893629670143
free,1,0.05,0.05,10.0,32,output_rms_to_final,0.17780161323025823
free,1,0.05,0.05,10.0,32,output_mse_to_target,15.727741688489914
free,1,0.05,0.05,10.0,32,score_margin,0.6033273935317993
free,1,0.05,0.05,20.0,32,state_rms_to_final,0.15406393399462104
free,1,0.05,0.05,20.0,32,hidden_rms_to_final,0.4217817513272166
free,1,0.05,0.05,20.0,32,output_rms_to_final,0.1617907015606761
free,1,0.05,0.05,20.0,32,output_mse_to_target,15.840094774961472
free,1,0.05,0.05,20.0,32,score_margin,0.6119337230920792
free,1,0.05,0.05,50.0,32,state_rms_to_final,0.09428876149468124
free,1,0.05,0.05,50.0,32,hidden_rms_to_final,0.2564198602922261
free,1,0.05,0.05,50.0,32,output_rms_to_final,0.11127510364167392
free,1,0.05,0.05,50.0,32,output_mse_to_target,16.070004999637604
free,1,0.05,0.05,50.0,32,score_margin,0.5824452005326748
free,1,0.05,0.05,100.0,32,state_rms_to_final,0.0
free,1,0.05,0.05,100.0,32,hidden_rms_to_final,0.0
free,1,0.05,0.05,100.0,32,output_rms_to_final,0.0
free,1,0.05,0.05,100.0,32,output_mse_to_target,17.012835085392
free,1,0.05,0.05,100.0,32,score_margin,0.5765180289745331
nudged,1,0.05,0.05,1.0,32,plus_loss_delta,-0.04422497749328613
nudged,1,0.05,0.05,1.0,32,minus_loss_delta,0.10661029815673828
nudged,1,0.05,0.05,1.0,32,plusminus_target_dot,0.07555473105458077
nudged,1,0.05,0.05,1.0,32,plus_target_cos,0.09394307637558086
