kind,config_id,stepsize,beta,sweeps,nsamples,metric,value
free,3,0.05,0.2,1.0,32,state_rms_to_final,0.18278034590184689
free,3,0.05,0.2,1.0,32,hidden_rms_to_final,0.4997277529910207
free,3,0.05,0.2,1.0,32,output_rms_to_final,0.19680438842624426
free,3,0.05,0.2,1.0,32,output_mse_to_target,14.8493532538414
free,3,0.05,0.2,1.0,32,score_margin,0.5152595434337854
free,3,0.05,0.2,2.0,32,state_rms_to_final,0.18076525721699
free,3,0.05,0.2,2.0,32,hidden_rms_to_final,0.49416439421474934
free,3,0.05,0.2,2.0,32,output_rms_to_final,0.19503754749894142
free,3,0.05,0.2,2.0,32,output_mse_to_target,14.848400205373764
free,3,0.05,0.2,2.0,32,score_margin,0.52034692466259
free,3,0.05,0.2,5.0,32,state_rms_to_final,0.17461928352713585
free,3,0.05,0.2,5.0,32,hidden_rms_to_final,0.47716838400810957
free,3,0.05,0.2,5.0,32,output_rms_to_final,0.1898645218461752
free,3,0.05,0.2,5.0,32,output_mse_to_target,14.847577005624771
free,3,0.05,0.2,5.0,32,score_margin,0.5246376283466816
free,3,0.05,0.2,10.0,32,state_rms_to_final,0.16471120109781623
free,3,0.05,0.2,10.0,32,hidden_rms_to_final,0.44975724164396524
free,3,0.05,0.2,10.0,32,output_rms_to_final,0.18157193483784795
free,3,0.05,0.2,10.0,32,output_mse_to_target,14.897436380386353
free,3,0.05,0.2,10.0,32,score_margin,0.5165769150480628
free,3,0.05,0.2,20.0,32,state_rms_to_final,0.1449227393604815
free,3,0.05,0.2,20.0,32,hidden_rms_to_final,0.39498944766819477
free,3,0.05,0.2,20.0,32,output_rms_to_final,0.16512683406472206
free,3,0.05,0.2,20.0,32,output_mse_to_target,14.885081142187119
free,3,0.05,0.2,20.0,32,score_margin,0.4991282457485795
free,3,0.05,0.2,50.0,32,state_rms_to_final,0.08885360509157181
free,3,0.05,0.2,50.0,32,hidden_rms_to_final,0.24034584406763315
free,3,0.05,0.2,50.0,32,output_rms_to_final,0.11329874699003994
free,3,0.05,0.2,50.0,32,output_mse_to_target,15.065072506666183
free,3,0.05,0.2,50.0,32,score_margin,0.486056094057858
free,3,0.05,0.2,100.0,32,state_rms_to_final,0.0
free,3,0.05,0.2,100.0,32,hidden_rms_to_final,0.0
free,3,0.05,0.2,100.0,32,output_rms_to_final,0.0
free,3,0.05,0.2,100.0,32,output_mse_to_target,15.939669877290726
free,3,0.05,0.2,100.0,32,score_margin,0.48077938705682755
nudged,3,0.05,0.2,1.0,32,plus_loss_delta,-0.277009516954422
nudged,3,0.05,0.2,1.0,32,minus_loss_delta,0.293548583984375
nudged,3,0.05,0.2,1.0,32,plusminus_target_dot,0.28514767810702324
nudged,3,0.05,0.2,1.0,32,plus_target_cos,0.4828169890679419
nudged,3,0.05,0.2,1.0,32,minus_target_cos,-0.48017049999907613
nudged,3,0.05,0.2,1.0,32,plus_output_rms,0.011557994963368401
nudged,3,0.05,0.2,1.0,32,plus_hidden_rms,0.010313796083210036
nudged,3,0.05,0.2,1.0,32,plusminus_output_rms,0.01824222123832442
nudged,3,0.05,0.2,1.0,32,plus_improves_fraction,1.0
nudged,3,0.05,0.2,1.0,32,minus_worsens_fraction,1.0
