epoch,mse,output_mse,spin_score_mse,accuracy,all_correct,min_margin,mean_margin,scores,spin_scores,predictions,outputs
4000,0.8134765625,0.763296073650069,0.7623598945751314,0.5,false,-0.0625,0.109375,0.0|0.25|-0.0625|-0.25,-0.087|0.2167|-0.0223|-0.2535,1.0|1.0|-1.0|-1.0,-0.0771|-0.0966|-0.0589|-0.1156|0.2518|0.2323|0.1585|0.2241|-0.0549|-0.0613|-0.0246|0.0516|-0.2476|-0.2642|-0.2459|-0.2561
4025,1.08203125,1.010154154292499,1.0097972729242848,0.25,false,-0.1875,-0.03125,0.0625|-0.1875|0.1875|0.0625,0.0296|-0.1239|0.1992|0.0366,1.0|-1.0|1.0|1.0,0.0474|0.0494|-0.0025|0.0243|-0.1268|-0.1295|-0.1364|-0.1029|0.1852|0.1723|0.2335|0.2056|0.0353|0.0205|0.0648|0.0259
4050,1.091796875,1.0344543747996418,1.0326312471114858,0.5,false,-0.25,-0.03125,-0.1875|-0.25|-0.125|-0.0625,-0.163|-0.1724|-0.0972|-0.0771,-1.0|-1.0|-1.0|-1.0,-0.1571|-0.1916|-0.1026|-0.2007|-0.172|-0.0771|-0.2242|-0.2161|-0.1197|-0.1619|-0.0513|-0.0559|-0.0681|-0.1052|-0.0672|-0.0681
4075,0.771484375,0.7951686761010982,0.7930227635449844,1.0,true,0.0625,0.125,-0.125|0.25|0.0625|-0.0625,-0.0432|0.2675|0.0765|-0.0687,-1.0|1.0|1.0|-1.0,-0.0403|-0.0242|-0.0729|-0.0353|0.3115|0.2429|0.2411|0.2745|0.0028|-0.0182|0.1453|0.1762|-0.0906|-0.0604|-0.0627|-0.0611
4100,0.8251953125,0.8442785103242179,0.8439714360233624,0.75,false,-0.125,0.109375,0.125|0.125|0.375|-0.0625,0.1157|0.1061|0.364|-0.0369,1.0|1.0|1.0|-1.0,0.0973|0.1125|0.131|0.1219|0.1014|0.1028|0.1106|0.1097|0.3233|0.3652|0.3904|0.3772|-0.0721|-0.0205|-0.025|-0.0298
4125,0.9501953125,0.9536394514594195,0.9528903169273047,0.5,false,-0.25,0.046875,0.0|0.125|-0.25|-0.3125,0.0379|0.1119|-0.2189|-0.3219,1.0|1.0|-1.0|-1.0,-0.0028|0.0379|0.0173|0.0992|0.1226|0.1197|0.1096|0.0955|-0.2516|-0.2535|-0.1665|-0.2039|-0.336|-0.3073|-0.327|-0.3174
4150,0.685546875,0.7775747266214942,0.7764410162375607,0.75,false,-0.0625,0.1875,-0.1875|-0.0625|0.25|-0.375,-0.1204|-0.1261|0.2048|-0.343,-1.0|-1.0|1.0|-1.0,-0.1284|-0.1217|-0.041|-0.1904|-0.1172|-0.1529|-0.1165|-0.1176|0.2408|0.2268|0.199|0.1525|-0.3418|-0.3688|-0.3447|-0.3169
4175,0.71484375,0.7398739210940593,0.7389898781139459,1.0,true,0.0625,0.15625,-0.1875|0.1875|0.1875|-0.0625,-0.1993|0.1448|0.185|-0.0412,-1.0|1.0|1.0|-1.0,-0.1687|-0.1902|-0.2292|-0.209|0.1257|0.1281|0.1371|0.1885|0.1771|0.1167|0.2085|0.238|-0.0601|-0.0576|-0.0138|-0.0332
4200,0.76953125,0.7653147385881574,0.7641566981116064,1.0,true,0.0625,0.125,-0.1875|0.0625|0.1875|-0.0625,-0.1645|0.0426|0.2423|-0.0684,-1.0|1.0|1.0|-1.0,-0.1223|-0.1851|-0.1384|-0.2122|0.0585|0.0682|-0.0176|0.0613|0.1951|0.2138|0.2481|0.3121|-0.062|-0.0623|-0.0611|-0.0884
4225,0.431640625,0.47834544573114185,0.4777929011353803,1.0,true,0.3125,0.34375,-0.375|0.375|0.3125|-0.3125,-0.3583|0.3815|0.2694|-0.2364,-1.0|1.0|1.0|-1.0,-0.3744|-0.368|-0.3371|-0.3537|0.4054|0.3514|0.3604|0.4088|0.3037|0.2371|0.2831|0.2535|-0.2618|-0.2499|-0.2405|-0.1935
4250,0.826171875,0.8523302917647124,0.8510184856764663,1.0,true,0.0,0.09375,-0.125|0.1875|0.0|-0.0625,-0.0912|0.1471|0.0311|-0.0451,-1.0|1.0|1.0|-1.0,-0.126|-0.0184|-0.1149|-0.1054|0.1238|0.1592|0.1904|0.115|0.0023|-0.0324|0.0617|0.0927|-0.0565|-0.0556|-0.0391|-0.0292
4275,0.916015625,0.9087590536084005,0.9074886255030017,0.5,false,-0.1875,0.0625,0.0625|0.25|-0.1875|-0.25,0.0122|0.2067|-0.183|-0.2406,1.0|1.0|-1.0|-1.0,0.0247|0.0191|0.0068|-0.0019|0.2554|0.1948|0.2023|0.1741|-0.2436|-0.2231|-0.1791|-0.0861|-0.2345|-0.2116|-0.2504|-0.266
4300,0.845703125,0.8143153347314938,0.8131557602438321,0.75,false,-0.125,0.09375,0.125|0.0625|0.125|-0.3125,0.1071|0.0715|0.1515|-0.333,1.0|1.0|1.0|-1.0,0.077|0.1203|0.1219|0.1092|0.0325|0.1045|0.0529|0.0962|0.0884|0.1259|0.167|0.2248|-0.3104|-0.3006|-0.3739|-0.3472
4325,0.771484375,0.7964230796584892,0.7951061599589225,1.0,true,0.0625,0.125,-0.0625|0.25|0.125|-0.0625,-0.0388|0.2692|0.0858|-0.0583,-1.0|1.0|1.0|-1.0,-0.0412|-0.0546|0.0086|-0.068|0.2195|0.3298|0.2546|0.2731|0.0076|0.1344|0.0802|0.121|-0.0433|-0.0511|-0.0464|-0.0925
4350,0.8583984375,0.8691502382325652,0.8682288678143127,0.75,false,-0.0625,0.078125,-0.1875|0.125|-0.0625|-0.0625,-0.1504|0.0878|-0.0401|-0.0851,-1.0|1.0|-1.0|-1.0,-0.1088|-0.1946|-0.1732|-0.1249|0.1189|0.1242|0.0318|0.0762|-0.0545|-0.0686|-0.0474|0.0102|-0.0736|-0.0808|-0.078|-0.1079
4375,1.1162109375,1.0771114370980799,1.075947043447861,0.25,false,-0.1875,-0.046875,0.0625|-0.125|0.1875|0.1875,0.0397|-0.1221|0.2505|0.1841,1.0|-1.0|1.0|1.0,0.0371|0.0618|0.0498|0.01|-0.0927|-0.1345|-0.1499|-0.1112|0.21|0.1852|0.3341|0.2728|0.1636|0.1672|0.1876|0.2179
4400,1.154296875,1.1471569954414205,1.146007012356209,0.5,false,-0.25,-0.0625,-0.125|-0.1875|0.0625|0.25,-0.1406|-0.1728|0.0344|0.24,-1.0|-1.0|1.0|1.0,-0.1247|-0.1227|-0.1387|-0.1765|-0.163|-0.19|-0.1808|-0.1576|-0.0395|0.0101|0.0828|0.0842|0.2861|0.2515|0.1881|0.2343
4425,0.7783203125,0.7867512632953554,0.7860150778508486,0.75,false,-0.125,0.140625,-0.125|0.125|-0.125|-0.4375,-0.1341|0.106|-0.121|-0.4182,-1.0|1.0|-1.0|-1.0,-0.1138|-0.1741|-0.1568|-0.0917|0.0792|0.0951|0.1009|0.1488|-0.1343|-0.1565|-0.0795|-0.1136|-0.4451|-0.417|-0.4209|-0.3898
4450,0.96484375,0.9655066387246201,0.9645008049700067,0.5,false,-0.125,0.03125,0.125|0.125|0.25|0.125,0.1437|0.1753|0.2157|0.1201,1.0|1.0|1.0|1.0,0.0965|0.1639|0.1583|0.1562|0.1017|0.1725|0.1997|0.2273|0.2077|0.1915|0.2481|0.2153|0.1505|0.1352|0.0819|0.1128
4475,0.8056640625,0.7925909730567532,0.7923007660333464,0.75,false,-0.0,0.109375,-0.1875|0.0|0.25|0.0,-0.1843|-0.03|0.2688|-0.0469,-1.0|1.0|1.0|1.0,-0.1866|-0.1848|-0.1873|-0.1786|-0.0262|-0.0649|-0.011|-0.0178|0.2578|0.245|0.2848|0.2876|-0.0755|-0.0476|-0.0198|-0.0449
4500,0.751953125,0.7557097883185778,0.7549345601289861,0.5,false,-0.0625,0.15625,0.0|-0.0625|0.4375|-0.25,-0.013|-0.0598|0.4443|-0.2166,1.0|-1.0|1.0|-1.0,0.0004|-0.0147|-0.0425|0.0048|-0.08|-0.0176|-0.0566|-0.0848|0.4543|0.3888|0.4694|0.4649|-0.2693|-0.2088|-0.2021|-0.1862
4525,1.23046875,1.1691883586542313,1.1687081869820513,0.25,false,-0.375,-0.09375,0.125|0.125|-0.375|0.0,0.0732|0.1119|-0.3639|-0.065,1.0|1.0|-1.0|1.0,0.0899|0.081|0.0801|0.0416|0.0845|0.1132|0.1281|0.1217|-0.3955|-0.3953|-0.3499|-0.3149|-0.0551|-0.0583|-0.0861|-0.0607
4550,0.7734375,0.8467411802130317,0.8455265158747747,1.0,true,0.0,0.125,-0.125|0.0|0.125|-0.25,-0.0423|-0.0626|0.1398|-0.228,-1.0|1.0|1.0|-1.0,0.0177|0.0054|-0.1339|-0.0585|-0.0522|-0.0705|-0.07|-0.0575|0.1062|0.124|0.1902|0.139|-0.2164|-0.2261|-0.2507|-0.2186
4575,0.9287109375,0.9757666536217762,0.9733280844068397,0.75,false,-0.1875,0.046875,-0.125|0.0625|-0.1875|-0.1875,-0.0801|-0.0076|-0.1494|-0.157,-1.0|1.0|-1.0|-1.0,-0.1055|-0.0849|-0.0665|-0.0633|0.1308|-0.0032|-0.1063|-0.0517|-0.1737|-0.1842|-0.0801|-0.1595|-0.1679|-0.1642|-0.1479|-0.148
4600,0.7158203125,0.7609318113098195,0.7605292717207439,0.75,false,-0.0,0.171875,0.0|0.375|0.0|-0.3125,-0.0129|0.3511|-0.0452|-0.2556,1.0|1.0|1.0|-1.0,-0.0126|0.0313|-0.0243|-0.0459|0.322|0.3741|0.3488|0.3594|-0.0287|-0.0266|-0.0701|-0.0555|-0.2451|-0.2719|-0.2463|-0.2592
4625,1.087890625,1.0653317200597272,1.0648845179780553,0.25,false,-0.25,-0.03125,-0.1875|-0.25|-0.0625|0.0,-0.208|-0.2231|-0.0592|0.0072,-1.0|-1.0|-1.0|1.0,-0.1975|-0.2127|-0.2029|-0.2189|-0.2292|-0.2193|-0.2248|-0.2189|-0.1027|-0.0636|-0.0144|-0.056|0.0254|-0.0242|-0.0133|0.041
4650,0.896484375,0.9140444856463367,0.9121455264668274,0.75,false,-0.125,0.0625,-0.1875|0.0|0.1875|0.125,-0.1376|-0.0176|0.2246|0.1261,-1.0|1.0|1.0|1.0,-0.1664|-0.1049|-0.1597|-0.1195|0.0355|0.0377|-0.0501|-0.0934|0.1942|0.1809|0.2272|0.2961|0.1641|0.1688|0.0698|0.1017
4675,0.8818359375,0.8099571144300246,0.8080387733451452,0.5,false,-0.0625,0.078125,-0.375|-0.0625|-0.0625|-0.0625,-0.3713|0.0165|-0.0554|-0.1306,-1.0|-1.0|-1.0|-1.0,-0.2938|-0.3067|-0.4428|-0.442|0.0563|0.0356|-0.0263|0.0004|-0.056|-0.0738|-0.0732|-0.0186|-0.1524|-0.0778|-0.1637|-0.1284
4700,0.673828125,0.6997014188897672,0.6986297307605137,0.75,false,-0.0,0.1875,0.0|0.25|0.3125|-0.1875,-0.0143|0.1846|0.2721|-0.2074,1.0|1.0|1.0|-1.0,-0.0123|0.002|-0.0321|-0.0146|0.1168|0.1313|0.2446|0.2459|0.2888|0.2563|0.264|0.2792|-0.212|-0.2024|-0.1845|-0.2307
4725,0.720703125,0.7475198184594771,0.7468521187329618,1.0,true,0.0625,0.15625,-0.0625|0.125|0.3125|-0.125,-0.0444|0.0952|0.2911|-0.1322,-1.0|1.0|1.0|-1.0,-0.0061|-0.0317|-0.0773|-0.0624|0.0628|0.0677|0.1255|0.1247|0.286|0.2531|0.3355|0.2899|-0.127|-0.1246|-0.1238|-0.1536
4750,0.94921875,0.9861365063859636,0.9856409888297184,0.5,false,-0.0625,0.03125,-0.1875|0.0625|-0.0625|0.0625,-0.1864|0.0476|-0.0751|0.1035,-1.0|1.0|-1.0|1.0,-0.1868|-0.1874|-0.1864|-0.185|0.0244|0.0692|0.0974|-0.0005|-0.0972|-0.0615|-0.0797|-0.0619|0.1278|0.1128|0.0831|0.0903
4775,0.849609375,0.8284074979408839,0.8275653076349774,0.75,false,-0.125,0.09375,0.125|0.3125|0.0|-0.1875,0.079|0.3104|0.0436|-0.1306,1.0|1.0|1.0|-1.0,0.0273|0.0996|0.0786|0.1104|0.283|0.3275|0.3044|0.3265|0.0696|-0.03|0.0751|0.0597|-0.1523|-0.1286|-0.1161|-0.1254
4800,0.73828125,0.775430722716678,0.7746784401588784,0.75,false,-0.125,0.15625,-0.25|0.25|-0.125|-0.25,-0.1987|0.2158|-0.1301|-0.2486,-1.0|1.0|-1.0|-1.0,-0.1438|-0.2147|-0.2586|-0.1778|0.1694|0.2266|0.228|0.2393|-0.098|-0.1281|-0.1466|-0.1479|-0.2515|-0.2486|-0.2389|-0.2555
4825,0.9794921875,0.9638933694486108,0.9637071210290526,0.25,false,-0.0625,0.015625,-0.1875|-0.0625|-0.0625|0.0,-0.22|-0.0694|-0.0613|-0.0119,-1.0|-1.0|-1.0|1.0,-0.2388|-0.1973|-0.2243|-0.2197|-0.0765|-0.0665|-0.0426|-0.0922|-0.0714|-0.0743|-0.0467|-0.0529|-0.0043|-0.0081|-0.0103|-0.0248
4850,0.912109375,0.8938035714959529,0.892567121161241,0.5,false,-0.1875,0.0625,-0.3125|-0.1875|0.125|0.0,-0.3035|-0.1484|0.1058|-0.0168,-1.0|-1.0|1.0|1.0,-0.3797|-0.3236|-0.246|-0.2648|-0.1826|-0.1512|-0.1572|-0.1027|0.1|0.0765|0.1611|0.0855|-0.0266|0.0084|-0.0349|-0.0141
4875,0.7470703125,0.7735212306512732,0.7727416061573571,0.75,false,-0.0,0.140625,0.0|0.25|0.125|-0.1875,0.0023|0.2012|0.1504|-0.1477,1.0|1.0|1.0|-1.0,0.0298|0.0079|-0.0051|-0.0232|0.2508|0.2183|0.1853|0.1505|0.0975|0.1569|0.1693|0.1778|-0.1508|-0.1761|-0.1233|-0.1406
4900,0.775390625,0.7525005522056513,0.751898812741755,1.0,true,0.0,0.125,-0.1875|0.0|0.0625|-0.25,-0.1657|0.01|0.0926|-0.2873,-1.0|1.0|1.0|-1.0,-0.1821|-0.1751|-0.1836|-0.1221|0.0369|-0.0374|-0.002|0.0424|0.0613|0.0856|0.1089|0.1145|-0.3103|-0.2764|-0.2671|-0.2951
4925,1.013671875,0.9740233958223087,0.972471004646727,0.5,false,-0.1875,0.0,-0.0625|0.125|-0.1875|0.0,-0.1126|0.1033|-0.1777|-0.0454,-1.0|1.0|-1.0|1.0,-0.0884|-0.0636|-0.1426|-0.1558|0.1097|0.0605|0.1513|0.0915|-0.1966|-0.1545|-0.1515|-0.2082|0.0099|0.0078|-0.1154|-0.0837
4950,0.9228515625,0.9263316573873259,0.9260580807532071,0.75,false,-0.125,0.046875,-0.125|0.0|0.1875|0.125,-0.1127|-0.0022|0.1968|0.1258,-1.0|1.0|1.0|1.0,-0.125|-0.1245|-0.1171|-0.0843|0.0124|-0.0046|-0.0207|0.004|0.1747|0.1947|0.2052|0.2128|0.0934|0.136|0.1518|0.1221
4975,0.9384765625,0.9583193107762351,0.956948001653682,0.5,false,-0.125,0.046875,0.125|0.25|0.1875|0.125,0.1238|0.1852|0.1968|0.1207,1.0|1.0|1.0|1.0,0.1258|0.1241|0.1374|0.1078|0.2139|0.2258|0.1513|0.1497|0.1659|0.1727|0.2188|0.2298|0.1136|0.202|0.1287|0.0383
5000,0.900390625,0.8728696721596082,0.8724434672878807,0.5,false,-0.0625,0.0625,0.0|-0.0625|0.0|-0.3125,-0.0446|-0.0538|0.0036|-0.3118,1.0|-1.0|1.0|-1.0,-0.0368|-0.0415|-0.0317|-0.0685|-0.0531|-0.0404|-0.0768|-0.045|0.0037|-0.0031|0.0271|-0.0133|-0.3181|-0.363|-0.2864|-0.2796
