best_accuracy,best_epoch,best_mse,nn,outdir
0.25,0,2.085106987535332,1,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_signal_xor_20260512_151131/NN1
