accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.8338951401206418
0.5,1,2.1337472702170164,1.8507214914470353
0.5,300,1.7500402169973346,1.8494622232458449
0.5,600,1.7963948687637912,1.8014487965740837
0.5,900,2.363225381084228,1.801581778420248
0.5,1200,1.5143865468217985,1.8399680499851867
0.5,1500,2.3218986500237335,1.8066865657348938
0.5,1800,2.999323499427089,1.7693160876776384
0.5,2100,2.875384508022,1.8006690431202665
0.5,2400,1.5563454936187273,1.7475516843397292
0.5,2700,3.0210347825309247,1.7496249812745492
0.5,3000,1.582569852300558,1.736389916281234
