accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.8290712094674755
0.5,1,1.5396846782912101,1.7943947958727666
0.4609375,300,0.04389185409084534,1.068292572760326
0.4140625,600,0.033778435608772105,1.1054357589734911
0.453125,900,0.0312061016974363,1.0668055589924799
0.4765625,1200,0.04473939815900882,1.059895955130963
0.4453125,1500,0.036359208773000924,1.0820518472560783
0.4765625,1800,0.023284492531229745,1.0289208944640933
0.5078125,2100,0.018265777155086132,1.0234223717028559
0.4765625,2400,0.05950500018295909,1.0700163754135097
0.5078125,2700,0.023760054421919804,1.0309147921476045
0.5078125,3000,0.030260617582580966,1.0229937110335554
