beta,lr,temp,weight_decay,stepsize,adaptive,adaptive_w_norm,adaptive_w_input_norm,adaptive_gain,adaptive_max,status,best_epoch,best_test_accuracy,best_test_loss,final_epoch,final_test_accuracy,final_test_loss,outdir
0.05,0.00075,0.00005,0.001,0.5,false,2.0,4.0,0.001,0.003,done,2,0.1,19.09129,2,0.1,19.09129,ext\IsingLearning\experiments\MNIST\baseline_new_nudge\experiments\current\symmetric_nudge_grid_20260609\b0p05_lr0p00075_T0p00005_wd0p001_step0p5_adaptivefalse
