timestamp,config_id,hidden,output_replicas,epoch,seconds,free_relaxation,nudged_relaxation,sweeps,free_sweeps,nudged_sweeps,minit,digits,target_scale,target_off,target_on,input_low,input_high,skip_scale,pixel_copy_scale,beta,lr,train_accuracy,train_mse,validation_accuracy,validation_mse,initial_graph_path,best_epoch,best_validation_mse,best_graph_path,final_graph_path
2026-05-20T02:24:26,1,120,4,0,0.0,32000,16000,50.0,200.0,100.0,1,0-1-2-3-4-5-6-7-8-9,0.2,-0.2,0.2,-1.0,1.0,0.0,0.0,0.1,0.0005,0.125,18.642895,0.15625,18.94687,ext/IsingLearning/experiments/mnist_manager/runs/20260520_train_relax_f200_n100_beta01_lr0005_10epoch\checkpoints\config_1\initial_graph.jld2,0,18.946870803833008,ext/IsingLearning/experiments/mnist_manager/runs/20260520_train_relax_f200_n100_beta01_lr0005_10epoch\checkpoints\config_1\best_graph.jld2,
2026-05-20T02:24:36,1,120,4,1,4.6225306,32000,16000,50.0,200.0,100.0,1,0-1-2-3-4-5-6-7-8-9,0.2,-0.2,0.2,-1.0,1.0,0.0,0.0,0.1,0.0005,0.2734375,13.947403,0.2265625,14.379346,ext/IsingLearning/experiments/mnist_manager/runs/20260520_train_relax_f200_n100_beta01_lr0005_10epoch\checkpoints\config_1\initial_graph.jld2,1,14.379345893859863,ext/IsingLearning/experiments/mnist_manager/runs/20260520_train_relax_f200_n100_beta01_lr0005_10epoch\checkpoints\config_1\best_graph.jld2,
2026-05-20T02:24:44,1,120,4,2,2.6147567,32000,16000,50.0,200.0,100.0,1,0-1-2-3-4-5-6-7-8-9,0.2,-0.2,0.2,-1.0,1.0,0.0,0.0,0.1,0.0005,0.3203125,14.029333,0.2734375,14.178808,ext/IsingLearning/experiments/mnist_manager/runs/20260520_train_relax_f200_n100_beta01_lr0005_10epoch\checkpoints\config_1\initial_graph.jld2,2,14.178808212280273,ext/IsingLearning/experiments/mnist_manager/runs/20260520_train_relax_f200_n100_beta01_lr0005_10epoch\checkpoints\config_1\best_graph.jld2,
2026-05-20T02:24:51,1,120,4,3,2.609649,32000,16000,50.0,200.0,100.0,1,0-1-2-3-4-5-6-7-8-9,0.2,-0.2,0.2,-1.0,1.0,0.0,0.0,0.1,0.0005,0.25,14.091283,0.234375,14.265991,ext/IsingLearning/experiments/mnist_manager/runs/20260520_train_relax_f200_n100_beta01_lr0005_10epoch\checkpoints\config_1\initial_graph.jld2,2,14.178808212280273,ext/IsingLearning/experiments/mnist_manager/runs/20260520_train_relax_f200_n100_beta01_lr0005_10epoch\checkpoints\config_1\best_graph.jld2,
2026-05-20T02:24:59,1,120,4,4,2.595704,32000,16000,50.0,200.0,100.0,1,0-1-2-3-4-5-6-7-8-9,0.2,-0.2,0.2,-1.0,1.0,0.0,0.0,0.1,0.0005,0.2890625,14.09038,0.2890625,14.261892,ext/IsingLearning/experiments/mnist_manager/runs/20260520_train_relax_f200_n100_beta01_lr0005_10epoch\checkpoints\config_1\initial_graph.jld2,2,14.178808212280273,ext/IsingLearning/experiments/mnist_manager/runs/20260520_train_relax_f200_n100_beta01_lr0005_10epoch\checkpoints\config_1\best_graph.jld2,
2026-05-20T02:25:06,1,120,4,5,2.6201189,32000,16000,50.0,200.0,100.0,1,0-1-2-3-4-5-6-7-8-9,0.2,-0.2,0.2,-1.0,1.0,0.0,0.0,0.1,0.0005,0.2265625,14.048902,0.203125,14.089913,ext/IsingLearning/experiments/mnist_manager/runs/20260520_train_relax_f200_n100_beta01_lr0005_10epoch\checkpoints\config_1\initial_graph.jld2,5,14.089913368225098,ext/IsingLearning/experiments/mnist_manager/runs/20260520_train_relax_f200_n100_beta01_lr0005_10epoch\checkpoints\config_1\best_graph.jld2,
2026-05-20T02:25:14,1,120,4,6,2.6332605,32000,16000,50.0,200.0,100.0,1,0-1-2-3-4-5-6-7-8-9,0.2,-0.2,0.2,-1.0,1.0,0.0,0.0,0.1,0.0005,0.15625,14.112712,0.1484375,13.876427,ext/IsingLearning/experiments/mnist_manager/runs/20260520_train_relax_f200_n100_beta01_lr0005_10epoch\checkpoints\config_1\initial_graph.jld2,6,13.876426696777344,ext/IsingLearning/experiments/mnist_manager/runs/20260520_train_relax_f200_n100_beta01_lr0005_10epoch\checkpoints\config_1\best_graph.jld2,
2026-05-20T02:25:21,1,120,4,7,2.7407668,32000,16000,50.0,200.0,100.0,1,0-1-2-3-4-5-6-7-8-9,0.2,-0.2,0.2,-1.0,1.0,0.0,0.0,0.1,0.0005,0.140625,13.558382,0.2109375,13.585672,ext/IsingLearning/experiments/mnist_manager/runs/20260520_train_relax_f200_n100_beta01_lr0005_10epoch\checkpoints\config_1\initial_graph.jld2,7,13.585672378540039,ext/IsingLearning/experiments/mnist_manager/runs/20260520_train_relax_f200_n100_beta01_lr0005_10epoch\checkpoints\config_1\best_graph.jld2,
2026-05-20T02:25:29,1,120,4,8,2.6026082,32000,16000,50.0,200.0,100.0,1,0-1-2-3-4-5-6-7-8-9,0.2,-0.2,0.2,-1.0,1.0,0.0,0.0,0.1,0.0005,0.296875,14.190952,0.203125,14.155971,ext/IsingLearning/experiments/mnist_manager/runs/20260520_train_relax_f200_n100_beta01_lr0005_10epoch\checkpoints\config_1\initial_graph.jld2,7,13.585672378540039,ext/IsingLearning/experiments/mnist_manager/runs/20260520_train_relax_f200_n100_beta01_lr0005_10epoch\checkpoints\config_1\best_graph.jld2,
2026-05-20T02:25:36,1,120,4,9,2.6148657,32000,16000,50.0,200.0,100.0,1,0-1-2-3-4-5-6-7-8-9,0.2,-0.2,0.2,-1.0,1.0,0.0,0.0,0.1,0.0005,0.234375,13.975627,0.171875,13.793137,ext/IsingLearning/experiments/mnist_manager/runs/20260520_train_relax_f200_n100_beta01_lr0005_10epoch\checkpoints\config_1\initial_graph.jld2,7,13.585672378540039,ext/IsingLearning/experiments/mnist_manager/runs/20260520_train_relax_f200_n100_beta01_lr0005_10epoch\checkpoints\config_1\best_graph.jld2,
