timestamp,config_id,hidden,output_replicas,epoch,seconds,train_per_class,validation_per_class,batchsize,free_relaxation,nudged_relaxation,free_sweeps,nudged_sweeps,minit,target_on,target_off,beta,lr,stepsize,weight_scale,bias_scale,temp,weight_decay,train_accuracy,train_mse,validation_accuracy,validation_mse,best_epoch,best_validation_accuracy,best_validation_mse,initial_graph_path,best_graph_path,final_graph_path
2026-05-20T02:51:41,1,120,4,0,0.0,1,1,4,160,160,1.0,1.0,1,0.2,0.0,0.1,0.001,0.05,0.005,0.02,0.001,0.0001,0.1,13.13416,0.2,13.00341,0,0.2,13.003410339355469,ext/IsingLearning/experiments/mnist_manager/runs/20260520_balanced_off0_smoke\checkpoints\config_1\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_balanced_off0_smoke\checkpoints\config_1\best_graph.jld2,
2026-05-20T02:51:43,1,120,4,1,1.9824981,1,1,4,160,160,1.0,1.0,1,0.2,0.0,0.1,0.001,0.05,0.005,0.02,0.001,0.0001,0.0,14.207934,0.0,13.211546,0,0.2,13.003410339355469,ext/IsingLearning/experiments/mnist_manager/runs/20260520_balanced_off0_smoke\checkpoints\config_1\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_balanced_off0_smoke\checkpoints\config_1\best_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_balanced_off0_smoke\checkpoints\config_1\final_graph.jld2
