accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.8415725052769476
0.5,1,1.3342386251657683,1.8514937490400196
0.5,300,3.2119158648376933,1.8621623026925183
0.5,600,3.5314920509288874,1.848034957616726
0.5,900,2.661791917865546,1.8348721336450111
0.5,1200,2.6153233694663265,1.8589178365284402
0.5,1500,2.363563948603656,1.8406189498464058
0.5,1800,2.9981097362684506,1.8439106522344366
0.5,2100,2.6502112059763347,1.8530335188840041
0.5,2400,2.457301259691454,1.8407898712973545
0.5,2700,3.3913010320973207,1.8190601713846617
0.5,3000,2.657706552685234,1.8312306379193295
