timestamp,epoch,seconds,train_accuracy,train_loss,skipped,test_accuracy,test_loss,pred_counts,best_accuracy,best_path,final_path
2026-05-24T03:05:20,0,0.0,missing,missing,missing,0.11,39.83,16-72-13-42-5-29-4-9-2-8,0.11,ext/IsingLearning/experiments/MNIST/runs/current/paper_local_h28_h11_r5_traininternal_100pc_mean_lr16_b32_e30\best_model.bin,
2026-05-24T03:05:29,1,6.7829816,0.096,15.6,3,0.1,16.22,1-199-0-0-0-0-0-0-0-0,0.11,ext/IsingLearning/experiments/MNIST/runs/current/paper_local_h28_h11_r5_traininternal_100pc_mean_lr16_b32_e30\best_model.bin,
2026-05-24T03:05:35,2,4.6431147,0.124,14.238,0,0.1,9.92,1-0-1-0-0-0-198-0-0-0,0.11,ext/IsingLearning/experiments/MNIST/runs/current/paper_local_h28_h11_r5_traininternal_100pc_mean_lr16_b32_e30\best_model.bin,
2026-05-24T03:05:41,3,4.3400942,0.121,14.306,0,0.1,12.8,0-0-0-200-0-0-0-0-0-0,0.11,ext/IsingLearning/experiments/MNIST/runs/current/paper_local_h28_h11_r5_traininternal_100pc_mean_lr16_b32_e30\best_model.bin,
2026-05-24T03:05:47,4,4.2802382,0.163,13.484,37,0.1,18.12,1-0-197-2-0-0-0-0-0-0,0.11,ext/IsingLearning/experiments/MNIST/runs/current/paper_local_h28_h11_r5_traininternal_100pc_mean_lr16_b32_e30\best_model.bin,
2026-05-24T03:05:53,5,4.0822361,0.182,12.948,79,0.175,13.57,0-1-0-0-118-0-0-0-81-0,0.175,ext/IsingLearning/experiments/MNIST/runs/current/paper_local_h28_h11_r5_traininternal_100pc_mean_lr16_b32_e30\best_model.bin,
2026-05-24T03:05:58,6,3.8098817,0.278,11.446,197,0.125,20.32,2-0-0-1-0-0-0-173-24-0,0.175,ext/IsingLearning/experiments/MNIST/runs/current/paper_local_h28_h11_r5_traininternal_100pc_mean_lr16_b32_e30\best_model.bin,
2026-05-24T03:06:04,7,3.7118491,0.323,10.818,266,0.165,15.27,4-125-0-4-0-0-0-66-0-1,0.175,ext/IsingLearning/experiments/MNIST/runs/current/paper_local_h28_h11_r5_traininternal_100pc_mean_lr16_b32_e30\best_model.bin,
2026-05-24T03:06:08,8,3.1862598,0.464,8.416,434,0.46,7.86,40-34-9-29-51-0-3-8-2-24,0.46,ext/IsingLearning/experiments/MNIST/runs/current/paper_local_h28_h11_r5_traininternal_100pc_mean_lr16_b32_e30\best_model.bin,
2026-05-24T03:06:13,9,3.0169796,0.556,7.128,522,0.475,8.47,29-49-37-28-10-12-0-25-10-0,0.475,ext/IsingLearning/experiments/MNIST/runs/current/paper_local_h28_h11_r5_traininternal_100pc_mean_lr16_b32_e30\best_model.bin,
2026-05-24T03:06:18,10,2.8176361,0.611,6.152,592,0.43,9.64,9-23-9-0-15-86-19-0-37-2,0.475,ext/IsingLearning/experiments/MNIST/runs/current/paper_local_h28_h11_r5_traininternal_100pc_mean_lr16_b32_e30\best_model.bin,
2026-05-24T03:06:22,11,2.8050359,0.629,5.892,616,0.48,8.72,17-23-2-2-13-13-8-82-40-0,0.48,ext/IsingLearning/experiments/MNIST/runs/current/paper_local_h28_h11_r5_traininternal_100pc_mean_lr16_b32_e30\best_model.bin,
2026-05-24T03:06:26,12,2.8015608,0.631,5.874,624,0.465,9.49,12-22-0-13-20-2-81-42-8-0,0.48,ext/IsingLearning/experiments/MNIST/runs/current/paper_local_h28_h11_r5_traininternal_100pc_mean_lr16_b32_e30\best_model.bin,
2026-05-24T03:06:31,13,2.6128677,0.701,4.75,694,0.585,6.75,23-24-0-29-33-6-20-20-32-13,0.585,ext/IsingLearning/experiments/MNIST/runs/current/paper_local_h28_h11_r5_traininternal_100pc_mean_lr16_b32_e30\best_model.bin,
2026-05-24T03:06:35,14,2.6067525,0.722,4.592,714,0.67,5.44,24-22-27-13-55-20-12-13-13-1,0.67,ext/IsingLearning/experiments/MNIST/runs/current/paper_local_h28_h11_r5_traininternal_100pc_mean_lr16_b32_e30\best_model.bin,
2026-05-24T03:06:39,15,2.567303,0.726,4.44,723,0.415,9.49,10-17-3-105-13-0-8-4-40-0,0.67,ext/IsingLearning/experiments/MNIST/runs/current/paper_local_h28_h11_r5_traininternal_100pc_mean_lr16_b32_e30\best_model.bin,
2026-05-24T03:06:43,16,2.5406858,0.736,4.206,728,0.425,10.6,16-15-9-0-21-2-12-0-3-122,0.67,ext/IsingLearning/experiments/MNIST/runs/current/paper_local_h28_h11_r5_traininternal_100pc_mean_lr16_b32_e30\best_model.bin,
2026-05-24T03:06:47,17,2.4404166,0.766,3.816,755,0.56,7.44,16-10-9-0-28-10-18-15-77-17,0.67,ext/IsingLearning/experiments/MNIST/runs/current/paper_local_h28_h11_r5_traininternal_100pc_mean_lr16_b32_e30\best_model.bin,
2026-05-24T03:06:51,18,2.5069678,0.78,3.542,769,0.735,4.08,23-24-17-18-27-22-12-22-18-17,0.735,ext/IsingLearning/experiments/MNIST/runs/current/paper_local_h28_h11_r5_traininternal_100pc_mean_lr16_b32_e30\best_model.bin,
2026-05-24T03:06:56,19,2.3847155,0.8,3.376,791,0.26,12.58,6-4-5-0-4-8-2-0-15-156,0.735,ext/IsingLearning/experiments/MNIST/runs/current/paper_local_h28_h11_r5_traininternal_100pc_mean_lr16_b32_e30\best_model.bin,
2026-05-24T03:07:00,20,2.4180102,0.783,3.51,780,0.59,6.56,1-17-18-13-24-23-41-43-14-6,0.735,ext/IsingLearning/experiments/MNIST/runs/current/paper_local_h28_h11_r5_traininternal_100pc_mean_lr16_b32_e30\best_model.bin,
2026-05-24T03:07:04,21,2.3794564,0.795,3.394,791,0.44,9.18,2-17-109-16-9-5-2-25-5-10,0.735,ext/IsingLearning/experiments/MNIST/runs/current/paper_local_h28_h11_r5_traininternal_100pc_mean_lr16_b32_e30\best_model.bin,
2026-05-24T03:07:08,22,2.3578432,0.813,2.988,809,0.565,7.04,16-15-22-4-13-11-26-7-7-79,0.735,ext/IsingLearning/experiments/MNIST/runs/current/paper_local_h28_h11_r5_traininternal_100pc_mean_lr16_b32_e30\best_model.bin,
2026-05-24T03:07:12,23,2.3588533,0.812,3.05,808,0.755,3.78,21-16-43-20-15-16-17-20-16-16,0.755,ext/IsingLearning/experiments/MNIST/runs/current/paper_local_h28_h11_r5_traininternal_100pc_mean_lr16_b32_e30\best_model.bin,
2026-05-24T03:07:16,24,2.3482612,0.821,2.834,817,0.625,5.96,17-22-13-7-35-0-50-33-14-9,0.755,ext/IsingLearning/experiments/MNIST/runs/current/paper_local_h28_h11_r5_traininternal_100pc_mean_lr16_b32_e30\best_model.bin,
2026-05-24T03:07:20,25,2.3409247,0.839,2.632,836,0.65,5.72,17-14-14-0-23-70-10-24-12-16,0.755,ext/IsingLearning/experiments/MNIST/runs/current/paper_local_h28_h11_r5_traininternal_100pc_mean_lr16_b32_e30\best_model.bin,
2026-05-24T03:07:23,26,2.235666,0.838,2.584,836,0.74,4.12,20-19-24-18-6-19-14-16-18-46,0.755,ext/IsingLearning/experiments/MNIST/runs/current/paper_local_h28_h11_r5_traininternal_100pc_mean_lr16_b32_e30\best_model.bin,
2026-05-24T03:07:27,27,2.2187902,0.852,2.338,850,0.625,6.22,45-20-11-10-17-43-7-0-12-35,0.755,ext/IsingLearning/experiments/MNIST/runs/current/paper_local_h28_h11_r5_traininternal_100pc_mean_lr16_b32_e30\best_model.bin,
