timestamp,mode,repeat,threads,workers,batchsize,examples,jobs,sweeps,beta,relaxation_steps,setup_seconds,data_seconds,manager_seconds,seconds,seconds_per_example,examples_per_second
2026-06-05T00:58:55,old_head_chunked_spawn,1,32,32,128,128,32,500.0,5.0,80000,1.7028666,1.2075001,13.623347,0.2007542,0.0015683921875,637.595626890994
2026-06-05T00:58:56,old_head_chunked_spawn,2,32,32,128,128,32,500.0,5.0,80000,1.7028666,1.2075001,13.623347,0.1973024,0.001541425,648.7503446486206
2026-06-05T00:58:56,old_head_chunked_spawn,3,32,32,128,128,32,500.0,5.0,80000,1.7028666,1.2075001,13.623347,0.2138174,0.0016704484375,598.6416446930887
