accuracy,epoch,grad_norm,mse
0.5546875,0,0.0,1.7125390004709677
0.546875,1,0.2646065131734484,1.628046199175785
0.453125,500,0.38602356256542364,1.7654762675262063
0.453125,1000,0.21245422926322058,1.8043781056147592
0.53125,1500,0.3133878193977984,1.557266299280147
0.46875,2000,0.19445081355099572,1.7657671214274737
0.4609375,2500,0.19234475113262267,1.7185227879394112
0.59375,3000,0.1943414816914939,1.5085414314217138
0.5390625,3500,0.26268430018073025,1.5725922992932235
0.5625,4000,0.3459281507487306,1.5508870341009866
