accuracy,epoch,grad_norm,margin,mean_1,mean_2,mean_3,mean_4,mse,std_1,std_2,std_3,std_4
0.5,0,0.0,0.16209697099851408,-0.9044291461996457,-0.9873809529839211,0.7311765582355317,0.16209697099851408,1.3453880633063555,0.4034983797296163,0.007728887314834874,0.6036293117308956,0.9961150147161574
0.25,300,0.5281243745822624,0.22923277757060956,-0.9916079399719856,-0.9927051412390283,-0.22923277757060956,0.40125206333624774,1.8613661932625043,0.00553489509282358,0.00643374842224179,0.9317015632054901,0.5237878841282907
0.5,600,0.45491096076093424,0.9637744937262284,-0.9880873912409084,-0.9890677386653302,0.9905230270875628,0.9637744937262284,1.953258113617986,0.009587389598374341,0.01003352780537895,0.0060972954079760566,0.11776296219581411
0.5,900,0.659262469939225,0.5457519948969117,0.8606917478037962,0.5457519948969117,0.9886968232210501,0.9859454747980418,1.9031555552903494,0.4374447954405624,0.4549268122395062,0.00697113873294062,0.009279011487261554
0.5,1200,0.4050013909226733,0.9899323058320948,0.9941158730267814,0.9904319397951592,0.9911341688507461,0.9899323058320948,1.9841247118974128,0.005456182456476246,0.0059748811973127924,0.006928327096956649,0.008968397029066991
0.5,1500,0.8334251162591132,0.9907868915177037,0.9912644034543786,0.9912326083400408,0.9907868915177037,0.9915772595556435,1.9829189134420286,0.006595053337942387,0.0070583039630229966,0.006482391187225572,0.005549164236922413
0.5,1800,0.3248188671324007,0.9881170055956359,0.9927598549898747,0.9881170055956359,0.9908052726512165,0.9905183664511769,1.9833702388514403,0.0069544317849889,0.007878573744889707,0.0086324807395606,0.006236003985687107
0.5,2100,0.32976202841143676,0.9877790459288261,0.990967241275098,0.9877790459288261,0.9910827009635477,0.9893499384868313,1.9804231508821624,0.007036060454643791,0.008468865674894766,0.007556227869722338,0.006601213889715476
0.5,2400,0.4581752142181445,0.9881373560724748,0.98883962492987,0.9881373560724748,0.9929543355214587,0.9910960760584819,1.9800342503738915,0.010317442112687024,0.010100540388231487,0.005700256861672883,0.008052061993103106
0.5,2700,0.24358838479881714,0.9899171995052836,0.9916736366217295,0.9909820863446978,0.9899171995052836,0.989990826310659,1.981752587311779,0.006738840154144768,0.0058801355173218215,0.007259573724607408,0.007969013207322136
0.5,3000,0.5566505753618329,0.988049688440055,0.9919702373440195,0.988049688440055,0.9883832027318249,0.9887470192376732,1.9808344732290672,0.007355880479951591,0.007635094337856407,0.008602549762354644,0.007664324336129963
0.5,3300,0.43233192674698445,0.9891765605887303,0.9918468029102255,0.9900987709309247,0.9891765605887303,0.9904195953637466,1.9823597582623589,0.005721897200832205,0.006621270932667004,0.007405804090025867,0.00554193030248452
0.5,3600,0.31519020630367495,0.9889151007052092,0.9911434221075347,0.9904602464103293,0.9914172706889937,0.9889151007052092,1.9801500188390735,0.006278202255246601,0.006974242210218029,0.006914279642891122,0.006990623043911939
0.5,3900,0.3087742141507474,0.9873967795994454,0.9873967795994454,0.9897403858596842,0.9907321897614426,0.9884397837814123,1.9759574713189605,0.006356844248385198,0.007402182238408052,0.005188547294745324,0.008855337621244982
0.5,4200,0.41234116260180353,0.9893326978799429,0.9898951222152177,0.9897851159423078,0.9893326978799429,0.9911007707238649,1.9810957529459796,0.007829902585754613,0.008047783563228012,0.009057451785895097,0.005585891178295304
0.5,4500,0.3207192876834394,0.9877858064972185,0.9907468300994435,0.9891611529692458,0.9911140443405196,0.9877858064972185,1.9786404487189295,0.00588557830280156,0.008822740217258481,0.005922058722425791,0.0065278642302091724
0.5,4800,0.44432590736116073,0.9881949573540173,0.9915994996166103,0.9882939951473751,0.992716849564137,0.9881949573540173,1.979894457537739,0.004335962844394389,0.008858370194635182,0.0064247390245576515,0.009118273374476592
