name,best_mse,best_acc,best_epoch,run_dir,height,width,nn,temp,validation_temp,stepsize,beta,lr,gradient_mode,minit,free,nudged,output_repeats,input_scale,hidden_scale,output_scale,output_internal_scale,nudged_temp_factor,nudged_temp_floor_factor,nudged_temp_warm_fraction
4x4_nn5_out2_T0.001_Tv0.0005_eta0.1_b0.2_nTf1.0_nTfloor1.0_lr0.001_gmsymmetric_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,1.8300043317503734,0.5,900,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_162639/01_4x4_nn5_out2_T0.001_Tv0.0005_eta0.1_b0.2_nTf1.0_nTfloor1.0_lr0.001_gmsymmetric_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,4,4,5,0.001,0.0005,0.1,0.2,0.001,symmetric,4,1000,1000,1,0.4,0.2,0.4,0.0,1.0,1.0,0.2
4x4_nn5_out2_T0.001_Tv0.0005_eta0.1_b0.2_nTf2.0_nTfloor1.0_lr0.001_gmsymmetric_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,1.5280850206357375,0.5,900,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_162639/02_4x4_nn5_out2_T0.001_Tv0.0005_eta0.1_b0.2_nTf2.0_nTfloor1.0_lr0.001_gmsymmetric_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,4,4,5,0.001,0.0005,0.1,0.2,0.001,symmetric,4,1000,1000,1,0.4,0.2,0.4,0.0,2.0,1.0,0.2
4x4_nn5_out2_T0.001_Tv0.0005_eta0.1_b0.5_nTf1.0_nTfloor1.0_lr0.002_gmsymmetric_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,1.4859119105701695,0.5,900,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_162639/03_4x4_nn5_out2_T0.001_Tv0.0005_eta0.1_b0.5_nTf1.0_nTfloor1.0_lr0.002_gmsymmetric_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,4,4,5,0.001,0.0005,0.1,0.5,0.002,symmetric,4,1000,1000,1,0.4,0.2,0.4,0.0,1.0,1.0,0.2
4x4_nn5_out2_T0.001_Tv0.0005_eta0.1_b0.5_nTf1.5_nTfloor1.0_lr0.002_gmsymmetric_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,1.8346006176644971,0.5,0,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_162639/04_4x4_nn5_out2_T0.001_Tv0.0005_eta0.1_b0.5_nTf1.5_nTfloor1.0_lr0.002_gmsymmetric_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,4,4,5,0.001,0.0005,0.1,0.5,0.002,symmetric,4,1000,1000,1,0.4,0.2,0.4,0.0,1.5,1.0,0.2
4x4_nn5_out2_T0.001_Tv0.0005_eta0.1_b1.0_nTf1.0_nTfloor1.0_lr0.005_gmsymmetric_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,1.9842737168827485,0.53125,900,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_162639/05_4x4_nn5_out2_T0.001_Tv0.0005_eta0.1_b1.0_nTf1.0_nTfloor1.0_lr0.005_gmsymmetric_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,4,4,5,0.001,0.0005,0.1,1.0,0.005,symmetric,4,1000,1000,1,0.4,0.2,0.4,0.0,1.0,1.0,0.2
4x4_nn5_out2_T0.001_Tv0.0005_eta0.1_b1.0_nTf1.5_nTfloor1.0_lr0.003_gmsymmetric_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,1.7418244798009328,0.5,1500,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_162639/06_4x4_nn5_out2_T0.001_Tv0.0005_eta0.1_b1.0_nTf1.5_nTfloor1.0_lr0.003_gmsymmetric_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,4,4,5,0.001,0.0005,0.1,1.0,0.003,symmetric,4,1000,1000,1,0.4,0.2,0.4,0.0,1.5,1.0,0.2
