timestamp,workers,threads,mode,batch,warmup_batches,hidden,output_replicas,batchsize,jobs,sweeps,relaxation,graph_states,graph_edges,run_seconds,run_cpu_threads,active_workers,min_worker_norm,mean_worker_norm,max_worker_norm
2026-05-21T18:01:04,16,32,normal,1,1,120,4,256,256,100.0,16000,944,197760,0.3812215,NaN,16,269.08853,327.7042,367.50153
2026-05-21T18:01:04,16,32,dynamic,1,1,120,4,256,256,100.0,16000,944,197760,0.4145055,NaN,16,302.7856,329.1255,364.43814
2026-05-21T18:01:04,16,32,greedy,1,1,120,4,256,256,100.0,16000,944,197760,0.459494,NaN,16,295.85596,323.70367,362.73444
2026-05-21T18:01:05,16,32,normal,2,1,120,4,256,256,100.0,16000,944,197760,0.4001654,NaN,16,284.4407,330.49896,362.40375
2026-05-21T18:01:05,16,32,dynamic,2,1,120,4,256,256,100.0,16000,944,197760,0.3951329,NaN,16,299.04544,329.27765,365.97714
2026-05-21T18:01:05,16,32,greedy,2,1,120,4,256,256,100.0,16000,944,197760,0.3865148,NaN,16,302.91074,327.30225,351.78043
2026-05-21T18:01:14,32,32,normal,1,1,120,4,256,256,100.0,16000,944,197760,0.3254983,NaN,32,162.79504,184.39815,204.31305
2026-05-21T18:01:14,32,32,dynamic,1,1,120,4,256,256,100.0,16000,944,197760,0.3120778,NaN,32,170.47832,183.91225,196.657
2026-05-21T18:01:14,32,32,greedy,1,1,120,4,256,256,100.0,16000,944,197760,0.373356,NaN,32,168.12082,186.48563,203.28848
2026-05-21T18:01:15,32,32,normal,2,1,120,4,256,256,100.0,16000,944,197760,0.3456753,NaN,32,144.53308,185.83745,238.1948
2026-05-21T18:01:15,32,32,dynamic,2,1,120,4,256,256,100.0,16000,944,197760,0.3144746,NaN,32,172.0981,186.52834,201.12733
2026-05-21T18:01:15,32,32,greedy,2,1,120,4,256,256,100.0,16000,944,197760,0.3168803,NaN,32,168.63943,184.43071,197.45287
