timestamp,epoch,seconds,train_accuracy,train_loss,test_accuracy,test_loss,pred_counts,w_norm,b_norm,w_input_norm,grad_w_norm,grad_b_norm,grad_w_input_norm,attractor_samples,reward_mean,reward_std,best_accuracy,best_path,final_path
2026-06-09T09:52:27,0,0.0,0.083,57.792904,0.0965,57.732143,161-255-158-190-192-214-208-246-181-195,0.48583895,0.0,1.5314544,0.0,0.0,0.0,0,0.0,0.0,0.0965,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:52:45,1,17.1907182,missing,missing,missing,missing,missing,0.79075485,0.06065273,2.3975909,1.8409897,0.9977057,8.565613,1600,-2.1438901,0.39532873,0.0965,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:52:51,2,5.5111928,missing,missing,missing,missing,missing,0.94537663,0.11248759,4.0183043,1.1814778,0.40821242,5.487063,1600,-2.199923,0.40689504,0.0965,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:52:56,3,5.557495,missing,missing,missing,missing,missing,0.9877616,0.15422158,5.821393,1.2138126,0.7037266,6.9173365,1600,-2.1848361,0.38335273,0.0965,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:53:02,4,6.0144415,missing,missing,missing,missing,missing,1.0078257,0.21131426,7.6750555,0.8894725,0.5920881,4.9506836,1600,-2.1602938,0.33657846,0.0965,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:53:10,5,6.6246867,0.189,75.96563,0.1865,76.52049,1064-487-0-2-0-0-0-0-447-0,1.0230836,0.26319113,9.494621,0.34805244,0.2505477,6.0531197,1600,-2.197102,0.41902897,0.1865,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:53:16,6,6.8140141,missing,missing,missing,missing,missing,1.0434852,0.3279676,11.445858,1.1525028,0.642723,6.8506227,1600,-2.1716337,0.3920871,0.1865,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:53:23,7,6.5744701,missing,missing,missing,missing,missing,1.0561672,0.37087986,13.372502,0.23984839,0.19802846,3.6764238,1600,-2.1734731,0.3485439,0.1865,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:53:30,8,6.813064,missing,missing,missing,missing,missing,1.0845273,0.4368536,15.295083,1.5718265,0.5265529,6.45403,1600,-2.110457,0.38807148,0.1865,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:53:36,9,6.5972529,missing,missing,missing,missing,missing,1.1007872,0.50029296,17.218794,1.2515324,0.5697805,6.031281,1600,-2.1515324,0.3907312,0.1865,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:53:44,10,6.7776459,0.1855,76.17088,0.185,76.703674,1078-462-0-1-1-1-0-0-456-1,1.1185611,0.5595966,19.190838,1.0020367,0.43455565,4.947561,1600,-2.147679,0.3676975,0.1865,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:53:50,11,6.626423,missing,missing,missing,missing,missing,1.1484032,0.61744785,21.1497,0.5514158,0.18267222,4.59845,1600,-2.2072086,0.41791683,0.1865,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:53:57,12,6.6870234,missing,missing,missing,missing,missing,1.1870486,0.6706542,23.132532,0.64072466,0.25586915,5.71384,1600,-2.1599877,0.39541075,0.1865,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:54:04,13,6.9876835,missing,missing,missing,missing,missing,1.2505047,0.74704176,25.067953,0.43018386,0.1301474,4.705902,1600,-2.1436446,0.3470742,0.1865,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:54:10,14,6.5153171,missing,missing,missing,missing,missing,1.2554812,0.80179363,27.028656,0.57181823,0.25888196,3.9992588,1600,-2.1239338,0.34044516,0.1865,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:54:18,15,6.9806385,0.1955,75.856346,0.1915,76.39775,1050-472-0-0-0-1-0-0-477-0,1.3078748,0.86739707,29.002848,0.5878116,0.3846544,4.1014767,1600,-2.1898634,0.3713205,0.1915,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:54:25,16,6.8631385,missing,missing,missing,missing,missing,1.3396006,0.92600363,30.969963,0.8993246,1.0398797,6.432241,1600,-2.0571637,0.355568,0.1915,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:54:31,17,6.7803655,missing,missing,missing,missing,missing,1.3702853,0.9874183,32.928856,0.44569838,0.25293386,5.464005,1600,-2.216928,0.45046374,0.1915,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:54:38,18,6.6913476,missing,missing,missing,missing,missing,1.4173975,1.048438,34.957745,0.42852646,0.059826776,3.7390757,1600,-2.1909437,0.37459987,0.1915,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:54:45,19,6.5084467,missing,missing,missing,missing,missing,1.4848224,1.1120813,36.913303,0.3215876,0.5472764,5.172744,1600,-2.1750712,0.4246975,0.1915,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:54:52,20,6.708344,0.1895,76.09015,0.18,76.79206,1077-466-0-0-0-0-0-0-457-0,1.5265844,1.1827949,38.97342,1.6806997,1.1911352,6.562984,1600,-2.0841012,0.3945669,0.1915,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:54:58,21,6.5699359,missing,missing,missing,missing,missing,1.6174216,1.2562839,40.950172,1.4914753,0.59015274,5.453523,1600,-2.241994,0.3985524,0.1915,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:55:05,22,6.4734315,missing,missing,missing,missing,missing,1.6453514,1.3203585,42.94193,0.65638375,0.55614996,4.3285813,1600,-2.120324,0.35220075,0.1915,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:55:12,23,6.9167811,missing,missing,missing,missing,missing,1.6829884,1.3898274,44.940575,0.45497814,0.12043866,3.7985077,1600,-2.1537218,0.34368756,0.1915,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:55:19,24,7.1875603,missing,missing,missing,missing,missing,1.7281325,1.4559671,46.929848,0.69898885,0.55251956,5.5520134,1600,-2.141616,0.36609244,0.1915,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:55:26,25,6.6517818,0.185,76.07805,0.1895,76.78523,1077-440-0-0-0-0-0-0-482-1,1.7889005,1.5209824,48.94154,0.41013023,0.35231367,5.20618,1600,-2.1587996,0.39679334,0.1915,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:55:32,26,6.2468037,missing,missing,missing,missing,missing,1.8263085,1.5685883,51.03837,0.338683,0.6547147,5.638598,1600,-2.091581,0.36538514,0.1915,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:55:39,27,6.6388488,missing,missing,missing,missing,missing,1.9576266,1.6695594,53.04309,0.3308663,0.12447698,3.9082377,1600,-2.2024212,0.38074353,0.1915,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:55:45,28,6.3980241,missing,missing,missing,missing,missing,2.0219142,1.7207243,55.03444,0.6299749,0.57784545,5.1332173,1600,-2.1556203,0.36822298,0.1915,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:55:51,29,6.2759484,missing,missing,missing,missing,missing,2.1311302,1.8028944,56.967545,0.2932689,0.2922325,3.9661171,1600,-2.228346,0.3916667,0.1915,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,
2026-06-09T09:55:59,30,6.710743,0.1905,75.26965,0.184,75.86342,1073-477-0-0-0-0-0-1-449-0,2.136682,1.8578256,58.951927,1.4011389,1.115746,7.323371,1600,-2.1788964,0.43337044,0.1915,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\best_checkpoint.bin,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/real_loose_progress_200pc_30ep\final_checkpoint.bin
