name,best_mse,best_acc,best_epoch,run_dir,height,width,nn,temp,stepsize,beta,lr,minit,free,nudged,output_repeats,input_scale,hidden_scale,output_scale,output_internal_scale
8x8_nn5_out2_T0.003_eta0.1_b0.25_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5_ois0.0,1.5085414314217138,0.59375,3000,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_004850/01_8x8_nn5_out2_T0.003_eta0.1_b0.25_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5_ois0.0,8,8,5,0.003,0.1,0.25,0.00025,4,2500,2500,1,0.5,0.2,0.5,0.0
8x8_nn5_out2_T0.003_eta0.12_b0.5_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5_ois0.0,1.6916966898103414,0.5703125,4000,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_004850/02_8x8_nn5_out2_T0.003_eta0.12_b0.5_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5_ois0.0,8,8,5,0.003,0.12,0.5,0.00025,4,2500,2500,1,0.5,0.2,0.5,0.0
8x8_nn5_out2_T0.002_eta0.1_b0.5_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5_ois0.0,1.410794557169964,0.5703125,1000,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_004850/03_8x8_nn5_out2_T0.002_eta0.1_b0.5_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5_ois0.0,8,8,5,0.002,0.1,0.5,0.00025,4,2500,2500,1,0.5,0.2,0.5,0.0
8x8_nn5_out2_T0.0015_eta0.1_b0.5_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5_ois0.0,1.5839903655175933,0.6171875,1000,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_004850/04_8x8_nn5_out2_T0.0015_eta0.1_b0.5_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5_ois0.0,8,8,5,0.0015,0.1,0.5,0.00025,4,2500,2500,1,0.5,0.2,0.5,0.0
8x8_nn5_out2_T0.001_eta0.12_b0.5_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5_ois0.0,1.5510407073941652,0.578125,0,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_004850/05_8x8_nn5_out2_T0.001_eta0.12_b0.5_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5_ois0.0,8,8,5,0.001,0.12,0.5,0.00025,4,2500,2500,1,0.5,0.2,0.5,0.0
8x8_nn5_out2_T0.0007_eta0.1_b0.5_lr0.00015_m4_f2500_n2500_is0.5_hs0.2_os0.5_ois0.0,1.5361584939911201,0.5859375,1,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_004850/06_8x8_nn5_out2_T0.0007_eta0.1_b0.5_lr0.00015_m4_f2500_n2500_is0.5_hs0.2_os0.5_ois0.0,8,8,5,0.0007,0.1,0.5,0.00015,4,2500,2500,1,0.5,0.2,0.5,0.0
