accuracy,epoch,grad_norm,mse
0.5,0,0.0,2.0185140017633008
0.5625,1,0.41872416992898487,1.7990766720277214
0.484375,1000,0.08636673992083187,1.248394729196355
0.515625,2000,0.06597296074095885,1.2263924530966555
0.484375,3000,0.03275785281976669,1.3061796548204425
0.484375,4000,0.07369297206892192,1.392736932265345
0.390625,5000,0.16516683119748427,1.3689575285433113
0.5625,6000,0.015788792964444274,1.1081334491496806
0.515625,7000,0.020611104567111013,1.11532161816903
0.53125,8000,0.015232307983660258,1.3571556429888345
0.5,9000,0.032217312450886194,1.4702486838101514
0.5,10000,0.02093611742956928,1.5323137250537946
