timestamp,stage,workers,threads,hidden,output_replicas,batchsize,sweeps,order,adj_mode,relaxation_steps,graph_states,graph_edges,total_seconds,min_task_seconds,mean_task_seconds,max_task_seconds
2026-05-21T23:39:32,manual_prepost_noise_refresh,1,32,784,4,64,500.0,cyclic,copied,412000,1608,1292032,16.9844964,16.955711,16.955711,16.955711
2026-05-21T23:39:36,manual_prepost_noise_refresh,16,32,784,4,64,500.0,cyclic,copied,412000,1608,1292032,2.3143098,1.8055181,2.0133965375000002,2.3140747
2026-05-21T23:39:42,manual_prepost_noise_refresh,32,32,784,4,64,500.0,cyclic,copied,412000,1608,1292032,4.4371321,2.4329306,3.8825995812500014,4.4369166
2026-05-21T23:40:01,one_relax,1,32,784,4,64,500.0,cyclic,copied,412000,1608,1292032,17.4695949,17.4438733,17.4438733,17.4438733
2026-05-21T23:40:05,one_relax,16,32,784,4,64,500.0,cyclic,copied,412000,1608,1292032,2.4958111,1.9011683,2.1419100875,2.495737
2026-05-21T23:40:10,one_relax,32,32,784,4,64,500.0,cyclic,copied,412000,1608,1292032,3.618186,1.8587272,3.20634933125,3.6180721
