timestamp,epoch,seconds,train_accuracy,train_loss,test_accuracy,test_loss,pred_counts,w_norm,b_norm,w_input_norm,grad_w_norm,grad_b_norm,grad_w_input_norm,effective_w_decay,effective_w_input_decay,symmetry_error,grad_symmetry_error,gradient_quality_total,gradient_quality_accepted,gradient_quality_rejected,gradient_quality_reject_fraction,gradient_quality_avg_cosine,gradient_quality_avg_angle_degrees,best_accuracy,best_path,final_path
2026-06-10T12:54:48,0,0.0,missing,missing,0.1,51.405773,2-0-0-1-1-3-0-1-0-2,0.48583895,0.0,1.5314544,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0,0,0,0.0,NaN,NaN,0.1,ext/IsingLearning/experiments/MNIST/baseline_new_nudge/diagnostics/gradient_quality/experiments/current/smoke_gradient_quality_r2\best_checkpoint.bin,
2026-06-10T12:55:00,1,10.7925356,missing,missing,0.1,57.779724,0-1-1-2-1-1-0-1-2-1,0.48583895,0.0,1.5314544,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0,0,0,0.0,NaN,NaN,0.1,ext/IsingLearning/experiments/MNIST/baseline_new_nudge/diagnostics/gradient_quality/experiments/current/smoke_gradient_quality_r2\best_checkpoint.bin,ext/IsingLearning/experiments/MNIST/baseline_new_nudge/diagnostics/gradient_quality/experiments/current/smoke_gradient_quality_r2\final_checkpoint.bin
