timestamp,workers,batch,hidden,batchsize,jobs,minit,sweeps,relaxation,graph_states,graph_edges,param_bytes_per_graph,synced_graphs,build_graph_seconds,build_graph_cpu_threads,build_layer_seconds,build_layer_cpu_threads,build_trainer_seconds,build_trainer_cpu_threads,load_seconds,load_cpu_threads,job_build_seconds,job_build_cpu_threads,write_state_seconds,write_state_cpu_threads,reset_worker_seconds,reset_worker_cpu_threads,apply_input_target_seconds,apply_input_target_cpu_threads,reset_buffers_seconds,reset_buffers_cpu_threads,manager_run_seconds,manager_run_cpu_threads,collect_gradient_seconds,collect_gradient_cpu_threads,optimiser_seconds,optimiser_cpu_threads,serial_sync_seconds,serial_sync_cpu_threads,striped_sync_seconds,striped_sync_cpu_threads,graph_threaded_sync_seconds,graph_threaded_sync_cpu_threads,striped_sync_error,active_workers,min_worker_norm,mean_worker_norm,max_worker_norm,gradient_norm
2026-05-19T11:29:02,16,1,7840,1,1,1,0.0,1,8634,12449920,49834216,18,3.6704125,1.9497127366474478,0.0165498,NaN,29.3366705,1.557883843703395,1.5145616,2.238684118229328,1.3e-6,NaN,0.1527723,5.318372506010579,0.1104795,5.515729162423798,0.3383185,1.0160543984440698,0.0658025,7.598495497891418,6.6861882,1.8087660170857889,0.2824529,2.7106289225566456,0.5586158,1.8460809737211157,0.0457964,1.02355206959499,2.2549329,10.234506312804251,0.0825971,7.945194201733474,0.0,1,0.0,0.09860869,1.577739,7.888695
