timestamp,hidden,contexts,threads,mode,order,schedule,sweeps,nsteps,graph_states,graph_edges,single_seconds,parallel_seconds,min_task_seconds,mean_task_seconds,max_task_seconds,speedup_vs_serial_all
2026-05-21T20:09:14,784,32,32,scan,cyclic,static,20000.0,16480000,1608,1292032,16.2912146,46.4490008,30.5763693,41.408629350000005,46.4337892,11.223467851218018
2026-05-21T20:09:55,784,32,32,cache,cyclic,static,20000.0,16480000,1608,1292032,4.9328152,34.0867489,13.9645841,29.83005600625,34.0859526,4.630834312274351
2026-05-21T20:10:36,784,32,32,outgoing_cache,cyclic,static,20000.0,16480000,1608,1292032,4.8145542,34.839022,12.1512131,29.864466740624998,34.8381723,4.422217546749733
