accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.9903821414657887
0.5,1,0.0698246355412899,1.9895100780183905
0.5,300,0.0328134336625227,1.531305858999005
0.5,600,0.04427049087384226,1.491484449086825
0.5,900,0.01382119066368661,1.5042446555858648
0.5,1200,0.020652350902948653,1.5014860437801483
0.5,1500,0.016892715228465527,1.9920223711344884
0.5,1800,0.02141954103961038,1.9915850655952607
0.5,2100,0.013579167404225736,1.9901971373100278
0.5,2400,0.022206666261124587,1.9899184919215016
0.5,2700,0.013314928400431946,1.9214109294940687
0.5,3000,0.030405832618099333,1.5262224726031872
