accuracy,epoch,grad_norm,margin,mean_1,mean_2,mean_3,mean_4,mse,std_1,std_2,std_3,std_4,temperature
0.25,0,0.0,0.003303030398870005,-0.14815107879929312,-0.2329858609684998,-0.003303030398870005,0.21335591157523742,1.1811875642152931,0.8485483071411822,0.7812048588173245,0.7271030924196846,0.8210858754658691,0.04930308502167463
0.0,1,10.486796253222208,0.0470123897154519,0.0470123897154519,-0.07924264154418148,-0.07939565515017218,0.44672337216470953,1.3797757798674055,0.8531201278688778,0.8110888272090888,0.860182841898919,0.7609222462931986,0.04930308502167463
0.5,900,9.86942521578185,0.020551534035176948,-0.19712646240328516,-0.020551534035176948,0.11365960342659973,0.20874365833335068,0.9831979702884002,0.7822512966747958,0.9072326974533006,0.8308213959057086,0.8174758374400124,0.04930308502167463
0.5,1800,7.79370346439852,0.03698657729223079,-0.15530456714307414,0.03698657729223079,-0.24586485187115653,0.10636024479419855,1.104279361748425,0.8086261983649992,0.8160844058254961,0.7220299803972454,0.8356219414168754,0.04930308502167463
0.75,2700,7.965227380437262,0.024695738904422032,-0.11635630742038403,0.12968961971814746,0.052978822478265936,0.024695738904422032,0.8712792003664032,0.8449055883959298,0.7081947987984657,0.7832155185130378,0.7056043416558957,0.04930308502167463
0.75,3600,6.956836140610928,0.03869612239468348,-0.2292091922754211,-0.03869612239468348,0.06444018103947863,-0.21600810179354438,0.7907308938143163,0.8784740950715803,0.7377460990496656,0.7626882290509227,0.787756907420268,0.04930308502167463
0.75,4500,6.431798726700671,0.0038547119119637444,0.004167464192880568,0.06334976852147216,0.07204854493415984,-0.0038547119119637444,0.9347663225527867,0.8037259579290914,0.9033769383634205,0.7734585147734058,0.8300946971729393,0.04930308502167463
0.25,5400,6.8657094893298565,0.05978194418981558,0.05978194418981558,-0.15528147026530265,0.24250075843304927,0.16663835706312227,1.0981658004786379,0.746880271457371,0.7686084235891915,0.8165290469202502,0.7480351803116521,0.04930308502167463
0.75,6300,6.5160290132084855,0.05763936117662471,-0.07949583423663997,0.13792958442522757,0.11700607778290172,0.05763936117662471,0.8721931513948484,0.8154148317168923,0.8242426123561973,0.8369275446501513,0.8072668345590688,0.04930308502167463
0.75,7200,6.410402270624313,0.0996226742855593,-0.11105974610588637,0.3678768134663174,0.10667597886736407,0.0996226742855593,0.7992480826205839,0.83065003337838,0.7811541431541663,0.7269464289647548,0.8245098855415295,0.04930308502167463
0.75,8100,6.955255240400319,0.12473358420481064,-0.12473358420481064,0.23122719615352474,0.15286941350713057,0.18127559920132252,0.8675362985982813,0.8230426953905462,0.8271407099704952,0.8249414261698258,0.8378045245422712,0.04930308502167463
0.75,9000,5.8525686508233745,0.03358283505989282,0.20152157344526195,0.26991809077750945,0.0890328654089717,-0.03358283505989282,0.9351242356560495,0.8198738296408034,0.7018271867717095,0.7846344538454443,0.7861517403331727,0.04930308502167463
