config,radius,periodic,hidden_side,best_mse,best_accuracy,best_epoch,best_min_margin,best_margin_epoch,first_all_correct_epoch,run_dir
h8_r8_open,8,false,8,0.9447095,1.0,25,0.008090292,20,20,ext/IsingLearning/experiments/XOR/runs/local_checkerboard_block_recipe_h8h16_r8r9_e40\h8_r8_open
h8_r9_open,9,false,8,0.9362811,0.75,35,0.0056332564,10,10,ext/IsingLearning/experiments/XOR/runs/local_checkerboard_block_recipe_h8h16_r8r9_e40\h8_r9_open
h16_r8_open,8,false,16,0.963539,0.75,35,-0.008630938,0,-1,ext/IsingLearning/experiments/XOR/runs/local_checkerboard_block_recipe_h8h16_r8r9_e40\h16_r8_open
h16_r9_open,9,false,16,0.9568508,0.5,40,-0.0074563343,40,-1,ext/IsingLearning/experiments/XOR/runs/local_checkerboard_block_recipe_h8h16_r8r9_e40\h16_r9_open
