timestamp,hidden,contexts,threads,order,schedule,sweeps,nsteps,graph_states,graph_edges,single_seconds,parallel_seconds,min_task_seconds,mean_task_seconds,max_task_seconds,speedup_vs_serial_all
2026-05-21T18:27:23,120,16,32,cyclic,static,200000.0,32000000,944,197760,0.251652,0.4013725,0.2910851,0.3295791125,0.3865831,10.031658870500594
2026-05-21T18:27:25,120,32,32,cyclic,static,200000.0,32000000,944,197760,0.2483126,0.6163367,0.5145297,0.5641016,0.6159217,12.892309025245455
