accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.8493514122923107
0.5,1,0.6022871665547638,1.8457781284826267
0.5,300,0.3749684931501476,1.9248341978263546
0.5,600,0.09628102233740608,1.919859804305637
0.5,900,0.17624692935200897,1.8300043317503734
0.5,1200,0.27709871225082383,1.9116374620111436
0.5,1500,0.09606614613933841,1.9548114348717351
0.5,1800,0.1401983428139123,1.9362019919086624
0.5,2100,0.14074232557943211,1.861644127618406
0.5,2400,0.2933552229951849,1.8789397978923474
0.484375,2700,0.24235889622037324,1.9707212519457495
0.4609375,3000,0.08934340240785665,2.114069884281725
