accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.9777849754612038
0.5,1,1.2458472959373015,1.9791228393994476
0.5078125,300,0.05063915758200874,1.9119874320506243
0.5234375,600,0.1304841133663989,1.864023684068957
0.59375,900,0.175375054153264,1.6080333111342942
0.515625,1200,0.04274156668741174,1.8663631455975704
0.5,1500,0.4559007129740155,1.9847562924810258
0.5390625,1800,0.0709862454207584,1.822893860054379
0.4453125,2100,0.2451787936557883,2.181334872690919
0.515625,2400,0.26154280775741173,1.9236864124502606
0.46875,2700,0.29022916277934324,2.1116763216419105
0.5,3000,0.3048999984648455,1.9566472709614096
