timestamp,hidden,contexts,threads,sweeps,nsteps,graph_states,graph_edges,single_seconds,parallel_seconds,min_task_seconds,mean_task_seconds,max_task_seconds,speedup_vs_serial_all
2026-05-21T18:22:58,784,16,32,20000.0,16480000,1608,1292032,0.193993,0.3467515,0.2454932,0.26560574375000007,0.3399046,8.95133258255552
2026-05-21T18:23:01,784,32,32,20000.0,16480000,1608,1292032,0.1957349,0.6319908,0.4077633,0.5225729375,0.6318439,9.910772118834641
