accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.8737155572003332
0.5,1,0.9628371072603362,1.822725994498951
0.484375,500,0.010847727488877296,1.0018737863955234
0.5078125,1000,0.03597677280588588,0.9985336781215679
0.5390625,1500,0.029610755380470193,0.9952771699542099
0.5625,2000,0.0174890391317159,0.9913691213954406
0.515625,2500,0.03674030037323527,1.0003177720688534
0.5234375,3000,0.03700185801381335,0.9945649302798902
0.5625,3500,0.1259167130563449,0.991928470760156
0.4765625,4000,0.02833632734668825,1.006504877329177
0.5234375,4500,0.023929660287965084,0.9958611985651763
0.5,5000,0.022177393959784162,1.0029970732239184
0.5078125,5500,0.012773938215633652,1.0055645413504606
0.546875,6000,0.023377804140360815,1.000486789782422
0.5546875,6500,0.018084026739887602,0.9942281026214354
0.546875,7000,0.007061672081315227,1.0011013597665066
0.578125,7500,0.01860567865518141,0.994230951325087
0.421875,8000,0.041990840155016126,1.0086494398400245
0.53125,8500,0.03190274735675846,0.9984436326553252
0.53125,9000,0.03602908472625507,0.994092482291887
0.5078125,9500,0.023469694945886133,0.9999553777035656
0.46875,10000,0.007492959275052444,1.0094425484604692
