accuracy,epoch,grad_norm,margin,mean_1_1,mean_1_2,mean_2_1,mean_2_2,mean_3_1,mean_3_2,mean_4_1,mean_4_2,mse,response_norm,route,std_1,std_2,std_3,std_4
0.5,0,0.0,0.07477629629771518,0.07539355645827224,0.23195676132738266,-0.15724498536725023,-0.2320212816649654,-0.08996624750224481,0.1939466825146244,-0.3186644492104704,-0.48302535574787614,1.0105936355135818,0.0,normal,0.888152225120367,0.8798027085723135,0.863552490016436,0.8033211956513294
0.5,1,0.46726926875053143,0.1796950371174062,0.008937550961070899,0.1886325880784771,-0.18144230252422924,-0.5462098810174574,-0.11952350905439837,0.09748940485724668,-0.2879534602751349,-0.492676083015318,1.120227475702777,0.5649108886206792,normal,0.8912629815718416,0.809777268237727,0.8808273350185813,0.8080550330254898
0.75,100,0.3342336681107569,0.033764892804473146,0.1464524090418907,0.11268751623741755,-0.22752509482644384,-0.1707060863308856,-0.04538761832491166,-0.08893328230199266,-0.05476291094318234,-0.4082899365951651,0.9366991635630405,0.4931524765059965,normal,0.877627311730231,0.865382066238278,0.8772212290344236,0.8309858420149075
0.75,200,0.22760718935346266,0.07321861918581213,0.14418379693084826,0.25615388290652347,-0.15484060674224073,-0.0816219875564286,-0.14001594207786378,-0.06607559393414728,0.11515066623842247,-0.3197235757887273,0.9145460729515537,0.4606975236975577,normal,0.8394314205233435,0.8541737128169429,0.8397246653448207,0.8352669377762395
1.0,300,0.23559440016474362,0.040778396753125334,0.17333577111256213,0.06601535322880304,-0.19468182655076754,0.04437464018332386,-0.04256512593777083,-0.0017867291846454941,0.17569786423502518,-0.36562288948449473,0.79796077345846,0.3938755783575649,normal,0.8194055377860507,0.8253785356118601,0.814890602501926,0.768070219633521
1.0,400,0.2676215729876766,0.368833371009219,0.2439903625105701,-0.1677953324211237,-0.25885791677693903,0.10997545423227993,-0.2581215617890501,0.11951636005661816,0.23135367484356836,-0.23398261907559242,0.6385981648319079,0.5214767976687291,normal,0.793923470483682,0.7893210140940485,0.7575274496067618,0.770364386432268
1.0,500,0.21216491527475995,0.012972968542619118,0.06596151210115703,0.05298854355853791,-0.20703605667946165,0.024177271495774977,-0.1779652739075096,0.12095387552906679,0.27765722389565656,-0.25799368235888065,0.7603812780090704,0.4982801390884392,normal,0.7974087621902705,0.7810679370349155,0.7921315879926639,0.7527498546278262
1.0,600,0.20703256388204577,0.3050351627961684,0.2599644413063137,-0.1847872799735656,-0.21068746792059312,0.10220536384030388,-0.15391646174842094,0.15111870104774747,0.2716844262896211,-0.19342819642589792,0.6573415439599667,0.4730216996933202,normal,0.7529147489380732,0.801285432729272,0.7604506504071036,0.7563507846299121
1.0,700,0.16719910227385185,0.19004991458204923,0.1527685436223248,-0.037281370959724405,-0.27052701138792656,0.12032950294252873,-0.27231598673270596,0.14188071006551298,0.291759283326427,-0.16520655412720625,0.6768696341042407,0.4852171984885894,normal,0.7616123737132253,0.7276507075089971,0.7739759600142522,0.6838625685858595
1.0,800,0.20519382684143275,0.007503538828804945,0.18545694477858882,0.17795340594978387,-0.40568452887865836,0.3304011481059641,-0.3236883199285294,0.13773745448960364,0.14715080421629723,-0.15741764477609127,0.6863523848931077,0.41455329896300125,normal,0.7622647537833724,0.7075312820368705,0.7887100887259183,0.7458579524811154
0.5,900,0.31685024906605586,0.016975080173747575,0.15430406272098673,0.1712791428947343,-0.441031968944615,0.29659003427451236,-0.5201042068628556,0.2728185998253541,0.03674949431793137,0.10273091206720819,0.7246608813362929,0.5354527640342944,normal,0.7364704846947963,0.6463324935492323,0.6676621666354406,0.7678465063329045
