name,best_mse,best_acc,best_epoch,run_dir,height,width,nn,temp,stepsize,beta,lr,minit,free,nudged,output_repeats,input_scale,hidden_scale,output_scale
8x8_nn5_out4_T0.003_eta0.12_b0.5_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5,1.7154647215885797,0.578125,2000,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_000508/01_8x8_nn5_out4_T0.003_eta0.12_b0.5_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5,8,8,5,0.003,0.12,0.5,0.00025,4,2500,2500,2,0.5,0.2,0.5
8x8_nn5_out4_T0.003_eta0.12_b1.0_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5,1.6928615701029126,0.53125,2500,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_000508/02_8x8_nn5_out4_T0.003_eta0.12_b1.0_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5,8,8,5,0.003,0.12,1.0,0.00025,4,2500,2500,2,0.5,0.2,0.5
8x8_nn5_out4_T0.003_eta0.16_b1.0_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5,1.7571355722259119,0.5625,500,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_000508/03_8x8_nn5_out4_T0.003_eta0.16_b1.0_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5,8,8,5,0.003,0.16,1.0,0.00025,4,2500,2500,2,0.5,0.2,0.5
8x8_nn5_out4_T0.0015_eta0.12_b0.5_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5,1.8046163542531377,0.515625,1,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_000508/04_8x8_nn5_out4_T0.0015_eta0.12_b0.5_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5,8,8,5,0.0015,0.12,0.5,0.00025,4,2500,2500,2,0.5,0.2,0.5
8x8_nn5_out4_T0.0015_eta0.12_b1.0_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5,1.7522608275127554,0.5625,1000,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_000508/05_8x8_nn5_out4_T0.0015_eta0.12_b1.0_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5,8,8,5,0.0015,0.12,1.0,0.00025,4,2500,2500,2,0.5,0.2,0.5
8x8_nn5_out4_T0.001_eta0.12_b0.25_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5,1.59599469834297,0.578125,1500,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_000508/06_8x8_nn5_out4_T0.001_eta0.12_b0.25_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5,8,8,5,0.001,0.12,0.25,0.00025,4,2500,2500,2,0.5,0.2,0.5
8x8_nn5_out4_T0.001_eta0.12_b0.5_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5,1.752093370463996,0.59375,2500,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_000508/07_8x8_nn5_out4_T0.001_eta0.12_b0.5_lr0.00025_m4_f2500_n2500_is0.5_hs0.2_os0.5,8,8,5,0.001,0.12,0.5,0.00025,4,2500,2500,2,0.5,0.2,0.5
8x8_nn5_out4_T0.001_eta0.12_b1.0_lr0.00015_m4_f2500_n2500_is0.5_hs0.2_os1.0,1.8070352579536921,0.609375,1500,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_000508/08_8x8_nn5_out4_T0.001_eta0.12_b1.0_lr0.00015_m4_f2500_n2500_is0.5_hs0.2_os1.0,8,8,5,0.001,0.12,1.0,0.00015,4,2500,2500,2,0.5,0.2,1.0
8x8_nn5_out4_T0.0007_eta0.1_b0.5_lr0.00015_m4_f2500_n2500_is0.5_hs0.2_os0.8,1.9287047502202177,0.515625,0,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_000508/09_8x8_nn5_out4_T0.0007_eta0.1_b0.5_lr0.00015_m4_f2500_n2500_is0.5_hs0.2_os0.8,8,8,5,0.0007,0.1,0.5,0.00015,4,2500,2500,2,0.5,0.2,0.8
