accuracy,epoch,grad_norm,margin,mean_1,mean_2,mean_3,mean_4,mse,response_norm,std_1,std_2,std_3,std_4
0.5,0,0.0,0.9217081889001997,-0.9217081889001997,-0.9354225081521065,0.9360216095156111,0.9238552510934351,1.8643255385889588,0.0,0.00650122998498212,0.0077142398532470575,0.006397022778585108,0.005539566052357746
0.5,1,0.3051405803278335,0.9180347603298834,-0.9180347603298834,-0.9325398394166378,0.9354026978509133,0.9247731426695138,1.86258824840837,0.572056081247336,0.009022537357663292,0.0064470729283607345,0.007982517694259339,0.00759625378374764
0.5,100,0.3018956313742625,0.9232528085663984,-0.9232528085663984,-0.9349586766043587,0.9373684264339686,0.9257593414411697,1.8656067416786803,0.6110346577810081,0.008275256596678009,0.004738760353461232,0.0034806558867868345,0.007171934206182942
0.5,200,0.27413085603847703,0.9239157399907711,-0.9239157399907711,-0.9348806866420082,0.9329875903423736,0.9279848585843854,1.8677920910350436,0.5437963064358277,0.00558776374950376,0.0055412561301006686,0.007495115541662101,0.004041108664909552
0.5,300,0.28039428795603344,0.9204567600306994,-0.9204567600306994,-0.9312842600089105,0.9345748097717231,0.9250006106238867,1.8615234566004306,0.5982033742616593,0.007065260659290861,0.006479123124912949,0.008619340302530277,0.006734502551668674
0.5,400,0.26521677049914116,0.9205202220828461,-0.9205202220828461,-0.9299549656627368,0.933019725478557,0.9245412808742468,1.8598471758870176,0.5568975188813755,0.004259844898930903,0.004794944437996645,0.005510955468383985,0.008144818106348421
0.5,500,0.3079026181327724,0.9199732925792503,-0.9199732925792503,-0.9335229375727042,0.9348691039827424,0.9261880808825913,1.8648394451426393,0.6184332413283615,0.006242262504711216,0.005213936306954178,0.007096949760782687,0.005191932492457158
0.5,600,0.29525934223945516,0.9209155517655377,-0.9209155517655377,-0.935327028364346,0.9361260170477922,0.9245358402705367,1.8649157857135297,0.6072574451724424,0.00922481189235038,0.005244290150582367,0.007316070947850888,0.007328312586050677
0.5,700,0.3156067560955312,0.9218781742154829,-0.9218781742154829,-0.9325459310710342,0.9334097656202979,0.9262594957613532,1.8639366749221609,0.5691454853165764,0.005894678543342229,0.007137960464721316,0.007961502919948495,0.005754915156151131
0.5,800,0.30366717952415717,0.8172429405646425,-0.9201846093935023,-0.9314708856478408,0.9368196728495412,0.8172429405646425,1.7608284843634476,0.5844997363889413,0.005669322800244226,0.006284785928348831,0.005759701540218777,0.43321619428562747
