timestamp,contexts,threads,hidden,output_replicas,sweeps,relaxation_steps,serial_build_seconds,context_build_seconds,single_context_seconds,spawned_total_seconds,min_task_seconds,mean_task_seconds,max_task_seconds,ideal_one_wave_seconds,serial_all_seconds,spawned_over_ideal_one_wave,speedup_vs_serial_all
2026-05-20T14:56:27,2,4,120,4,0.1,16,0.3729186,0.0008471,8.32e-5,0.0389733,6.6e-5,6.69e-5,6.78e-5,8.32e-5,0.0001664,468.42908653846155,0.004269589693456802
2026-05-20T14:57:17,2,4,120,4,0.1,16,0.3925814,0.0008451,2.04e-5,0.038302,1.54e-5,1.645e-5,1.75e-5,2.04e-5,4.08e-5,1877.549019607843,0.001065218526447705
