config,radius,periodic,hidden_side,best_mse,best_accuracy,best_epoch,best_min_margin,best_margin_epoch,first_all_correct_epoch,run_dir
h8_r9,9,false,8,0.11857444,1.0,60,1.232935,210,0,ext/IsingLearning/experiments/XOR/checkerboard-local-cnn-two-hidden-layers/experiments/current/local_checkerboard_two_class_h8_r9_r10_second_resume_best_margin_e240_lr0p0005_lr_decay0p999/h8_r9
h8_r10,10,false,8,0.07788126,1.0,0,1.1733981,110,0,ext/IsingLearning/experiments/XOR/checkerboard-local-cnn-two-hidden-layers/experiments/current/local_checkerboard_two_class_h8_r9_r10_second_resume_best_margin_e240_lr0p0005_lr_decay0p999/h8_r10
