name,best_mse,best_acc,best_epoch,run_dir,height,width,nn,temp,stepsize,beta,lr,minit,free,nudged,output_repeats,input_scale,hidden_scale,output_scale,output_internal_scale
4x4_nn5_out2_T0.001_eta0.1_b1.0_lr0.005_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,1.5382772579386732,0.5,1000,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_010410/01_4x4_nn5_out2_T0.001_eta0.1_b1.0_lr0.005_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,4,4,5,0.001,0.1,1.0,0.005,4,1000,1000,1,0.4,0.2,0.4,0.0
4x4_nn5_out2_T0.0015_eta0.1_b0.5_lr0.002_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,1.4882077378792415,0.5,1200,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_010410/02_4x4_nn5_out2_T0.0015_eta0.1_b0.5_lr0.002_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,4,4,5,0.0015,0.1,0.5,0.002,4,1000,1000,1,0.4,0.2,0.4,0.0
4x4_nn5_out2_T0.0007_eta0.1_b1.0_lr0.002_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,1.6086752427545798,0.5,200,/Users/fabian/Documents/GitHub/InteractiveIsing.jl/ext/IsingLearning/experiments/edge_signal_xor/runs/edge_twoout_grid_20260518_010410/03_4x4_nn5_out2_T0.0007_eta0.1_b1.0_lr0.002_m4_f1000_n1000_is0.4_hs0.2_os0.4_ois0.0,4,4,5,0.0007,0.1,1.0,0.002,4,1000,1000,1,0.4,0.2,0.4,0.0
