accuracy,epoch,grad_norm,margin,mean_1,mean_2,mean_3,mean_4,mse,response_norm,std_1,std_2,std_3,std_4
0.5,0,0.0,0.47155619710238145,-0.7410562013482171,-0.8384022049439324,0.47155619710238145,0.6091336753614177,1.5788346490014922,0.0,0.648704471141748,0.4381220066982388,0.8638698126224197,0.7856752818043157
0.5,1,0.2664009812229193,0.4833628215212884,-0.8235144474018911,-0.8459931267868978,0.4833628215212884,0.494402435239261,1.4847475967639514,0.5115540290554536,0.5024681025759071,0.457027571459742,0.8676669638495769,0.8699223292548223
0.5,100,0.21268005103017787,0.19305049627757745,-0.6061917048393398,-0.19305049627757745,0.4923227634829615,0.8769082904094433,1.339743841772699,0.4576199415326455,0.7889408291209995,0.9351340133777636,0.8791921563904206,0.18948306731871623
0.75,200,0.12458347308407323,0.4624184778907098,-0.4896013517031042,0.4624184778907098,0.4907594440876561,0.9773669137751718,1.1797016321438252,0.37852057376601733,0.8779398867484673,0.8638115423087961,0.8772039120082056,0.017545267237741146
0.75,300,0.09386994178767792,0.47924405758373695,-0.6144430738641208,0.47924405758373695,0.6138951920790224,0.983462490690506,1.1257603173822694,0.35851757539079315,0.7921211077595726,0.8736521095680814,0.7933024565123755,0.003098937046568972
0.75,400,0.14432814910302205,0.4932125884235868,-0.4932125884235868,0.49989743460403147,0.6155467211572909,0.9823649724251553,1.1461278159897617,0.3151837341969473,0.8782367242233807,0.862940598496535,0.7932081165290605,0.0030513188102220066
0.75,500,0.03585003125274605,0.6151026169513867,-0.7035320240590637,0.6338888114589825,0.6151026169513867,0.9842817107726817,1.076862641579516,0.26286412555901867,0.6641443817429881,0.6360502159841404,0.7932025926304911,0.0014458752847538267
0.75,600,0.07360181861218013,0.6155807026281828,-0.7467371459088458,0.6603348152956335,0.6155807026281828,0.984427235292276,1.0663110398310591,0.27359040775638943,0.6481048310740787,0.604409740631406,0.793340438346941,0.0012164318880473477
0.75,700,0.03723193486602232,0.6759277497598344,-0.7485381678828185,0.6759277497598344,0.6951889841471411,0.9839469117078994,1.0493027450620045,0.23620185430349303,0.6355575663510181,0.5525141253914518,0.6771047851729993,0.0015906552873820334
0.75,800,0.030126176716212726,0.6740011171194256,-0.7039054724207674,0.7704833150632258,0.6740011171194256,0.9843705184730076,1.0460878760377377,0.22614693036869413,0.6190112212452766,0.4045761328060281,0.6958839949975126,0.0022301368577993274
0.75,900,0.030855214300740973,0.6887932763398903,-0.7386144565479387,0.7883691578381271,0.6887932763398903,0.9841944343194832,1.0367467984288865,0.22449687173236338,0.6703534274881995,0.3589808643497956,0.6809796293844163,0.0015757136856913085
0.75,1000,0.01904210088932638,0.6491171665281505,-0.7542247089321941,0.7554537217985702,0.6491171665281505,0.9838541088992327,1.0447510660258097,0.21572780067164565,0.6285804882759984,0.4194314940602789,0.7291309368104335,0.0011770726937106813
0.75,1100,0.039712440977340814,0.716699272618499,-0.7754146157865572,0.7413902275030799,0.716699272618499,0.9836403835752653,1.0331015206796803,0.2547060727544937,0.5797113985886964,0.453682543420633,0.6700891828095629,0.0014831116103337463
0.75,1200,0.03901262742547721,0.7187513647850313,-0.7606413883288309,0.7808306587024167,0.7187513647850313,0.9841630768068133,1.030332913829932,0.22453240305182554,0.6127697215329506,0.3778898936996646,0.668833030822679,0.0016617008975313
