timestamp,contexts,threads,hidden,output_replicas,sweeps,relaxation_steps,serial_build_seconds,context_build_seconds,single_context_seconds,spawned_total_seconds,min_task_seconds,mean_task_seconds,max_task_seconds,ideal_one_wave_seconds,serial_all_seconds,spawned_over_ideal_one_wave,speedup_vs_serial_all
2026-05-20T15:06:35,2,4,120,4,0.1,16,0.4558796,0.0008322,1.94e-5,0.0452181,1.92e-5,2.03e-5,2.14e-5,1.94e-5,3.88e-5,2330.829896907216,0.0008580634745820812
