timestamp,hidden,output_replicas,sweeps,relaxation,trial,warmup,direct_prepare_seconds,direct_run_call_seconds,direct_wait_fetch_seconds,direct_run_wait_fetch_seconds,direct_internal_seconds,direct_close_seconds,manager_run_seconds,manager_internal_seconds,overhead_vs_direct_latency_seconds,overhead_vs_direct_latency_ratio,direct_external_minus_internal_seconds,manager_external_minus_internal_seconds
2026-05-20T14:24:48,120,4,0.1,16,1,false,1.3685915,1.58e-5,0.7788414,0.7788572,0.3160341,0.0026387,0.0611744,0.0008614,-0.7176828000000001,0.07854379467763795,0.46282310000000004,0.060313
