fullsweeps,meanabs,frac_09,frac_099,frac_mid,dH_rms,residual_rms,energy,readout_abs
0,0.54118686627,0.125,0.00625,0.4625,0.600133791282,0.479746066252,-0.38071446376,0.28555435076
100,0.59705587341,0.24375,0.14375,0.40625,0.62864943725,0.375142238814,-3.40208094127,0.417292212346
200,0.609384991203,0.275,0.1625,0.3875,0.633702228581,0.363493048111,-3.73487910382,0.419491506896
300,0.609284881872,0.275,0.16875,0.3875,0.633750580389,0.36336047695,-3.74309535847,0.419491506896
400,0.609284881872,0.275,0.16875,0.3875,0.633750580389,0.36336047695,-3.74309535847,0.419491506896
500,0.609284881872,0.275,0.16875,0.3875,0.633750580389,0.36336047695,-3.74309535847,0.419491506896
600,0.609339540138,0.275,0.16875,0.3875,0.633765076597,0.363108125163,-3.74748454342,0.419491506896
700,0.609339540138,0.275,0.16875,0.3875,0.633765076597,0.363108125163,-3.74748454342,0.419491506896
800,0.609339540138,0.275,0.16875,0.3875,0.633765076597,0.363108125163,-3.74748454342,0.419491506896
900,0.609459667442,0.275,0.16875,0.39375,0.63385376191,0.362990924644,-3.75300753569,0.420243010291
1000,0.609459667442,0.275,0.16875,0.39375,0.63385376191,0.362990924644,-3.75300753569,0.420243010291
1100,0.609547150437,0.28125,0.16875,0.39375,0.633914089843,0.362644536869,-3.76130141782,0.420243010291
1200,0.60946281914,0.28125,0.16875,0.39375,0.633844345788,0.362248502858,-3.77468976407,0.420243010291
1300,0.60946281914,0.28125,0.16875,0.39375,0.633844345788,0.362248502858,-3.77468976407,0.420243010291
1400,0.60946281914,0.28125,0.16875,0.39375,0.633844345788,0.362248502858,-3.77468976407,0.420243010291
1500,0.60946281914,0.28125,0.16875,0.39375,0.633844345788,0.362248502858,-3.77468976407,0.420243010291
1600,0.609599612478,0.28125,0.16875,0.3875,0.633821665338,0.362028485519,-3.77951283403,0.420243010291
1700,0.609939022665,0.28125,0.175,0.3875,0.633849905049,0.361628270927,-3.78903845462,0.420243010291
1800,0.609939022665,0.28125,0.175,0.3875,0.633849905049,0.361628270927,-3.78903845462,0.420243010291
1900,0.609939022665,0.28125,0.175,0.3875,0.633849905049,0.361628270927,-3.78903845462,0.420243010291
2000,0.609939022665,0.28125,0.175,0.3875,0.633849905049,0.361628270927,-3.78903845462,0.420243010291
2100,0.609939022665,0.28125,0.175,0.3875,0.633849905049,0.361628270927,-3.78903845462,0.420243010291
2200,0.609939022665,0.28125,0.175,0.3875,0.633849905049,0.361628270927,-3.78903845462,0.420243010291
2300,0.609939022665,0.28125,0.175,0.3875,0.633849905049,0.361628270927,-3.78903845462,0.420243010291
2400,0.609764928064,0.28125,0.175,0.3875,0.633806700878,0.361515335138,-3.79577852163,0.420243010291
2500,0.609764928064,0.28125,0.175,0.3875,0.633806700878,0.361515335138,-3.79577852163,0.420243010291
2600,0.609764928064,0.28125,0.175,0.3875,0.633806700878,0.361515335138,-3.79577852163,0.420243010291
2700,0.609764928064,0.28125,0.175,0.3875,0.633806700878,0.361515335138,-3.79577852163,0.420243010291
2800,0.609764928064,0.28125,0.175,0.3875,0.633806700878,0.361515335138,-3.79577852163,0.420243010291
2900,0.609764928064,0.28125,0.175,0.3875,0.633806700878,0.361515335138,-3.79577852163,0.420243010291
3000,0.609764928064,0.28125,0.175,0.3875,0.633806700878,0.361515335138,-3.79577852163,0.420243010291
3100,0.609764928064,0.28125,0.175,0.3875,0.633806700878,0.361515335138,-3.79577852163,0.420243010291
3200,0.609764928064,0.28125,0.175,0.3875,0.633806700878,0.361515335138,-3.79577852163,0.420243010291
3300,0.609764928064,0.28125,0.175,0.3875,0.633806700878,0.361515335138,-3.79577852163,0.420243010291
3400,0.609764928064,0.28125,0.175,0.3875,0.633806700878,0.361515335138,-3.79577852163,0.420243010291
3500,0.609764928064,0.28125,0.175,0.3875,0.633806700878,0.361515335138,-3.79577852163,0.420243010291
3600,0.609764928064,0.28125,0.175,0.3875,0.633806700878,0.361515335138,-3.79577852163,0.420243010291
3700,0.609764928064,0.28125,0.175,0.3875,0.633806700878,0.361515335138,-3.79577852163,0.420243010291
3800,0.609764928064,0.28125,0.175,0.3875,0.633806700878,0.361515335138,-3.79577852163,0.420243010291
3900,0.609764928064,0.28125,0.175,0.3875,0.633806700878,0.361515335138,-3.79577852163,0.420243010291
4000,0.609764928064,0.28125,0.175,0.3875,0.633806700878,0.361515335138,-3.79577852163,0.420243010291
4100,0.609764928064,0.28125,0.175,0.3875,0.633806700878,0.361515335138,-3.79577852163,0.420243010291
4200,0.609764928064,0.28125,0.175,0.3875,0.633806700878,0.361515335138,-3.79577852163,0.420243010291
4300,0.609772637339,0.28125,0.175,0.38125,0.633879434147,0.361445284066,-3.80018614733,0.421126442702
4400,0.610199618018,0.28125,0.175,0.38125,0.63392703681,0.361267614906,-3.80654438494,0.421126442702
4500,0.610199618018,0.28125,0.175,0.38125,0.63392703681,0.361267614906,-3.80654438494,0.421126442702
4600,0.610199618018,0.28125,0.175,0.38125,0.63392703681,0.361267614906,-3.80654438494,0.421126442702
4700,0.610199618018,0.28125,0.175,0.38125,0.63392703681,0.361267614906,-3.80654438494,0.421126442702
4800,0.610199618018,0.28125,0.175,0.38125,0.63392703681,0.361267614906,-3.80654438494,0.421126442702
4900,0.610199618018,0.28125,0.175,0.38125,0.63392703681,0.361267614906,-3.80654438494,0.421126442702
5000,0.610199618018,0.28125,0.175,0.38125,0.63392703681,0.361267614906,-3.80654438494,0.421126442702
