timestamp,hidden,contexts,threads,mode,sweeps,nsteps,graph_states,graph_edges,single_seconds,parallel_seconds,min_task_seconds,mean_task_seconds,max_task_seconds,speedup_vs_serial_all
2026-05-21T18:16:53,120,16,32,scan,200.0,32000,944,197760,0.0252386,0.0444785,0.0277709,0.0279061375,0.0281834,9.078939262789888
2026-05-21T18:16:54,120,16,32,cache,200.0,32000,944,197760,0.0085453,0.0221864,0.0105602,0.015759856250000003,0.0220185,6.162550030649408
2026-05-21T18:16:55,120,32,32,scan,200.0,32000,944,197760,0.0256938,0.0406368,0.0373685,0.03897267499999999,0.0402734,20.23293172690763
2026-05-21T18:16:56,120,32,32,cache,200.0,32000,944,197760,0.0084321,0.0321998,0.0300805,0.03100603125,0.0320456,8.37977875638979
2026-05-21T18:16:59,784,16,32,scan,200.0,164800,1608,1292032,0.1657667,0.2478122,0.2038993,0.22501288125000002,0.2430502,10.702730535461933
2026-05-21T18:17:00,784,16,32,cache,200.0,164800,1608,1292032,0.0559552,0.1329736,0.0927215,0.1183601375,0.1328668,6.7327890648970925
2026-05-21T18:17:02,784,32,32,scan,200.0,164800,1608,1292032,0.1696757,0.6927663,0.5746235,0.651075575,0.6926346,7.837596026250123
2026-05-21T18:17:04,784,32,32,cache,200.0,164800,1608,1292032,0.0578009,0.6425662,0.5274861,0.619961853125,0.6424426,2.8785031020928273
