mode,rows,median_seconds_per_example,mean_seconds_per_example,median_examples_per_second,mean_examples_per_second,speedup_vs_serial_inline_median
serial_process_inline,4,0.1465164,0.14657785,6.82517501577395,6.822324567531325,1.0
serial_process_run_wait,4,0.14774589999999999,0.1474789,6.768378206474413,6.780762566065326,0.9916755427402708
manager_spawn,2,0.0102468359375,0.0102468359375,97.62378354821374,97.62378354821374,14.298695480322841
manager_greedy,2,0.009646133203125,0.009646133203125,103.81303006709823,103.81303006709823,15.189137357206578
manager_channelworkers,2,0.009234243359375,0.009234243359375,108.30727660085387,108.30727660085387,15.866621448590367
