epoch,mse,accuracy,grad_norm,response_norm,param_delta,ff_margin,ff_std,ft_margin,ft_std,tf_margin,tf_std,tt_margin,tt_std
0,1.04514134640854,0.25,0.0,0.0,0.0,0.24339600724898802,0.6129385387622125,0.2111201746804129,0.5730220283096277,-0.0479835227996106,0.5732812450109525,0.07819958938703031,0.5874265548873389
1,1.044554260618641,0.25,3.130780866766728,0.0767145291373818,0.16248007215267496,0.24801059689580218,0.6127066417197615,0.19523959402496682,0.5704367145643613,-0.049017235953404015,0.5772144019916257,0.09813904000128237,0.5863874024419248
100,0.827602875966368,0.25,4.2148951542742115,0.2652775718489967,2.777818378939278,0.24244632568079116,0.6208486065403853,0.1578447611040562,0.5701790525672806,-0.11246731940562515,0.5815234856917566,0.0427063029297563,0.5850770666106551
200,0.7223036852966384,0.25,4.953177365041564,0.3485246171423306,4.390726309744759,0.19432312559653864,0.6477616820041673,0.2260187053761752,0.5733372084940715,-0.0978172990717181,0.5799973955691846,0.08628940365952764,0.5497606008439839
300,0.6776132301772153,0.5,4.439250862139491,0.34824967298620396,5.4376961424307595,0.42613248597200415,0.5965255793466203,0.41797385668247056,0.5450115088605951,0.0867096526695974,0.5684213970474393,0.18397604000481949,0.5693764588715334
400,0.6561505957772178,0.5,4.541830221178638,0.28102619576558246,6.327080953834558,0.4819240388326385,0.6278683323163917,0.5698665813116273,0.5313502730353353,0.24268692229174915,0.5904814697807147,0.3183340781499033,0.5252587914906285
500,0.6610511505460128,0.5,4.627707701148376,0.2832344947345861,7.323943828658105,0.5434607128738566,0.6456396233346707,0.7606530922474688,0.49735084520661815,0.36482107493974086,0.5963313989064338,0.5544819358335156,0.5267753347573411
600,0.685156406652992,0.5,4.250539826524756,0.2976696978730651,8.132694228328848,0.6232681333563841,0.6658355679222014,1.03549099572614,0.44997757469914507,0.4287961860420101,0.6438776116451626,0.790843633385315,0.5036675558359238
700,0.6889419512567273,0.5,4.572423213965581,0.25196783712808657,9.025442846504813,0.6841683264217051,0.6403458828183747,1.0707233346506693,0.4450503885541368,0.41603464335538975,0.6544549924579743,0.7790431698900513,0.5738000072016951
800,0.6784343043927895,0.5,3.934573365682356,0.27973372610915026,9.807848999189385,0.6909016758240116,0.6458844202691036,0.9944942813039769,0.4835293050640557,0.44336998872411937,0.6472496740887898,0.6752780205005731,0.641218344234169
900,0.7054881308018089,0.5,5.065452658999194,0.24515479169785476,10.699326215075246,0.806102716491283,0.656228191683541,1.1227145793459956,0.44967313507752016,0.4975131401825443,0.7077575567196149,0.7624441173132014,0.6425433055405236
1000,0.6929978783817142,0.5,4.354933833570472,0.20588059360579936,10.662114944644838,0.8173074013262651,0.6566434891551437,1.234603954048992,0.4161139838198074,0.6077361615487296,0.6641909452585049,0.841554995785024,0.625369307009834
