epoch,mse,output_mse,spin_score_mse,accuracy,all_correct,min_margin,mean_margin,scores,spin_scores,predictions,outputs
0,1.4375,1.3421479953269966,1.2123585759433033,0.5,false,-0.5,-0.125,-0.5|0.0|-0.5|0.5,-0.1393|-0.2088|-0.1533|0.1477,-1.0|1.0|-1.0|1.0,0.1826|0.0002|0.0407|-0.7807|-0.1374|-0.5683|0.2079|-0.3375|0.4096|-0.8026|-0.0475|-0.1727|-0.3647|0.3179|0.5251|0.1126
1,0.5625,0.9266743348128478,0.8586505497735896,1.0,true,0.0,0.375,-1.0|0.0|0.0|-0.5,-0.2564|0.0594|-0.0592|-0.0646,-1.0|1.0|1.0|-1.0,0.0751|-0.2312|-0.1156|-0.754|-0.1442|0.2494|-0.077|0.2093|0.0936|-0.3328|0.0146|-0.0123|-0.0843|0.4991|-0.4364|-0.2367
