timestamp,source_config_id,workers,epoch,seconds,hidden,train_limit,batchsize,relaxation,stepsize,temp,beta,lr,train_accuracy,train_mse,validation_accuracy,validation_mse,best_epoch,best_validation_mse,epoch_graph_path,best_graph_path
2026-05-19T02:10:54,1,2,1,7.9333147,4,8,4,1,0.2,0.005,2.0,0.003,0.0,14.45264,0.0,15.634931,1,15.634930610656738,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\mnist_manager\runs\20260519_020930_gri19\checkpoints\epoch_0001.jld2,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\mnist_manager\runs\20260519_020930_gri19\checkpoints\best_graph.jld2
