accuracy,epoch,grad_norm,mse
0.5,0,0.0,1.8536877558781284
0.5,1,1.0254978357603215,1.8384087702352605
0.5,300,0.8244400649879466,1.8264216909953916
0.5,600,0.4865041799902535,1.7543441149350694
0.5,900,0.34808360588835086,1.756663852214065
0.5,1200,0.5483724120029579,1.6629718380490413
0.5,1500,0.6244904720479499,1.624726617700022
0.5,1800,1.0614645687980944,1.606674162756733
0.5,2100,0.9405017120703787,1.640570547724907
0.5,2400,0.653337066696035,1.665012104180683
0.5,2700,0.5249112656936803,1.6703167494623077
0.5,3000,0.9274437326141242,1.654657139842032
