timestamp,workers,threads,mode,batch,warmup_batches,hidden,output_replicas,batchsize,jobs,sweeps,relaxation,graph_states,graph_edges,run_seconds,run_cpu_threads,active_workers,min_worker_norm,mean_worker_norm,max_worker_norm
2026-05-21T18:09:46,12,32,dynamic,1,0,120,4,96,96,1000.0,160000,944,197760,2.7636652,NaN,12,324.77203,344.6276,362.1726
2026-05-21T18:09:54,15,32,dynamic,1,0,120,4,96,96,1000.0,160000,944,197760,1.6357497,NaN,15,233.43484,267.93222,296.8784
2026-05-21T18:10:01,16,32,dynamic,1,0,120,4,96,96,1000.0,160000,944,197760,1.498163,NaN,16,242.78966,266.29608,291.60858
2026-05-21T18:10:09,24,32,dynamic,1,0,120,4,96,96,1000.0,160000,944,197760,1.1977374,NaN,24,162.99911,200.71053,241.26031
2026-05-21T18:10:17,31,32,dynamic,1,0,120,4,96,96,1000.0,160000,944,197760,1.3200165,NaN,31,146.88771,168.9323,211.94316
2026-05-21T18:10:24,32,32,dynamic,1,0,120,4,96,96,1000.0,160000,944,197760,1.1980459,NaN,32,140.81946,162.53023,190.1708
