timestamp,workers,batch,hidden,batchsize,jobs,minit,sweeps,relaxation,graph_states,graph_edges,param_bytes_per_graph,synced_graphs,build_graph_seconds,build_graph_cpu_threads,build_layer_seconds,build_layer_cpu_threads,build_trainer_seconds,build_trainer_cpu_threads,load_seconds,load_cpu_threads,job_build_seconds,job_build_cpu_threads,write_state_seconds,write_state_cpu_threads,reset_worker_seconds,reset_worker_cpu_threads,apply_input_target_seconds,apply_input_target_cpu_threads,reset_buffers_seconds,reset_buffers_cpu_threads,manager_run_seconds,manager_run_cpu_threads,collect_gradient_seconds,collect_gradient_cpu_threads,optimiser_seconds,optimiser_cpu_threads,serial_sync_seconds,serial_sync_cpu_threads,striped_sync_seconds,striped_sync_cpu_threads,striped_sync_error,active_workers,min_worker_norm,mean_worker_norm,max_worker_norm,gradient_norm
2026-05-19T11:15:17,15,1,120,32,32,1,1.0,130,914,190560,765896,17,3.5879654,1.1975798317341633,0.01238,NaN,29.1959481,1.3304500291257881,1.7703936,2.3476417899386894,2.3e-6,NaN,0.2435397,6.28747592281669,0.144546,19.781764974471795,0.384983,1.0146551925669445,0.0414915,2.2594989335165034,8.9367716,2.3253643407424667,0.3606969,1.0396540696634764,0.7824252,1.2980474044036414,0.0008879,NaN,0.114078,7.8071582601378005,0.0,15,13.450337,14.21666,16.705086,26.885567
2026-05-19T11:15:56,16,1,120,32,32,1,1.0,130,914,190560,765896,18,0.0489305,1.277321915778502,2.83e-5,NaN,18.3976405,1.3189531016219171,1.1099639,2.2804795723536597,1.6e-6,NaN,0.0080312,NaN,0.0558467,1.1191350608003696,0.0001023,NaN,0.0173218,NaN,7.5640715,2.487086485102633,0.0317421,0.9844969299447736,0.0141584,NaN,0.0010474,NaN,0.0486033,14.14513006318501,0.0,16,12.8685,13.268596,13.63127,27.31486
