accuracy,epoch,grad_norm,margin,mean_1,mean_2,mean_3,mean_4,mse,response_norm,std_1,std_2,std_3,std_4
0.5,0,0.0,0.4801604857896949,-0.7946247896469079,-0.8862011254885692,0.5942921599671663,0.4801604857896949,1.4888518944948037,0.0,0.3103086780855533,0.11408230635025615,0.646316674416741,0.7582925501648283
0.5,1,0.3187475155570246,0.405145066646451,-0.7751459982370551,-0.7363006948163671,0.405145066646451,0.5184335830205766,1.4311980906770927,0.5663637560007093,0.3589194353902169,0.44869012181922596,0.7170855901416254,0.741452483355114
0.75,100,0.19345619238535383,0.05279407602623136,-0.2006386144399201,0.05279407602623136,0.2988136879284138,0.7915127142514582,1.3093394341741775,0.7098212544633222,0.8080084834722867,0.8886206844193276,0.7674837216590289,0.0294600541599057
0.75,200,0.07667691136080042,0.262445871603542,-0.3594935561915612,0.262445871603542,0.2665352897067712,0.7354924674780016,1.1260347956983008,0.6105194944742526,0.6941464940057978,0.807524445654177,0.6978121031949829,0.011811646470857943
0.75,300,0.0936838402378316,0.2559567784450322,-0.32936822160655194,0.2559567784450322,0.33456828901039215,0.7092830734838265,1.0919488212554818,0.4837312414765025,0.7122332023996083,0.7812549320461526,0.629949663530616,0.016781831397709286
0.75,400,0.11295845373297224,0.3127341045061131,-0.7154000112046651,0.44036677095482984,0.3127341045061131,0.7057728846614906,0.9440455124573064,0.6242747606198733,0.0369308305286095,0.6906989656007839,0.6476785516520635,0.02223168506159575
0.75,500,0.10267952564232463,0.343098143564505,-0.7210047222650053,0.343098143564505,0.3974638755484357,0.7181514219488829,0.9561131260002264,0.45536004397523544,0.01546285321365269,0.7474802963722301,0.6233417618631943,0.01647973013864792
0.75,600,0.057362967452503334,0.3459730892567797,-0.7236840349755044,0.3459730892567797,0.6229438931883478,0.7386473524021682,0.9172919090506919,0.41108761221467016,0.013548697420159328,0.7543132062308049,0.15972159020942625,0.011080206275887215
0.75,700,0.047533176236689394,0.17458852207014317,-0.7020252647478071,0.17458852207014317,0.696232855608828,0.7592835256028458,0.9893615130540278,0.3965474506020907,0.019478377494573335,0.7857159843466124,0.027703952484595114,0.01425923104182009
0.75,800,0.07268909952011815,0.07248741560459068,-0.6904477186556608,0.07248741560459068,0.7033959673224269,0.774034013739241,1.0478182108004241,0.46402981551559114,0.024603633307597437,0.7987335656049501,0.0127133346774093,0.018614319536910423
0.75,900,0.05416764076988545,0.16821522933723734,-0.6808570213059245,0.16821522933723734,0.7036286442242061,0.7855216151789229,1.017410391087941,0.45782008358017384,0.018301278228843993,0.7893436474251506,0.014019547123585056,0.016356575848107686
0.75,1000,0.0726168630955705,0.08660729176204325,-0.6477111548896446,0.08660729176204325,0.6911351736615438,0.5366385343490444,0.8537622840117304,0.48756666367079987,0.020277509821880778,0.7735221485773774,0.021678130690082297,0.3805977681644595
0.75,1100,0.0904964450029692,0.11239861757466896,-0.6238641176079519,0.19208399351638583,0.6787652985728776,0.11239861757466896,0.5337072233345708,0.37338494003546513,0.023250823945628597,0.7580828764870503,0.02258495827590646,0.6518542725313407
1.0,1200,0.08354376321247148,0.09641787625306059,-0.5984504823076873,0.09641787625306059,0.679576591271187,-0.2738884974293803,0.4019029361351784,0.43565209891124923,0.020122097954129944,0.7551656392501449,0.021753088631423025,0.6427112416338865
0.75,1300,0.07766326042733966,0.0847359737010589,-0.5599538172034831,-0.0847359737010589,0.6476159880124468,-0.2977405976828421,0.4969088839205664,0.41941645178556636,0.02800885080685612,0.7095756745674872,0.02579563881879504,0.6564386961726439
1.0,1400,0.1038863996241393,0.15085247234685595,-0.5453374021397835,0.15085247234685595,0.658063018369787,-0.5464167047952172,0.3126070766769144,0.40216752330558136,0.02635004744528143,0.7138658812884936,0.022805230848919264,0.516093433272341
1.0,1500,0.052140803586186536,0.35946653948931756,-0.5464475175957256,0.35946653948931756,0.6403879730923213,-0.7205607165880542,0.2058500228348251,0.3416857948218681,0.03403578929190433,0.6373808703619722,0.020635991789575207,0.09775378967778005
1.0,1600,0.08747084525895286,0.4038772415294622,-0.5451525201124008,0.4038772415294622,0.6338616182885218,-0.7331582145798863,0.1918776065337793,0.351459038898001,0.024328108805087317,0.6074854122192046,0.017196461341301532,0.061216670025992695
